question,A,B,C,D,E,answer,explanation
<p>Which of the following is the correct statement?</p>,"For a given compression ratio, both Otto and Diesel cycles have the same efficiency.","For a given compression ratio, Otto cycle is more efficient than Diesel cycle.","For a given compression ratio, Diesel cycle is more efficient than Otto cycle.",The efficiency of Otto or Diessel cycle has nothing to do with compressioin ratio.,,B,
<p>The temperature at which the volume of a gas becomes zero is called</p>,absolute scale of temperature,absolute zero temperature,absolute temperature,none of these,,B,
<p>The heating of gas at constant volume is governed by</p>,Boyle's law,Charles' law,Gay-Lussac law,Avogadro's law,,C,
"<p>The absolute pressure of a given mass of a perfect gas varies inversely as its volume, when the temperature remains constant. This statement is known as Boyle's law.</p>",Yes,No,,,,A,
<p>The fuel mostly used in cement industry and in metallurgical processes is</p>,wood charcoal,bituminous coke,pulverised coal,coke,,C,
<p>Boyle's law states that change of internal energy of a perfect gas is directly proportional to the change of temperature.</p>,Agree,Disagree,,,,B,
<p>The ratio of specific heat at constant pressure (<i>c<sub>p</sub></i>) and specific heat at constant volume (<i>c<sub>v</sub></i>) is always __________ one.</p>,equal to,less than,greater than,,,C,
<p>The isothermal and adiabatic processes are regarded as</p>,reversible process,irreversible process,reversible or irreversible process,none of these,,A,
<p>The variables which control the physical properties of a perfect gas are</p>,pressure exerted by the gas,volume occupied by the gas,temperature of the gas,all of these,,D,
<p>The heat flows from a cold body to a hot body with the aid of an external source. This statement is given by</p>,Kelvin,Joule,Clausis,Gay-Lussac,,C,
<p>The unit of power in S.I. units is kilowatt.</p>,True,False,,,,A,
<p>Otto cycle consists of</p>,two constant volume and two isentropic processes,two constant pressure and two isentropic processes,two constant volume and two isothermal processes,"one constant pressure, one constant volume and two isentropic processes",,A,
<p>The increase in entropy of a system represents</p>,increase in availability of energy,increase in temperature,decrease in pressure,degradation of energy,,D,
"<p>In a free expansion process,</p>",<i>W</i><sub>1 - 2</sub> = 0,<i>Q</i><sub>1 - 2</sub> = 0,<i>dU</i> = 0,all of these,,D,
<p>The reading of the pressure gauge fitted on a vessel is 25 bar. The atmospheric pressure is 1.03 bar and the value of '<i>g</i>' is 9.81 m/s<sup>2</sup>. The absolute pressure in the vessel is</p>,23.97 bar,25 bar,26.03 bar,34.81 bar,,C,
"<p>The general gas equation is (where <i>p</i> = Pressure, <i>v</i> = Volume, <i>m</i> = mass, <i>T</i> = Absolute temperature, and <i>R</i> = Gas constant)</p>",<i>pv</i> = <i>mRT</i>,<i>pv</i> = <i>RT<sup>m</sup></i>,<i>pv<sup>m</sup></i> = <i>C</i>,<i>pv</i> = (<i>RT</i>)<sup><i>m</i></sup>,,A,
<p>The work ratio of simple gas turbine cycle depends upon</p>,maximum cycle temperature,minimum cycle temperature,pressure ratio,all of these,,D,
<p>The gas constant (<i>R</i>) is equal to the</p>,sum of two specific heats,difference of two specific heats,product of two specific heats,ratio of two specific heats,,B,
<p>Select the wrong statement</p>,A Joule cycle consists of two constant volume and two isentropic processes.,An Otto cycle consists of two constant volume and two isentropic processes.,An Ericsson cycle consists of two constant pressure and two isothermal processes.,all of the above,,A,
<p>One kg of hydrogen requires 8 kg of oxygen and produces</p>,1 kg of water,7 kg of water,8 kg of water,9 kg of water,,D,
<p>The standard value of atmospheric pressure taken at sea level is</p>,1.013 bar,760 mm of Hg,1013 x 10<sup>2</sup> N/m<sup>2</sup>,all of these,,D,
<p>The efficiency of Otto cycle depends upon the specific heats of the working substance.</p>,Yes,No,,,,B,
"<p>The smallest quantity of a substance, which can exist by itself in a chemically recognizable form is known as</p>",element,compound,atom,molecule,,D,
<p>The absolute zero pressure can be attained at a temperature of</p>,0°C,273°C,273 K,none of these,,D,
<p>One kg of ethylene (C<sub>2</sub>H<sub>4</sub>) requires 2 kg of oxygen and produces 22/7 kg of carbon dioxide and __________ kg of water or steam.</p>,9/7,11/7,7/4,11/4,,A,
<p>One m<sup>3</sup> of methane (CH<sub>4</sub>) requires 2m<sup>3</sup> of oxygen and produces 1m<sup>3</sup> of carbon dioxide and 2m<sup>3</sup> of water or steam.</p>,Correct,Incorrect,,,,A,
<p>Coke oven gas is obtained by burning coke in an oven.</p>,Agree,Disagree,,,,B,
<p>A perpetual motion machine of the first kind is __________ according to first law of thermodynamics.</p>,possible,impossible,,,,B,
<p>One kg of carbon requires 8/3 kg of oxygen for its complete combustion and produces 11/3 kg of carbon dioxide gas.</p>,Agree,Disagree,,,,A,
"<p>A process, in which the gas is heated or expanded in such a way that product of its pressure and volume remains constant, is called isothermal process.</p>",Yes,No,,,,B,
<p>An open system is one in which</p>,"heat and work crosses the boundary of the system, but the mass of the working substance does not crosses the boundary of the system",mass of the working substance crosses the boundary of the system but the heat and work does not crosses the boundary of the system,both the heat and work as well as mass of the working substance crosses the boundary of the system,neither the heat and work nor the mass of the working substance crosses the boundary of the system,,C,
"<p>One reversible heat engine operates between 1600 K and <i>T</i><sub>2</sub> K and another reversible heat engine operates between <i>T</i><sub>2</sub> K and 400 K. If both the engines have the same heat input and output, then temperature <i>T</i><sub>2</sub> is equal to</p>",800K,1000K,1200K,1400K,,A,
"<p>When the gas is heated at constant volume, the heat supplied</p>",increases the internal energy of the gas and increases the temperature of the gas,does some external work during expansion,Both (A) and (B),None of these,,A,
<p>The efficiency of a gas turbine is given by</p>,"<img src=""/_files/images/mechanical-engineering/thermodynamics/253-233-1.png""/>","<img src=""/_files/images/mechanical-engineering/thermodynamics/253-233-2.png""/>","<img src=""/_files/images/mechanical-engineering/thermodynamics/253-233-3.png""/>","<img src=""/_files/images/mechanical-engineering/thermodynamics/253-233-4.png""/>",,B,
"<p>In closed cycle gas turbine, the air is compressed</p>",isothermally,isentropically,polytropically,none of these,,B,
