question,A,B,C,D,E,answer,explanation
"<p>The general gas energy equation is (where <i>Q</i><sub>1 - 2</sub> = Heat supplied, <i>dU</i> = Change in internal energy, and <i>W</i><sub>1 - 2</sub> = Work done in heat units)</p>",<i>Q</i><sub>1 - 2</sub> = <i>dU</i> + <i>W</i><sub>1 - 2</sub>,<i>Q</i><sub>1 - 2</sub> = <i>dU</i> - <i>W</i><sub>1 - 2</sub>,<i>Q</i><sub>1 - 2</sub> = <i>dU</i>/<i>W</i><sub>1 - 2</sub>,<i>Q</i><sub>1 - 2</sub> = <i>dU</i> x <i>W</i><sub>1 - 2</sub>,,A,
<p>The compression ratio for Diesel engines is</p>,3 to 6,5 to 8,15 to 20,20 to 30,,C,
"<p>In an isothermal process,</p>",there is no change in temperature,there is no change in enthalpy,there is no change in internal energy,all of these,,D,
<p>Which of the following is the correct statement of the second law of thermodynamics?</p>,"It is impossible to construct an engine working on a cyclic process, whose sole purpose is to convert heat energy into work.","It is impossible to transfer heat from a body at a lower temperature to a higher temperature, without the aid of an external source.","There is a definite amount of mechanical energy, which can be obtained from a given quantity of heat energy.",all of the above,,D,
<p>The heating and expanding of a gas is called thermodynamic system.</p>,Yes,No,,,,B,
<p>Otto cycle efficiency is higher than Diesel cycle efficiency for the same compression ratio and heat input because in Otto cycle</p>,combustion is at constant volume,expansion and compression are isentropic,maximum temperature is higher,heat rejection is lower,,D,
<p>Liquid fuels have higher calorific value than solid fuels.</p>,Yes,No,,,,A,
<p>The free expansion process is __________ non-flow process.</p>,reversible,irreversible,,,,B,
<p>A mixture of gas expands from 0.03 m<sup>3</sup> to 0.06 m<sup>3</sup> at a constant pressure of 1 MPa and absorbs 84 kJ of heat during the process. The change in internal energy of the mixture is</p>,30 kJ,54 kJ,84 kJ,114 kJ,,B,
<p>The gas constant (<i>R</i>) is equal to the __________ of two specific heats.</p>,sum,difference,product,ratio,,B,
<p>Hydrogen is the __________ substance.</p>,lightest,heaviest,,,,A,
<p>Otto cycle is also known as</p>,constant pressure cycle,constant volume cycle,constant temperature cycle,constant temperature and pressure cycle,,B,
"<p>For a perfect gas, according to Boyle's law (where <i>p</i> = Absolute pressure, <i>v</i> = Volume, and <i>T</i> = Absolute temperature)</p>","<i>p</i> <i>v</i> = constant, if <i>T</i> is kept constant","<i>v</i>/<i>T</i> = constant, if <i>p</i> is kept constant","<i>p</i>/<i>T</i> = constant, if <i>v</i> is kept constant","<i>T</i>/<i>p</i> = constant, if <i>v</i> is kept constant",,A,
<p>Producer gas is obtained by</p>,"partial combustion of coal, coke, anthracite coal or charcoal in a mixed air steam blast",carbonisation of bituminous coal,passing steam over incandescent coke,passing air and a large amount of steam over waste coal at about 650°C,,A,
<p>The efficiency of a dual combustion cycle __________ upon cut-off ratio.</p>,depends,does not depend,,,,A,
<p>The efficiency of Diesel cycle depends upon</p>,temperature limits,pressure ratio,compression ratio,cut-off ratio and compression ratio,,D,
<p>Those substances which have so far not been resolved by any means into other substances of simpler form are called</p>,elements,compounds,atoms,molecules,,A,
<p>The measurement of a thermodynamic property known as temperature is based on</p>,Zeroth law of thermodynamics,First law of thermodynamics,Second law of thermodynamics,none of these,,A,
<p>Kelvin-Planck's law deals with</p>,conservation of work,conservation of heat,conversion of heat into work,conversion of work into heat,,C,
