question,A,B,C,D,E,answer,explanation
<p>The efficiency of the Carnot cycle is (where <i>T</i><sub>1</sub> and <i>T</i><sub>2</sub> = Highest and lowest temperature during the cycle)</p>,"<img src=""/_files/images/mechanical-engineering/thermodynamics/248-180-1.png""/>","<img src=""/_files/images/mechanical-engineering/thermodynamics/248-180-2.png""/>","<img src=""/_files/images/mechanical-engineering/thermodynamics/248-180-3.png""/>","<img src=""/_files/images/mechanical-engineering/thermodynamics/248-180-4.png""/>",,C,
<p>The mass of excess air supplied is equal to</p>,"<img src=""/_files/images/mechanical-engineering/thermodynamics/260-320-1.png""/> x Mass of excess carbon","<img src=""/_files/images/mechanical-engineering/thermodynamics/260-320-1.png""/> x Mass of excess oxygen","<img src=""/_files/images/mechanical-engineering/thermodynamics/260-320-2.png""/> x Mass of excess carbon","<img src=""/_files/images/mechanical-engineering/thermodynamics/260-320-2.png""/> x Mass of excess oxygen",,D,
"<p>When a perfect gas is expanded through an aperture of minute dimensions, the process is known as</p>",isothermal process,adiabatic process,free expansion process,throttling process,,D,
<p>Steam coal is a</p>,pulverised coal,brown coal,coking bituminous coal,non-coking bituminous coal,,D,
"<p>In a reversible adiabatic process, the ratio of <i>T</i><sub>1</sub>/<i>T</i><sub>2</sub> is equal to</p>","<img src=""/_files/images/mechanical-engineering/thermodynamics/244-132-1.png""/>","<img src=""/_files/images/mechanical-engineering/thermodynamics/244-132-2.png""/>","<img src=""/_files/images/mechanical-engineering/thermodynamics/244-132-3.png""/>","<img src=""/_files/images/mechanical-engineering/thermodynamics/244-132-4.png""/>",,B,
<p>The kinetic energy per kg molecule of any gas at absolute temperature <i>T</i> is equal to (where <i>R<sub>u</sub></i> = Universal gas constant)</p>,<i>R<sub>u</sub></i> x <i>T</i>,1.5 <i>R<sub>u</sub></i> x <i>T</i>,2 <i>R<sub>u</sub></i> x <i>T</i>,3 <i>R<sub>u</sub></i> x <i>T</i>,,B,
<p>The atomic mass of nitrogen is __________ oxygen.</p>,equal to,less than,more than,,,B,
<p>One kg of sulphur requires 1 kg of oxygen for complete combustion and produces 2 kg of sulphur dioxide.</p>,True,False,,,,A,
"<p>The change of entropy, when heat is absorbed by the gas, is</p>",positive,negative,positive or negative,,,A,
<p>A machine which violates the first law of thermodynamics is known as perpetual motion machine of the second kind.</p>,Correct,Incorrect,,,,B,
<p>Both the Ericsson and Joule's cycle have two constant pressure processes.</p>,True,False,,,,A,
"<p>The general law for the expansion or compression of gases, is</p>",<i>pv</i> = <i>C</i>,<i>pv</i> = <i>m R T</i>,<i>pv<sup>n</sup></i> = <i>C</i>,<i>pv</i><sup>γ</sup> = <i>C</i>,,C,
<p>The heat energy stored in the gas and used for raising the temperature of the gas is known as</p>,external energy,internal energy,kinetic energy,molecular energy,,B,
<p>A cycle consisting of two constant pressure and two isentropic processes is known as</p>,Carnot cycle,Stirling cycle,Otto cycle,none of these,,D,
"<p>When the gas is heated at constant pressure, the heat supplied</p>",increases the internal energy of the gas,increases the temperature of the gas,does some external work during expansion,Both (B) and (C),,D,
<p>The __________ states that change of internal energy of a perfect gas is directly proportional to the change of temperature.</p>,Boyle's law,Charle's law,Gay-Lussac law,Joule's law,,D,
<p>A closed cycle gas turbine works on Joule's cycle.</p>,True,False,,,,A,
<p>The workdone in a free expansion process is zero.</p>,True,False,,,,A,
"<p>When a system changes its state from one equilibrium state to another equilibrium state, then the path of successive states through which the system has passed, is known as</p>",thermodynamic law,thermodynamic process,thermodynamic cycle,none of these,,B,
<p>The fuel mostly used in blast furnace for extracting pig iron from iron ores is</p>,hard coke,soft coke,pulverised coal,bituminous coal,,A,
<p>The ultimate analysis of coal consists of the determination of the percentage of</p>,carbon,hydrogen and nitrogen,sulphur and ash,all of these,,D,
"<p>The change of entropy, when heat is removed from the gas, is positive.</p>",Yes,No,,,,B,
<p>The ratio of root mean square velocity to average velocity of gas molecules at a particular temperature is</p>,0.086,1.086,3.086,4.086,,B,
<p>First law of thermodynamics deals with</p>,conservation of heat,conservation of momentum,conservation of mass,conservation of energy,,D,
<p>Which of the following statement is correct?</p>,The heat and work are boundary phenomena,The heat and work represent the energy crossing the boundary of the system,The heat and work are path functions,all of the above,,D,
"<p>In S. I. units, the value of the universal gas constant is</p>",8.314 J/kg mole-K,83.14 J/kgmole-K,831.4 J/kgmole-K,8314 J/kgmole-K,,D,
<p>The throttling process is __________ process.</p>,reversible,irreversible,reversible or irreversible,,,B,
