question,choices,answer
"Is the mathematical description of an object or substance’s tendency to be deformed elastically (i.e. non-permanently) when a force is applied to it.","[""modulus of elasticity"",""fluid power"",""Hydraulics"",""Gravitation""]",0
"A profession in which acknowledge of math and natural science is applied to develop ways to utilize the materials and forces of nature for the benefit of all human beings.","[""Mechanics"",""Engineering Mechanics"",""Engineering"",""None of these""]",2
"A condition in which all acting influences are canceled by others, resulting in a stable, balanced, or unchanging system.","[""Chemical Equilibrium"",""Equilibrium"",""invariant mass"",""Gravitation""]",1
"The capacity to do work or cause physical change; energy, strength, or active power: the force of an explosion.","[""Inertia"",""Quantity"",""Lever"",""Force""]",3
"Is a natural phenomenon by which all objects with mass attract each other? In everyday life, gravitation is most commonly thought of as the agency that gives objects weight.","[""gravitational attraction"",""universal gravitation"",""Gravitation"",""mass""]",2
"Is a physical constant involved in the calculation of the gravitational attraction between objects with mass? It appears in Newton’s law of universal gravitation and in Einstein’s theory of general relativity.","[""gravitational attraction"",""universal gravitation"",""Gravitation"",""gravitational constant""]",3
"Is the measurement of vertical distance, but has two meanings in common use. It can either indicate how “tall” something is, or how “high up” it is.","[""magnitude"",""Height"",""distance"",""none of these""]",1
"Is a topic of science and engineering dealing with the mechanical properties of liquids. Hydraulics is part of the more general discipline of fluid power.","[""Hydraulics"",""physical body"",""fluid power"",""momentum""]",0
"The tendency of a body to resist acceleration; the tendency of a body at rest to remain at rest or of a body in straight line motion to stay in motion in a straight line unless acted on by an outside force.","[""Inertia"",""energy"",""force"",""none of these""]",0
"Occurring or completed without perceptible delay","[""volume"",""Shear"",""Instantaneous"",""none of these""]",2
"Is the same for all frames of reference? A mass for a particle is <b><i>m</i></b> in the equation","[""mass"",""invariant mass"",""force"",""all of these""]",1
"That cannot be revoked or undone.","[""measurement"",""Irreversible"",""base unit"",""none of these""]",1
"A device connecting two or more adjacent parts of a structure; a roller joint allows adjacent parts to move controllably past one another; a rigid joint prevents adjacent parts from moving or rotating past one another.","[""energy"",""velocity"",""force-field"",""joint""]",3
"Is the base unit of mass in the International System of Units (known also by its French-language initials “SI”).","[""mass"",""measurement"",""weight"",""kilogram""]",3
"Is the long dimension of any object? The length of a thing is the distance between its ends, its linear extent as measured from end to end.","[""distance"",""rigid"",""free body"",""length""]",3
"A simple machine consisting of a rigid bar pivoted on a fixed point and used to transmit force, as in raising or moving a weight at one end by pushing down on the other.","[""Inertia"",""Quantity"",""Lever"",""Force""]",2
"Weight distribution throughout a structure; loads caused by wind, earthquakes, and gravity, for example, affect how weight is distributed throughout a structure.","[""Angular Velocity"",""Load"",""Instantaneous"",""Brittle""]",1
"A property by which it can be large or smaller than other objects of the same kind; in technical terms, an ordering of the class of objects.","[""magnitude"",""Height"",""distance"",""none of these""]",0
"Is a fundamental concept in physics, roughly corresponding to the intuitive idea of “how much matter there is in an object”. Mass is a central concept of classical mechanics and related subjects, and there are several definitions of mass within the framework of relativistic kinematics.","[""mass"",""measurement"",""weight"",""kilogram""]",0
"Is commonly defined as the substance of which physical objects are composed, not counting the contribution of various energy or force-fields, which are not usually considered to be matter per se.","[""mass"",""magnitude"",""matter"",""none of these""]",2
"Science of the action of forces on material bodies. It forms a central part of all physical science and engineering.","[""engineering mechanics"",""mechanics"",""mechanism"",""none of these""]",1
"Is the estimation of the magnitude of some attribute of an object, such as its length or weight, relative to a unit of measurement?","[""mass"",""measurement"",""weight"",""kilogram""]",1
"Is the product of the mass and velocity of an object? Motion – The act or process of changing position or place.","[""Hydraulics"",""physical body"",""fluid power"",""momentum""]",3
"The three laws proposed by Sir Isaac Newton to define the concept of a force and describe motion, used as the basis of classical mechanics.","[""law of inertia"",""Newton\u2019s Law of Motion"",""Newton\u2019s Law"",""none of these""]",1
"A long, round pole of wood, concrete, or steel driven into the soil by pile drivers","[""Chemical Equilibrium"",""Equilibrium"",""force"",""Pile""]",3
"Is a collection of masses, taken to be one. For example, a cricket ball can be considered an object but the ball also consists of many particles.","[""Hydraulics"",""physical body"",""fluid power"",""momentum""]",1
"Is a kind of property which exists as magnitude or multitude?","[""magnitude"",""fluid power"",""quantity"",""none of these""]",2
"Ability to resist deformation when subjected to a load; the measure of a structure’s ability not to change shape when subjected to a load.","[""distance"",""rigid"",""free body"",""length""]",1
"Is the effort to understand, or to understand better, how nature works, with observable physical evidence as the basis of that understanding.","[""physics"",""science"",""physical evidence"",""load""]",1
"A force that causes parts of a material to slide past one another in opposite directions.","[""force"",""stress"",""shear"",""momentum""]",1
"Is a stress state where the stress is parallel or tangential to a face of the material, as opposed to normal stress when the stress is perpendicular to the face.","[""shear stress"",""tensile stress"",""shear"",""none of these""]",0
"Sediment particles ranging from 0.004 to0.06 mm (0.00016 to 0.0024 inch) in diameter.","[""silt"",""stress"",""shear"",""momentum""]",0
"Is often used to describe the measurement of the steepness, incline, gradient, or grade of a straight line. A higher slope value indicates a steeper incline.","[""shear"",""stiff"",""slope"",""none of these""]",2
"Ability to resist collapse and deformation;","[""stable"",""shear"",""stiff"",""none of these""]",0
"Characteristic of a structure that is able to carry a realistic load without collapsing or deforming significantly.","[""steel"",""stability"",""stiff"",""stable""]",1
"An alloy of iron and carbon that is hard, strong, and malleable.","[""stable"",""shear"",""stiff"",""none of these""]",3
"Ability to resist deformation;","[""steel"",""stability"",""stiff"",""stable""]",2
"Defined as force per unit area, is a measure of the intensity of the total internal forces acting within a body across imaginary internal surfaces, as a reaction to external applied forces and body forces.","[""silt"",""stress"",""shear"",""momentum""]",1
"Is a two-dimensional manifold.","[""surface"",""vector"",""silt"",""volume""]",0
"A bridge in which the roadway deck is suspended from cables that pass over two towers; the cables are anchored in housings at either end of the bridge","[""surface"",""vector"",""suspension bridge"",""tensile strength""]",2
"The component of linear acceleration tangent to the path of a particle moving in a circular path.","[""tension"",""tangential acceleration"",""tensile"",""tension ring""]",1
"Is the stress state leading to expansion; that is, the tensile stress may be increased until the reach of tensile strength, namely the limit state of stress.","[""tension"",""tension ring"",""tensile"",""tensile stress""]",3
"A stretching force that pulls on a material.","[""tension"",""tension ring"",""tensile"",""tensile stress""]",0
"A support ring that resists the outward force pushing against the lower sides of a dome.","[""tension"",""tension ring"",""tensile"",""tensile stress""]",1
"Is a vector that measures the tendency of a force to rotate an object about some axis. The magnitude of a torque is defined as force times its lever arm. Just as a force is a push or a pull, a torque can be thought of as a twist.","[""tension"",""tension ring"",""torque"",""tensile stress""]",2
"A rigid frame composed of short, straight pieces joined to form a series of triangles or other stable shapes.","[""truss"",""tension"",""torque"",""tensile stress""]",0
"Not in balance or in proper balance.","[""unbalanced"",""torque"",""truss"",""stress""]",0
"A directed line segment. As such, vectors have magnitude and direction. Many physical quantities, for example, velocity, acceleration, and force, are vectors. Vectors are widely used in mathematical physics.","[""surface"",""vector"",""suspension bridge"",""tensile strength""]",1
"Of a solid object is the three-dimensional concept of how much space it occupies, often quantified numerically. One dimensional figures and two-dimensional shapes are assigned zero volume in the three-dimensional space.","[""volume"",""Shear"",""Instantaneous"",""none of these""]",0
"Is a measurement of the gravitational force acting on an object?","[""mass"",""measurement"",""weight"",""kilogram""]",2
"The maximum displacement of a particle in vibration relative to the position of the equilibrium.","[""Wave front"",""Frequency"",""Amplitude"",""Period""]",2
"A type of wave in which the particles vibrate in direction at right angles to the direction of the wave travel.","[""Wave front"",""Transverse waves"",""Longitudinal waves"",""wave length""]",1
"A type of wave in which individual particles vibrate in a direction parallel to the direction of the wave travel.","[""Longitudinal waves"",""Stationary wave"",""wave front"",""Transverse waves""]",0
"A surface that passes through all points in the wave those are in the same phase.","[""Longitudinal waves"",""Transverse waves"",""Wave front"",""Stationary wave""]",2
"Interference in which two waves arrive at a point in phase with each other and the resulting amplitude is the sum of the amplitudes is the sum of the amplitudes of the two original waves.","[""Constructive interference"",""Destructive interference"",""Opposing interference"",""None of these""]",0
"The waves arrive a half wave out of phase and the resultant amplitude is the difference between the two amplitude.","[""Constructive interference"",""Destructive interference"",""Opposing interference"",""None of these""]",1
"A principle stating that each point on a wave front may be considered as a new source of disturbance sending wavelets in forward direction. At any instant the new wave front is the surface tangent to all wave length.","[""Huygen\u2019s principle"",""Hygen\u2019s principle"",""Hugen\u2019s principle"",""Hegyn\u2019s principle""]",0
"The change of direction of a wave due to speed changes.","[""Dispersion"",""Refraction"",""wave front"",""wave misalignment""]",1
"Wave produced when two waves of equal amplitude and frequency travel in opposite directions in a medium.","[""Stationary Wave"",""Antinodes"",""wave front"",""wave misalignment""]",0
"Points in a stationary wave at which the amplitude is zero.","[""antinodes"",""nodes"",""pronodes"",""none of these""]",1
"Points of maximum amplitude.","[""antinodes"",""nodes"",""pronodes"",""none of these""]",0
"A disturbance caused by a vibrating body and sense by the ear.","[""force vibration"",""resonance"",""sound"",""intensity""]",2
"Set up by an elastic body by another vibrating body.","[""resonance"",""forced vibration"",""amplitude"",""super sonic wave""]",1
"Forced vibration where the natural frequency of the coupled body is the same as that of the vibrator.","[""resonance"",""amplitude"",""forced vibration"",""super sonic wave""]",0
"Effect due to the combined action of two set of waves passing through a single region at the same time.","[""interference"",""Doppler effect"",""refraction"",""ultrasonic""]",0
"The apparent frequency of a sound source is changed if there is relative motion between the source and the observer.","[""Doppler effect"",""supersonic"",""interference"",""ultrasonic""]",0
"A highly concentrated pressure wave caused by an object flying faster than speed of sound.","[""sonic-boom shock wave"",""ultrasonic"",""supersonic"",""resonance""]",0
"A speed greater than the speed of sound.","[""supersonic"",""ultrasonic"",""infrasonic"",""micro sonic""]",0
"Sound produced by an object that vibrates with a frequency above the range of human hearing.","[""supersonic"",""ultrasonic"",""infrasonic"",""micro sonic""]",1
"The study of sound production and transmission in relation to the human sense of hearing.","[""music"",""acoustic"",""noise"",""pitch""]",1
"A sound produce by a regular vibration.","[""musical tone"",""acoustic"",""noise"",""pitch""]",0
"Any undesirable sound.","[""musical tone"",""acoustic"",""noise"",""pitch""]",2
"The highness or lowness of a sound as characterized by the frequency of vibration.","[""musical tone"",""acoustic"",""noise"",""pitch""]",3
"Refers to the complexity of the sound.","[""musical tone"",""acoustic"",""noise"",""pitch""]",3
"The magnitude of hearing sensation produced by the sound.","[""intensity"",""intensity level"",""loudness"",""bell""]",2
"The rate at which sound energy flows through a unit area.","[""intensity"",""intensity level"",""loudness"",""bell""]",0
"The logarithm of the ratio of the intensity of a sound to an arbitrary chosen intensity.","[""intensity"",""intensity level"",""loudness"",""bell""]",1
"The unit of intensity.","[""intensity"",""intensity level"",""loudness"",""bel""]",3
"The succession of tones related to each other.","[""musical tone"",""intensity level"",""musical pitch"",""musical scale""]",3
"The persistence of sound in a enclose space.","[""echo"",""reverberation"",""reflection"",""complexity""]",1
"A type of wave in which individual particles vibrate in a direction parallel to the direction of the wave travel.","[""Longitudinal waves"",""Stationary wave"",""Wave front"",""Transverse waves""]",0
"A surface that passes through all points in the wave those are in the same phase.","[""Longitudinal waves"",""Transverse waves"",""Wave front"",""Stationary wave""]",2
"Interference in which two waves arrive at a point in phase with each other and the resulting amplitude is the sum of the amplitudes is the sum of the amplitudes of the two original waves.","[""Constructive interference"",""Destructive interference"",""Opposing interference"",""None of these""]",0
"The waves arrive a half wave out of phase and the resultant amplitude is the difference between the two amplitude.","[""Destructive interference"",""Constructive interference"",""Opposing interference"",""None of these""]",0
"A principle stating that each point on a wave front may be considered as a new source of disturbance sending wavelets in forward direction. At any instant the new wave front is the surface tangent to all wave length.","[""Huygen\u2019s principle"",""Hygen\u2019s principle"",""Hugen\u2019s principle"",""Hegyn\u2019s principle""]",0
"The change of direction of a wave due to speed changes.","[""Dispersion"",""Refraction"",""Wave front"",""Wave misalignment""]",1
"Wave produced when two waves of equal amplitude and frequency travel in opposite directions in a medium.","[""Stationary Wave"",""Antinodes"",""wave front"",""wave misalignment""]",0
"Points in a stationary wave at which the amplitude is zero.","[""antinodes"",""nodes"",""pronodes"",""none of these""]",1
"Points of maximum amplitude.","[""antinodes"",""nodes"",""pronodes"",""none of these""]",0
"A disturbance caused by a vibrating body and sense by the ear.","[""force vibration"",""resonance"",""sound"",""intensity""]",2
"Set up by an elastic body by another vibrating body.","[""resonance"",""amplitude"",""forced vibration"",""super sonic wave""]",2
"Forced vibration where the natural frequency of the coupled body is the same as that of the vibrator.","[""resonance"",""amplitude"",""forced vibration"",""super sonic wave""]",0
"Effect due to the combined action of two set of waves passing through a single region at the same time.","[""interference"",""Doppler effect"",""refraction"",""ultrasonic""]",0
"The apparent frequency of a sound source is changed if there is relative motion between the source and the observer.","[""Doppler effect"",""supersonic"",""interference"",""ultrasonic""]",0
"A highly concentrated pressure wave caused by an object flying faster than speed of sound.","[""sonic-boom shock wave"",""ultrasonic"",""supersonic"",""resonance""]",0
"A speed greater than the speed of sound.","[""supersonic"",""ultrasonic"",""infrasonic"",""micro sonic""]",0
"Sound produced by an object that vibrates with a frequency above the range of human hearing.","[""supersonic"",""ultrasonic"",""infrasonic"",""micro sonic""]",1
"The study of sound production and transmission in relation to the human sense of hearing.","[""music"",""acoustic"",""noise"",""pitch""]",1
"A sound produce by a regular vibration.","[""musical tone"",""acoustic"",""noise"",""pitch""]",0
"Any undesirable sound.","[""musical tone"",""acoustic"",""noise"",""pitch""]",2
"The highness or lowness of a sound as characterized by the frequency of vibration.","[""musical tone"",""acoustic"",""noise"",""pitch""]",3
"Refers to the complexity of the sound.","[""musical tone"",""acoustic"",""noise"",""pitch""]",3
"The magnitude of hearing sensation produced by the sound.","[""intensity"",""intensity level"",""loudness"",""bell""]",2
"The rate at which sound energy flows through a unit area.","[""intensity"",""intensity level"",""loudness"",""bell""]",0
"The logarithm of the ratio of the intensity of a sound to an arbitrary chosen intensity.","[""intensity"",""intensity level"",""loudness"",""bell""]",1
"The unit of intensity.","[""intensity"",""intensity level"",""loudness"",""bel""]",3
"The succession of tones related to each other.","[""musical tone"",""intensity level"",""musical pitch"",""musical scale""]",3
"The persistence of sound in a enclose space.","[""echo"",""reverberation"",""reflection"",""complexity""]",1
"Rebounding of light from certain substances.","[""reflection"",""interference"",""refraction"",""diffraction""]",0
"The property of light by which it travels in a straight line.","[""intensity"",""rectilinear propagation"",""polarization"",""diffraction""]",1
"The process by which the vibrations of light are confined to a definite plane.","[""intensity"",""rectilinear propagation"",""polarization"",""diffraction""]",2
"A theory which states that light is a special form of wave disturbances.","[""wave theory or adulatory theory of light"",""quantum theory"",""wave disturbances theory"",""none of these""]",0
"States that energy exchanges between matters occur in discrete amounts of energy which are proportional to the frequency.","[""wave theory or adulatory theory of light"",""quantum theory"",""wave disturbances theory"",""none of these""]",1
"Refers to the quantity of visible radiation passing per unit time.","[""luminous flux"",""quantum theory"",""lumen"",""candle""]",0
"Unit of luminous intensity","[""luminous flux"",""luminous intensity"",""lumen"",""candle""]",3
"Unit of luminous flux.","[""luminous flux"",""luminous intensity"",""lumen"",""candle""]",2
"Evaluated in terms of the power that causes the brightness sensation from a standard candle.","[""illuminance"",""luminous intensity"",""lumen"",""candle""]",1
"Luminous flux per unit area that reaches the surface.","[""illuminance"",""luminous intensity"",""lumen"",""candle""]",0
"A faint blue white glow produced in water and other transparent substances when charges particles pass through the substances at speeds greater than the speed of light through these substances.","[""illuminance"",""cherenkov radiation"",""blue tooth"",""radiation""]",1
"Instrument use for comparing luminous intensities of light sourced.","[""odometer"",""luminous tester"",""luminance"",""photometer""]",3
"Source intensity per unit projected area of emitting surface.","[""odometer"",""luminous tester"",""luminance"",""photometer""]",2
"Law of reflection.","[""the angle of reflection is equal to the angle of incidence."",""the reflected ray, the incident ray, and the normal to the surface are in the same plane principal focus of a spherical mirror."",""both a and b"",""none of these""]",2
"Rays farther from the principal axis of the spherical mirror are reflected to cross the axis nearer to the mirror than those close to the axis.","[""spherical"",""aberration"",""vertical length"",""spherical aberration""]",3
"The ratio of the speed of light v1 in the first medium to the speed v2 in the second medium.","[""absolute index of refraction"",""index of refraction"",""total internal refraction"",""mirage""]",1
"The ratio of the speed of light in empty space to the speed in the medium.","[""absolute index of refraction"",""index of refraction"",""total internal refraction"",""mirage""]",0
"Phenomenon due to atmospheric refraction.","[""absolute index of refraction"",""index of refraction"",""total internal refraction"",""mirage""]",3
"Occur when light passes from a medium of less speed to one of greater speed.","[""absolute index of refraction"",""index of refraction"",""total internal refraction"",""mirage""]",2
"The point at which rays parallel to the principal axis converge after passing through a converging lens.","[""principal focus"",""focal length"",""real image"",""virtual image""]",0
"Distance of principal focus from the lens.","[""principal focus"",""focal length"",""real image"",""virtual image""]",1
"When object is between lens and principal focus.","[""converging lens"",""focal length"",""real image"",""virtual image""]",3
"A type of lens which causes a set of parallel rays to converge after passing through the lens","[""converging lens"",""diverging lens"",""real image"",""virtual image""]",0
"A lens that causes parallel rays to diverge after refraction.","[""converging lens"",""diverging lens"",""real image"",""virtual image""]",1
"It only produces a virtual image of any object regardless of position.","[""converging lens"",""first surface"",""diverging lens"",""diverging image""]",2
"The defect of a lens by which rays entering near the edge of the lens are brought to a focus nearer the lens than the rays that enter near the center.","[""coma"",""distortion"",""astigmatism"",""spherical aberration""]",3
"A form of lateral spherical aberration whereby rays from object points not on the principal axis are focused in a comet-shaped image.","[""coma"",""distortion"",""astigmatism"",""spherical aberration""]",0
"Caused by variations in the magnification of the outermost portion of the image, resulting in a barrel-shaped or pin-cushion-shaped images of a square- mesh object.","[""coma"",""distortion"",""astigmatism"",""spherical aberration""]",1
"The defect whereby horizontal and vertical lines are brought to a focus at different distances.","[""coma"",""distortion"",""astigmatism"",""spherical aberration""]",2
"The adjustment of the eye for seeing at different distances.","[""hyperopia"",""accommodation"",""myopia"",""magnifier""]",1
"The inability of the eye to clearly see distant objects.","[""hyperopia"",""accommodation"",""myopia"",""magnifier""]",2
"The difficulty of the eye to focus on very close object.","[""hyperopia"",""accommodation"",""myopia"",""magnifier""]",0
"A converging lens use to produce an enlargement effect.","[""hyperopia"",""accommodation"",""myopia"",""magnifier""]",3
"Ratio of the angle subtended at the eye by the image to the angle subtended by the object.","[""angular vision"",""angular modulation"",""angular displacement"",""angular magnification""]",3
"The variation of the index of refraction with the wavelength of light.","[""angular dispersion"",""optical dispersion"",""circular dispersion"",""none of these""]",1
"Produces deviation without dispersion.","[""prism spectroscope"",""fluorescence"",""achromatic prism or lens"",""chromatic aberration""]",2
"Light rays of different wave lengths originating from a common point are brought to different foci by a lens.","[""prism spectroscope"",""fluorescence"",""achromatic prism or lens"",""chromatic aberration""]",3
"A combination of a prism an achromatic lenses. Used to separate the various wavelengths in a beam of light into its spectrum.","[""prism spectroscope"",""fluorescence"",""achromatic prism or lens"",""chromatic aberration""]",0
"A process in which substance absorbs radiant energy and remits it in wavelengths, different from those absorb.","[""phosphorescence"",""fluorescence"",""achromatic prism or lens"",""chromatic aberration""]",1
"Occurs when the process of fluorescence continues after the exciting radiation is removed.","[""phosphorescence"",""fluorescence"",""achromatic prism or lens"",""chromatic aberration""]",0
"The science that seeks to relate the human sense of color perception to the physical light stimulus in such a way as to produce practical graphical and numerical specification of color.","[""colorimetry"",""color characterization"",""chief spectral hues"",""complementary beams""]",0
"Hue, saturation, brightness, or lightness of a color.","[""primaries"",""characteristic of color"",""chief spectral hues"",""complementary beams""]",1
"What hue does the color violet, blue, green, yellow, orange, and red belong?","[""primaries"",""color characterization"",""chief spectral hues"",""complementary beams""]",2
"Monochromatic or polychromatic pairs which when in proper proportions produce the sensation of white.","[""primaries"",""color characterization"",""chief spectral hues"",""complementary beams""]",3
"Any three beams having wavelengths near the two extremes and the middle of spectrum. These beams when added in correct proportions produce the sensation of white.","[""primaries"",""color characterization"",""chief spectral hues"",""chromaticity coordinates""]",0
"Specification of color quantitatively in terms of relative amounts of three artificial primaries necessary to produce a visual equivalent of that color.","[""primaries"",""color characterization"",""chief spectral hues"",""chromaticity coordinates""]",3
"Interference fringes formed in air films between optical surfaces. The spacing of the rings provide a sensitive means of measuring","[""constructive interference"",""Michelson interferometer"",""destructive interference"",""Newton\u2019s ring""]",3
