question,choices,answer
"A cast iron flywheel is rotated at a speed of 1200 rpm and having a mean rim radius of 1 foot. If the weight of the rim is 30 lbs. what is the centrifugal force? Use factor C = 41.","[""14,800 lbs."",""7 ft."",""14,860 lbs."",""14,760 lbs.""]",3
"A steel cylindrical air receiver with 5 ft. diameter and pressure load of 180 psi, design stress of 9500 psi maximum. The pressure vessel is to be provided with 1 ½ in. diameter drain valve installed at the bottom of the vessel and safety pressure relief valve installed either at the top most or at the side with pop – out rating of 200 psi. Assume a 100% weld joint efficiency. The lap welding tensile strength is 65,000 psi. Determine the bursting pressure of this air receiver.","[""1154 psi"",""1354 psi"",""1454 psi"",""1254 psi""]",1
"The tooth thickness of a gear is 0.5 inch and its circular pitch is 1.0 inch. Calculate the dedendum of the gear.","[""0.3183"",""1.250"",""0.3979"",""0.1114""]",2
"A hollow shaft has an inner diameter of 0.035 m and an outer diameter of 0.06 m. Compute for the torque if the shear stress is not to exceed 120 MPa in Nm.","[""4500"",""4100"",""4300"",""4150""]",0
"The path of contact in involute gears where the force/power is actually transmitted. It is a straight imaginary line passing through the pitch point and tangent to the base circle.","[""principal reference plane"",""pitch point"",""front angle"",""line of action""]",3
"It is a problem of expansion and shrinkage of steel material so that the slightly bigger shafting of 2 “ diameter can be inserted/fitted to the slightly smaller hole of a steel bushing of 1.999 “<br/>
diameter with the following process/material/data to apply: Coefficient of expansion of carbon steel = 0.0000068 in/in F Temperature raised by gas heating = 24.5 F Cooling media to use dry ice with boiling point of -109.3°F (-78.5°C) Shrinkage rate below boiling point is 0.00073 in/in Determine the final clearance between the expanded steel bushing hole against the shrinkage of the steel shaft.","[""0.000793 in."",""0.000693 in."",""0.000750 in."",""0.000800 in.""]",0
"What modulus of elasticity in tension is required to obtain a unit deformation of 0.00105 m/m from a load producing a unit tensile stress of 44,000 psi?","[""42.300 x 10<sup>6<\/sup> psi"",""41.202 x 10<sup>6<\/sup> psi"",""43.101 x 10<sup>6<\/sup> psi"",""41.905 x 10<sup>6<\/sup> psi""]",3
"Compute the pitch angle of a bevel gear given the pinion’s number of teeth of 14 and 42 teeth on the gear.","[""18.4\u00b0"",""28.4\u00b0"",""33.4\u00b0"",""38.4\u00b0""]",0
"Compute for the tooth thickness of 141/2 spur gear with diameter pitch = 5.","[""0.3979"",""3.1831"",""0.03141"",""0.31416""]",3
"What is the difference between a shaper and a planer?","[""the tool of the shaper moves while on the planer is stationary"",""the shaper can perform slotting operation while the planer cannot"",""the shaper handles large pieces while the planer handle only small pieces"",""the tool of the shaper moves in reciprocating motion while the tool in the planer moves in rotary motion""]",0
"If the ultimate shear strength of a steel plate is 42,000 lb/in<sup>2</sup>, what force is necessary to punch a 0.75 inch diameter hole in a 0.625 inch thick plate?","[""63.008 lbs."",""68,080 lbs."",""61,800 lbs."",""66,800 lbs.""]",2
"A steel tie rod on bridge must be made to withstand a pull of 5000 lbs. Find the diameter of the rod assuming a factor of safety of 5 and ultimate stress of 64,000 lb/in<sup>2</sup>","[""0.75 in."",""0.71 in"",""0.84 in."",""0.79 in.""]",1
"If the weight of 6” diameter by 48” long SAE 1030 shafting is 174.5 kg. then what will be the weight of chromium SAE 51416 of same size?","[""305.5 lbs."",""426.4 lbs."",""384.6 lbs."",""465.1 lbs.""]",2
"Compute the circular pitch (in inch) of a pair of gears having a ratio of 4 and a center distance of 10.23. Each gear has 72 teeth and pinion has 18 teeth.","[""0.8095"",""0.7825"",""0.8035"",""0.8085""]",1
"A journal bearing with diameter of 76.2 mm is subjected to a load of 4900 N while rotating at 200 rpm. If its coefficient of friction is 0.02 and L/D = 2.5, find its projected area in mm<sup>2</sup>.","[""12,090"",""14,165"",""13,050"",""14,516""]",3
"A flywheel rotates at 120 rpm or 12.57 rad/sec slowed down to 102 rpm or 10.68 rad/sec during the punching operation that requires ¾ second of the punching portion of the cycle. Compute<br/>
the angular acceleration of the flywheel in rad/sec<sup>2</sup>.","[""-2.52 rad\/sec<sup>2<\/sup>"",""3.15 rad\/sec<sup>2 <\/sup>"",""-2.75 rad\/sec<sup>2<\/sup>"",""2.22 rad\/sec<sup>2<\/sup>""]",0
"A drop hammer of 1 ton dead weight capacity is propelled downward by a 12 in diameter cylinder. At 100 psi air pressure what is the impact velocity if the stroke is 28 inches?","[""63.2 fps"",""15.8 fps"",""31.6 fps"",""47.4 fps""]",2
"Compute the nominal shear stress at the surface in MPa for a 40 mm diameter shaft that transmits 750 kW at 1500 rpm. Axial and bending loads assumed negligible. Torsional shearing stress is 28 N/mm<sup>2</sup>.","[""218"",""312"",""232"",""380""]",3
"A truck skids to stop 60 m after the application of the brakes while travelling at 90 km/hr. What is the acceleration in m/sec<sup>2</sup>?","[""-5.21 m\/s<sup>2<\/sup>"",""6.36"",""-7.06"",""5.76""]",0
"A spur pinion rotates at 1800 rpm and transmits to a mating gear 30 HP. The pitch diameter is 4” and the pressure angles pressure angle is 14 1/2. Determine the tangential load in lbs.","[""495"",""525"",""535"",""475""]",1
"A high alloy spring having squared and ground ends and has a total of 16 coils and modulus of elasticity in shear of 85 GPa. Compute the Wahl factor. The spring outside diameter is 9.66 cm<br/>
and wire diameter is 0.65 cm.","[""1.058"",""1.10"",""1.185"",""1.2""]",1
"Two idlers of 28 T and 26 T are introduced between the 24 T pinion with a turning speed of 400 rpm driving a final 96 T gear. What would be the final speed of the driven gear and its direction<br/>
relative to the driving gear rotation?","[""120 rpm and opposite direction"",""100 rpm and opposite direction"",""80 rpm and same direction"",""100 rpm and same direction""]",1
"Compute the line shaft diameter to transmit 12 HP at 180 rpm with torsional deflection of 0.08 degrees per ft. length.","[""3 in."",""5 cm"",""2.35 in"",""62 mm""]",2
"The allowable stresses that are generally used in practice are 4 ksi for main power transmitting shaft, 6 ksi for line shaft carrying pulleys and 8.5 ksi for small short shaft/countershaft, etc. With<br/>
these allowable stresses what will be the simplified formula to determine transmitted HP, diameter of the shaft or even the rpm(N)?","[""HP=D<sup>3<\/sup>N\/80"",""HP=D<sup>3<\/sup>N\/531\/2"",""HP=D<sup>3<\/sup>N\/38"",""all of these""]",3
"A helical gear a 14 ½° normal pressure angle and transverse diameter pitch of 2.3622 per cm. the helix angle is at 45° and has 8 teeth. Compute the transverse pressure angle in degrees.","[""22.2\u00b0"",""18.9\u00b0"",""19.3\u00b0"",""20.1\u00b0""]",3
"Compute the maximum unit shear in a 3 inch diameter steel shafting that transmits 2400 in lb. of torque at 99 rpm.","[""4530 psi"",""4250 psi"",""3860 psi"",""4930 psi""]",0
"To facilitate the milling (roughing) work of a cast steel material using material using a 11/2 inch diameter cutter choose between the two available stock. Find the speed of the cutter in rpm.<br/>
-high speed steel cutter with a cutting speed of 50 fpm<br/>
-carbide tipped cutter with a cutting speed of 200 fpm","[""389"",""572"",""509"",""412""]",2
"The U.S standard gage for iron and steel was established in 1893 which is primarily a weight gage. The basis is the weight of wrought iron which is at _______ lbs. per cubic foot.","[""480"",""493"",""490"",""488""]",0
"Calculate the cutting speed in fpm when spindle speed of a lathe is turning 8 inch diameter bronze casting using a spindle speed of<br/>
120 rpm.","[""220 fpm"",""3016 fpm"",""2510 fpm"",""251 fpm""]",3
"The lathe compound is used for:","[""angle cutting"",""grooving"",""facing"",""shaping""]",2
"If the ultimate shear stress of a 1/8 inch thick drawn steel plates is 35 ksi what force is required to punch a 1 1/2 inch diameter hole?","[""10.011 lbs"",""22.322 lbs"",""11 Mtons"",""20620 lbs""]",3
"Brazing is more superior than soldering in joining metals because:","[""higher melting temperature joining"",""molten metal flaws between joints because of capillary forces"",""it has slight diffusion of metal involved"",""all of these""]",3
"To finally complete milling (finishing) work of steel material the operator has the option to choose the better available cutter in stock and these are:<br/>
-both 1 1/2 inch diameter<br/>
-high speed steel with recommended cutting speed of 90 fpm<br/>
-carbide tipped with cutting speed of 300 fpm<br/>
Compute the rpm of the cutter","[""801"",""620"",""764"",""264""]",2
"A ball is thrown vertically upward with a speed of 24.38 m/s. Then 2 seconds later a second ball is projected vertically upward too with a speed of 18.28 m/s. At what point above will they meet?","[""17.62m"",""15.62 m"",""16.62 m"",""21.62 m""]",2
"Babbit bearing material maybe melted in a pouring ladle over an open fire. The temperature is about right when a wooden pine stick used for stirring chars but does not ignite and at that stage the molten metal temperature is in the vicinity of ________ °F.","[""1010"",""870"",""760"",""590""]",1
"The purpose of______is to prevent gears from jamming together and making contact on both sides of their teeth simultaneously","[""tooth fillet"",""stress relieving"",""backlash"",""all of these""]",2
"Any internal/residual stress in a steel work can be remedied by:","[""tempering"",""stress relieving"",""annealing"",""all of these""]",3
"The usual shrinkage allowance specified for patterns to compensate for the expected shrinking of cast steel parts<br/>
construction of steel casting in cooling:","[""1\/8 inch\/ft"",""3\/16 inch\/ft"",""3\/32 to 1\/8 inch\/ft"",""5\/32 to 7\/32 inch\/ft""]",1
"Choose the economical type of material for gears that give/sustain good operating quality/life for intended operation","[""plane carbon steel"",""high alloy steel"",""heat treated carbon steel"",""all of these""]",2
"A material plane was subjected to a load. When the load was removed the strain disappeared. From the structural change which of the following can be considered about this material?","[""it does not follow Hooke\u2019s Law"",""it has high modules of elasticity"",""it is elastic"",""it is plastic""]",2
"Compute the power transmitted in HP by the shaft rotating 1200 rpm and subjected to torsional moment of 1200 MN.","[""202"",""252"",""150"",""171""]",0
"Instantaneous center is also called___________.","[""rotopole"",""virtual center"",""centro"",""all of these""]",1
"What is the stress to strain ratio within the elastic limit?","[""elastic limit"",""modulus of elasticity"",""elasticity"",""compressive ratio""]",1
"A spur pinion supported on each side by ball bearings rotates 1750 rpm and transmit to a mating gear at 25 Hp. The pressure angle is 20 degrees and the pitch diameter is 5. Determine the tangential load in lbs.","[""420"",""300"",""360"",""400""]",2
"In a spring design, spring index of 7 through 9 is best 4 through 7 and 9 through 16 are often used but spring index of________should be avoided due to difficulties in making etc.","[""4"",""less than 5"",""5 or less"",""all of these""]",1
"Allowance added in the casting pattern to compensate for the contraction of metal","[""tapering allowance"",""shrinkage allowance"",""finish allowance"",""draft pattern""]",1
"Ratio of the angle of action to the pitch angle","[""contact ratio"",""approach ratio"",""ratio of gearing"",""module""]",0
"General purpose grade of steel used for broiler plate, structural etc. usually with carbon content of______.","[""0.20 to 0.30%C"",""0.35 to 0.50%C"",""0 .15 to 0.25%C"",""all of these""]",0
"The angle made by the helix of the thread(in a straight thread) at the pitch diameter with a plane perpendicular to the axis called__________.","[""angle of thread"",""truncation"",""lead angle"",""lead""]",2
"The principle materials used in the production of metal working tools:","[""high carbon steel"",""tungsten, silicon, had-field Mn"",""titanium, phosphorous"",""vanadium, chromium, molybdenum""]",0
"In the interest of design simplification and good kinematic compromise bevel gears adopted a standard pressure angle of ___________ degrees.","[""20\u00b0 involute stub"",""20\u00b0"",""141\/2 involute full depth"",""171\/2""]",1
"The property of material that relates the lateral strain to longitudinal strain.","[""stress"",""strain"",""Poisson\u2019s circle"",""endurance limit""]",2
"Also called eccentrically loaded bearing is ________.","[""full bearings"",""offset bearing"",""partial bearing"",""fitted bearings""]",1
"In the selection of wire rope, regular lay means wires and strands are arranged in the following manner:","[""twisted in the same direction"",""twisted in any direction"",""twisted in opposite direction"",""twisted in along direction""]",2
"In involute teeth, the pressure angle is often defined as the angle between the line of action and the line of tangent to the pitch circle. It is also termed as","[""helix angle"",""angle of recess"",""Angle of obliquity"",""Arc of action""]",2
"A lineshaft runs at 360 rpm. An 18” pulley on the same shaft is belt connected to a 12” pulley on the counter-shaft. From a 15” pulley on the counter-shaft motion is transmitted to the machine. Compute/check the required of the pulley on the machine to give a spindle speed of 660 rpm.","[""16\u201d"",""12 1\/4\u201d"",""101\/2\u201d"",""81\/2\u201d""]",1
"Height of tooth above pitch circle or the radial distance between pitch circle and top land of the tooth.","[""top root"",""addendum"",""land"",""hunting tooth""]",1
"The function of clutch in the machine tool is?","[""lowering of drive speed"",""to disconnect or connect at will the drive"",""alignment of drive shaft"",""to insure that two shaft line up at high speed""]",1
"It is generally recommended and normal for a designer to add a hunting tooth to evenly distribute the wear on meshing teeth like a 53 teeth gears mesh with 30 teeth pinion. Find the rotation of pinion to mesh with same pair of teeth again","[""120"",""81"",""61"",""53""]",3
"The shaft whose torque varies from 2000 to 6000 in lbs. has 1 1/2 in in diameter and 60000 psi yield strength. Compute for the shaft mean average stress.","[""6036 psi"",""6810 psi"",""5162 psi"",""5550 psi""]",0
"The angle made by the helix of the thread (in a straight thread) at the pitch diameter with a plane perpendicular to the axis is called __________.","[""lead angle"",""truncation"",""lead"",""angle of thread""]",0
"The rule of thumb in journal bearing design; the clearance ratio/clearance should be.","[""0.0090"",""0.0042"",""0.0010"",""0.00120""]",2
"The moment of inertia of a rectangle whose base is “b” height “h” about its base is","[""bh<sup>3<\/sup>\/4"",""bh<sup>3<\/sup>\/12"",""bh<sup>3<\/sup>\/24"",""bh<sup>3<\/sup>\/3""]",3
"Cold rolled shafting is not available in diameter larger than__________","[""6 inches"",""5 inches"",""6 \u00bd inches"",""5 \u00bd inches""]",1
"What power would a spindle 55 mm in diameter transmit at 480 rpm. Stress allowed for short shaft is 59 newtons/mm<sup>2</sup>","[""45.12 kw"",""50.61 kw"",""45 Hp"",""39.21 kw""]",0
"The cast iron flywheels are commonly designed with a factor of safety of______","[""14 to 15"",""10 to 13"",""8 to 9"",""6 to 12""]",1
"A pair of equal and opposite (not collinear) forces that tend cause a rotation of a body","[""couple"",""centroids"",""equilibrium"",""vector""]",0
"The ratio of the pitch diameter in inches to the number of teeth","[""pitch circle"",""English module"",""module"",""pitch diameter""]",1
"When the motion is diminished/decreasing instead of increasing is called.","[""deceleration"",""uniform negative impulse"",""retarded motion"",""all of these""]",2
"_______is a unit or energy?","[""ft.-lb."",""hp"",""BTU\/hr."",""watt""]",0
"When high strength and durability are a requirements for choosing gear materials it is preferable to use_________ material.","[""hardened bronze"",""steel"",""phenolic laminated"",""white iron""]",1
"_________forces when action are parallel","[""couple"",""non collinear"",""resultant"",""non concurrent""]",3
"The product of the mass and the velocity of the center of gravity of the body is called.","[""linear momentum"",""angular impulse"",""linear impulse"",""angular momentum""]",0
"The distance between similar, equally-spaced tooth surfaces in a given direction and along a given line.","[""pitch circle"",""pitch plane"",""pitch"",""pitch diameter""]",2
"A drop hammer of 1 ton dead weight capacity is propelled downward by a 12 inch diameter cylinder. At 100 psi air pressure what is the impact velocity if the stroke is 28 inches?","[""47.4 ft\/sec"",""31.6 ft\/sec"",""15.8 ft\/sec"",""63.2 ft\/sec""]",1
"Could be defined as simply push and pull.","[""power"",""inertia"",""work"",""force""]",3
"Opposite directional forces equal in magnitude and parallel is called_________","[""non coplanar"",""centroid"",""couple"",""coplanar""]",2
"Quantities such as time , volume and density are completely specified when their magnitude is known is also called","[""couple"",""resultants"",""components"",""scalar""]",3
"The use of hardened steel for the mating metal gear appears to give the best results and longer operational life. The usual hardness is in the range of","[""over 600 BHN"",""300 to 400 BHN"",""below 350 BHN"",""over 400 BHN""]",0
"_______ is the product of the resultant of all forces acting on a body and the time.","[""linear momentum"",""linear impulse"",""angular momentum"",""all of these""]",1
"The separate forces which can be so combined are called","[""concurrent forces"",""non concurrent forces"",""couple"",""component forces""]",3
"Continuous stretching under load even if the stress is less than the yield point","[""plasticity"",""elasticity"",""creep"",""ductility""]",2
"The most known lubricants being utilized in whatever category of load and speed are oil, air, grease and dry lubricants like","[""bronze"",""lead"",""silicon"",""graphite""]",3
"A coupling that allows axial flexibility/movement in the operation. Made of alternate bolting of steel, leather, fabric and/or plastic material into the two flanges","[""Flexible disk coupling"",""flexing Oldham coupling"",""Flexible toroidal spring coupling"",""Elastic-material bonded coupling""]",0
"It consists of two cranks, a stationary piece called the line of centers and the connecting rod is a","[""five-bar linkage"",""four-crank braces"",""three-crank linkage"",""four-bar linkage""]",3
"Used to change rotary motion to reciprocating motion____________","[""rack gears"",""hypoid gears"",""Helical gears"",""herringbone gears""]",0
"The effective face width of a helical gear divided by gear axial pitch","[""approach ratio"",""Arc of action"",""Arc of recess"",""Face overlap""]",0
"Pitch diameter less the diameter of the roller chain is equal to:","[""top land"",""bottom diameter"",""addendum"",""Face overlap""]",1
"Generally applied on speed reducer due to large speed ratio:","[""bevel gears"",""helical gears"",""worm gears"",""hypoid gears""]",2
"If shaft size is specified as-diameter 2.00” max. and 1.99” min. in diameter then the 0.010” could be defined as________","[""allowance"",""fit"",""variance"",""tolerance""]",3
"A material plane was subjected to a load. When the load was removed the strain disappeared. From the structural change which of the following can be considered about this material?","[""it has high modules of elasticity"",""it does not follow Hooke\u2019s Law"",""it is plastic"",""it is elastic""]",3
"Helix angle in the range of ______ degree is recommended for wide-face helical gears","[""less than 15"",""less than 20"",""20 to 35"",""20 to 22""]",0
"A step shaft made of SAE 1117 steel with an ultimate strength of 69.7 ksi. The notch sensitivity factor is 0.983 and 0.00435 is the constant dependent upon the ultimate strength check the radius of the stress raiser.","[""0.192"",""0.386"",""0.25"",""0.775""]",2
"Difference between maximum material limits of mating parts . Or it is a minimum clearance or maximum interference between parts","[""tolerance"",""fits"",""variance"",""allowance""]",3
"The changes in shape or geometry of the body due to action of a force on it is called deformation or _____","[""shear stresses"",""stresses"",""compressive stress"",""strains""]",3
"For an evenly distributed and uniform wear on each meshing gear tooth, the ideal design practice is to consider a ______________","[""wear resistance alloy addition to tooth gears"",""heat treatment of the gears"",""hardening of each tooth"",""hunting tooth addition""]",3
"The reciprocal of a diametral pitch or the ratio of the pitch diameter to the no. of teeth","[""lead"",""module"",""involute"",""clearance""]",1
"Ability to resist deformation under stress","[""plasticity"",""all of these"",""stiffness"",""toughness""]",2
"Flat leather belting not recommended for used in a speed in excess of____ fpm.","[""3600"",""4800"",""6000"",""all of these""]",2
"The angle included between the sides of the thread measured in an axial plane in a screw thread","[""angle of thread"",""Angle between thread or 40"",""Helix angle thread"",""Half angle thread or 20\u00b0""]",0
"An elastic body whose primary function is to deflect under load","[""clutch"",""stopper"",""brake"",""spring""]",3
"Determine the estimated weight of a ¾” x 6’ x 20’ steel plate","[""1809 kgs"",""1490 kgs"",""1709 kgs"",""1666 kgs.""]",3
"Steel plates allowable tensile strength","[""396.41 N\/m<sup>2<\/sup>"",""296.12 N\/m<sup>2<\/sup>"",""379.31 N\/m<sup>2<\/sup>"",""310.11 N\/m<sup>2<\/sup>""]",0
"Poisson’s Ratio is the ratio of","[""elastic limit to yield strength"",""lateral deformation to the longitudinal deformation"",""shear strain to unit strain"",""elastic limit to shear strength""]",1
"Manganese steel standard designation, SAE_______","[""13xx"",""10xx"",""11xx"",""8xx""]",0
"One of these materials is not a structural steel?","[""low carbon steel"",""tool and die steel"",""stainless steel"",""medium carbon steel""]",1
"Determine the torque received by the motor shaft running at 4250 rpm. Transmitting 11 Hp, through a 10 in diameter 20° involute gear. The shaft is supported by ball bearings at both ends and the gear is fixed at the middle of 8” shaft length","[""163 in lb."",""167 in. lb."",""132 in. lb."",""138 in. lb.""]",0
"The ratio of moment of inertia on a cross-section of a beam to this section modulus is","[""a measure of distance"",""equal to the radius of gyration and compression"",""multiplied by the bending moment of inertia to determine the yield stress"",""equal to the area of the cross-section and tension""]",0
"The SAE 2340 shafting contain___________% Nickel","[""3.85 Ni"",""4% Ni"",""3.25 to 3.75 % Ni"",""3.84% Ni""]",2
"Chromium steel standard designation SAE ___________","[""92xx"",""5xxx"",""3xxx"",""11xx""]",1
"Alloy that improves strength of steel at high temperature application","[""aluminum"",""manganese"",""silicon"",""chromium""]",3
"When an air entraintment agent is put into a concrete mix","[""the water\/cement ratio must be reduced"",""the strength will decrease"",""minimal effect"",""the strength will suffer up to 50%""]",1
"In general, alloys with high nickel content retain toughness to quiet low temperatures up to ______ °F.","[""-380"",""-400"",""-260"",""-320""]",3
"The differential of the shear equation is the ______ .","[""deflection of the beam"",""comprehensive strength of the beam"",""tensile strength of beam"",""load on the beam""]",3
"It is recommended not to have a direct drive between driven and drive sprockets if the ratio of their teeth exceeds _______. Use 2 or more step combination.","[""10 times"",""8 times"",""5 times"",""6 times""]",1
"The length of the hub should not be made lesser than the face width of the gear. Hub lengths usually vary from 1 25D to 2D where d is the shaft diameter. The reasonable diameter of steel hub should be","[""2D"",""1.8 D"",""1.55 D"",""1.20 D""]",1
"Length of contact between two mating parts in a screw and nut threads measured axially is termed ______.","[""Length of Engagement"",""Axis of contact"",""Arc of contacts"",""Depth of Engagement""]",0
"The sum of their addendums and dedendums","[""whole depth"",""full depth"",""width of space"",""working depth""]",0
"Stresses that are independent of loads is called __________","[""working stress"",""residual stresses"",""simple stress"",""combined stress""]",1
"Material having a high electrical resistance and should not be used as conductor of electrical current","[""nickel"",""aluminum oxide"",""silicon base alloys"",""iron oxide""]",0
"The best materials for brake drums is______.","[""aluminum"",""cast iron"",""steel material"",""wrought iron""]",1
"The alloy materials used in the production of metal working tools","[""titanium, phosphorous"",""tungsten, silicon, hadfield mn"",""vanadium, chromium, molybdenum"",""high carbon steel""]",3
"The property that characterizes a material’s ability to be drawn into a wire","[""tensile strength"",""ductility"",""endurance limit"",""thermal conductivity""]",1
"For steel shafting design in an average condition the maximum distance in feet between bearing to avoid excessive linear deflection is by formulas- L = 8.95 <sup>3</sup>√D<sup>2</sup> or 8.95 D<sup>2/3</sup> for shaft subjected to no bending except its own weight but for shafting with bending action of pulleys etc. the formula then will be L = __________.","[""4 D<sup>2\/3<\/sup>"",""7.0 D<sup>2\/3<\/sup>"",""5.2 D<sup>2\/3<\/sup>"",""6.0 D<sup>2\/3<\/sup>""]",2
"Which of the phases of steel elements has a face-centered cubic structure?","[""pyrite"",""austenite"",""cementite"",""all of these""]",1
"Steel spring material is usually hardened to 400 to 500 BHN and the carbon content is in the range of ____","[""0.50 to 0.90 %"",""all of these"",""0.45 to 0.48"",""0.96 to 0.97""]",0
"Principal stresses occur on these plane","[""which are subjected to ultimate tension"",""which are subjected to maximum compression"",""The shearing stress is zero"",""which are 45\u00b0 apart""]",2
"The property of material wherein the content is continuously distributed through its entire mass","[""plasticity"",""malleability"",""homogeneity"",""all of these""]",2
"The properties of metal to withstand loads without breaking down is","[""elasticity"",""strength"",""plasticity"",""strain""]",1
"Shafts readily available in the market are made in many ways and wide variety of material composition. It is likely be cold drawn carbon steel in size smaller than __________ inches diameter","[""3.75"",""4"",""5"",""51\/2""]",0
"Plain carbon steel standard designation SAE ________","[""6xxx"",""13xx"",""10xx"",""2xxx""]",2
