question,choices,answer
"What technique is best suited for projects that contain many repetitions of some standard activities?","[""Benchmark job technique"",""Parametric technique"",""Modular technique"",""Non- modular technique""]",0
"What organizational structure is based on the assumption that each unit should specialize in a specific functional area and perform all of the tasks that require its expertise?","[""Functional organization"",""Territorial organization"",""Process organization"",""Product organization""]",0
"What type of organization structure in which each project is assigned to a single organizational unit and the various functions are performed by personnel within the unit?","[""Functional organization"",""Territorial organization"",""Process organization"",""Product organization""]",3
"What organizational structure provides a sound basis for balancing the use of human resources and skills?","[""Functional organization"",""Matrix organization"",""Process organization"",""Product organization""]",1
"In which type of organization where the structure can lead to a “dual boss” phenomenon?","[""Functional organization"",""Matrix organization"",""Process organization"",""Product organization""]",1
"Which one is an advantage of a matrix organization?","[""Rapid reaction organization"",""Adaptation to changing environment"",""State-of-the-art technology"",""Better utilization of resources""]",0
"Which one is a disadvantage of a matrix organization?","[""Dual accountability of personnel"",""Conflicts between project and functional managers"",""Profit-and-loss accountability difficult"",""Inefficient use of specialist""]",3
"Which one is an advantage projectized organization?","[""Efficient use of technical personnel"",""Good project schedule and cost control"",""Single point for customer contact"",""Rapid reaction time possible""]",0
"Which one is a disadvantage of a projectized organization?","[""Uncertain technical direction"",""Inefficient use of specialist"",""Insecurity regarding future job assignments"",""Slower work flow""]",3
"Which one is an advantage of a functional organization?","[""Efficient use of technical personnel"",""Rapid reaction time possible"",""Career continuity and growth of technical personnel"",""Good technology transfer between projects""]",1
"Which one is disadvantage of a functional organization?","[""Weak customer interface"",""Weak project authority"",""Inefficient use of specialist"",""Slower work flow""]",2
"In what type of organization where a project manager is held responsible for completion of the project and is often assigned a budget?","[""Functional organization"",""Matrix organization"",""Projectized organization"",""Project coordinated organization""]",1
"In selecting an organizational structure, which of the following is not a criterion?","[""Finance and accounting"",""Customer relation"",""Location"",""Technology""]",2
"What is NOT a factor to be taken into consideration when selecting an organizational structure for managing projects?","[""Overhead cost"",""Type of technology used"",""Location of the project"",""Level of uncertainty in projects""]",2
"If a project have multidimensional goals, the project manager often use his __________ to reach a compromise solution.","[""Leadership"",""Tradeoff analysis skill"",""Authority"",""Decision-making skill""]",1
"Who is responsible for ensuring that the project is completed successfully as measured by time, cost, performance and stakeholder satisfaction?","[""Functional manager"",""Project manager"",""Chief engineer"",""Department supervisor""]",1
"Who is responsible for running a department so that all his customers are served efficiently and effectively?","[""Area manager"",""Sales manager"",""Functional manager"",""Project manager""]",2
"What is the major activity of the project support office?","[""Administrative support for projects"",""Support for tools and techniques"",""Overall project management support"",""Project management via the internet""]",0
"What is the major activity of the project office?","[""Administrative support for projects"",""Support for tools and techniques"",""Overall project management support"",""Project management via internet""]",2
"What is an important tool for the design and implementation of the project’s work content?","[""Linear responsibility chart"",""Gantt chart"",""Life cycle model"",""Project design chart""]",0
"What chart summarizes the relationships between project stakeholders and their responsibilities in each project element?","[""Linear responsibility chart"",""Matrix responsibility chart"",""Responsibility interface matrix"",""All of the above""]",3
"What network model enables engineer managers to schedule, monitor, and control large and complex projects by using only one time factor per activity?","[""Forecasting"",""Critical path method"",""Program evaluation review technique"",""Simulation""]",1
"What network model enables engineer managers to schedule, monitor, and control large and complex projects by employing three time estimate for each activity?","[""Forecasting"",""Critical path method"",""Program evaluation review technique"",""Simulation""]",2
"For a project manager to have an effective means of identifying and communicating the planned activities and their interrelationships, he must use a network technique. One of the network techniques is commonly known as CPM. What does CPM stands for?","[""Critical plan method"",""Critical path method"",""Critical project method"",""Coordinated plan method""]",1
"For a project manager to have an efficient means of identifying and communicating the planned activities and their interrelationships, he must use a network technique. One of the network techniques is commonly known as PERT. What does Pert stands for?","[""Project evaluation review technique"",""Program evaluation review technique"",""Path evaluation review technique"",""Program execution review technique""]",1
"What is the benefit of using PERT/CPM network as integral component of project management?","[""They furnish a consistent framework for planning, scheduling, monitoring and controlling project."",""They illustrate the inter-dependencies of all tasks"",""They can be used to estimate the expected project completion dares as well as the probability that the project will be completed by a specific date"",""All of the above""]",3
"The CPM was developed by Rand and Walker in what year?","[""1957"",""1958"",""1959"",""1960""]",0
"In what year was PERT developed?","[""1957"",""1958"",""1959"",""1960""]",1
"In Morris life cycle model, a project is divided into how many stages to be performed in sequence?","[""3"",""4"",""5"",""6""]",1
"What is the first stage in the life cycle of a project using Morris model?","[""Planning and design"",""Feasibility"",""Production"",""Turnover and startup""]",1
"Risk management is:","[""Risk avoidance"",""Controlling risk"",""To gain opportunities"",""All of the above""]",1
"What technique a manager must use if he decides to absorb the risk in the project?","[""Create buffer in the form of management reserve or extra time in schedule"",""Use a different technology"",""Use a different supplier"",""Buying insurance""]",0
"Buying insurance is a form of:","[""Risk elimination"",""Risk reduction"",""Risk sharing"",""Risk absorption""]",2
"What refers to any technique used either to minimize the probability of an accident or to mitigate its consequences?","[""Reliability management"",""Risk management"",""Quality assurance management"",""Project assurance management""]",1
"What refers to the techniques that encompass risk assignment and the inclusive evaluation of risk, costs and benefits of alternative projects or policies?","[""Risk management"",""Risk-benefit analysis"",""Benefit management"",""Uncertainty analysis""]",1
"What is measured by the amount of resources that a manager can allocate without the need to get an approval from his or her manager?","[""Responsibility"",""Leadership"",""Authority"",""Tradeoff skill""]",2
"What is defined as a course of action aimed at ensuring that the organization will achieve its objectives?","[""Goal"",""Strategy"",""Program"",""Plan""]",1
"When there is a degradation of service provided by the company to clients, it is a sign that the engineer manager in-charge:","[""Lacks leadership skill"",""Has inadequate control"",""Has poor organization"",""Has no proper planning""]",1
"What principal element of uncertainty refers to a measure of the relevance of available information to the problem at hand?","[""Statistical confidence"",""Tolerance"",""Incompleteness of the data"",""Ambiguity in modeling the problem""]",1
"One of the mnemonic management tool used is the SMEAC. What does the acronym SMEAC stands for?","[""Situation, Mission, Execution, Administration, Coordination"",""Situation, Mission, Execution, Application, Communication"",""Situation, Mission, Execution, Administration, Communication"",""Strategy, Mission, Execution, Administration, Communication""]",2
"In the management tools, SMEAC, where A stands for administration, which is the appropriate question will the manager ask?","[""What do we need to get it done?"",""What are we aiming to do?"",""How are we going to do it?"",""What is the operation environment?""]",0
"In project management, what is usually the first step underlying in the process of performing a project?","[""Select appropriate performance measures"",""Define the goals of the project and their relative importance"",""Identify a need for a product or service"",""Develop a technological concept""]",2
"In the process of performing a project, after the need for a product or service is identified, what is usually the next step?","[""Define the goals of the project and their relative importance"",""Develop a budget"",""Develop a schedule"",""Develop the technological concept""]",0
"What is usually the last step in the process of performing a project?","[""Select appropriate performance measures"",""Implement a plan"",""Monitor and control the project"",""Evaluate project success""]",2
"To consider the consequence of uncertainly on project management, laws on project management are developed. One of which is “A careless planned project will take __________ times longer to complete than expected”.","[""Three"",""Four"",""Two"",""Two and a half""]",0
"In the typical functional organization hierarchy, the chief engineer is under the __________.","[""Finance manager"",""Manufacturing manager"",""General manager"",""Marketing manager""]",2
"What is a diagram of the organization’s official positions and formal lines of authority called?","[""Organization chart"",""Authority chart"",""Policy chart"",""Control chart""]",0
"What is defined as the process of identifying and choosing alternative courses of action in a manner appropriate to the demands of the situations?","[""Sampling theory"",""Alternative-analysis"",""Problem-solving"",""Decision-making""]",3
"What refers to the activity of incorporating the technical know how with the ability to organize and coordinate workforce, materials, equipment and all other resources including money?","[""Engineering management"",""Engineering technology"",""Technical manger"",""General management""]",0
"Refers to the activity combining “technical knowledge with the ability to organize and coordinate worker power, materials, machinery, and money.”","[""Engineering Management"",""Engineering Materials"",""Engineering Organization"",""Engineering Club""]",0
"The following are considered as functions of an engineer except","[""Testing"",""Construction"",""Sales"",""Physical Education""]",3
"A function of an engineer where the engineer is engaged in the process of learning about nature and codifying this knowledge into usable theories.","[""Research"",""Design and Development"",""Testing"",""Manufacturing""]",0
"A function of an engineer where the engineer undertakes the activity of turning a product concept to a finished physical term.","[""Research"",""Manufacturing"",""Testing"",""Design and Development""]",3
"A function of an engineer where the engineer works in a unit where new products or parts are tested for workability.","[""Research"",""Design and Development"",""Testing"",""Manufacturing""]",2
"A function of an engineer where the engineer is directly in charge of production personnel or assumes responsibility for the product.","[""Research"",""Design and Development"",""Testing"",""Manufacturing""]",3
"A function of an engineer where the engineer is either directly in charge of the construction personnel or may have responsibility for the quality of the construction process.","[""Construction"",""Sales"",""Consulting"",""Government""]",0
"A function of an engineer where the engineer assists the company’s customers to meet their needs, especially those that require technical expertise.","[""Construction"",""Government"",""Consulting"",""Sales""]",3
"A function of an engineer where the engineer works as consultant of any individual or organization requiring his services.","[""Construction"",""Sales"",""Consulting"",""Government""]",2
"A function of an engineer where the engineer may find employment in the government performing any of the various tasks in regulating, monitoring, and controlling the activities of various institutions, public or private.","[""Construction"",""Sales"",""Government"",""Consulting""]",2
"A function of an engineer where the engineer gets employment in a school and is assigned as a teacher of engineering courses.","[""Teaching"",""Government"",""Management"",""Consulting""]",0
"A function of an engineer where the engineer is assigned to manage groups of people performing specific tasks.","[""Teaching"",""Government"",""Management"",""Consulting""]",2
"Defined as the process of identifying and choosing alternative courses of action in a manner appropriate to the demands of the situation.","[""Decision Making"",""Engineering Management"",""Initiative"",""Problem solving""]",0
"The first step in Decision making process is to","[""Analyze environment"",""Diagnose problem"",""Make a choice"",""Articulate problem or opportunity""]",1
"The last step in decision making process is to","[""Analyze environment"",""Make a choice"",""Diagnose problem"",""Evaluate and adapt decision results""]",3
"Refers to evaluation of alternatives using intuition and subjective judgment.","[""Quantitative evaluation"",""Qualitative evaluation"",""Relative evaluation"",""Subjective evaluation""]",1
"Refers to evaluation of alternatives using any technique in a group classified as rational and analytical.","[""Quantitative evaluation"",""Qualitative evaluation"",""Relative evaluation"",""Subjective evaluation""]",0
"Refers to the management function that involves anticipating future trends and determining the best strategies and tactics to achieve organizational objectives.","[""Management"",""Planning"",""Organizing"",""Supervision""]",1
"Refers to the process of determining the major goals of the organization and the policies and strategies for obtaining and using resources to achieve those goals.","[""Operational Planning"",""Intermediate Planning"",""Strategic planning"",""Secondary Planning""]",2
"The top management of any firm is involved in this type of planning.","[""Operational Planning"",""Intermediate Planning"",""Strategic planning"",""Secondary Planning""]",2
"Refers to the process of determining the contributions that subunits can make with allocated resources.","[""Operational Planning"",""Intermediate Planning"",""Strategic planning"",""Secondary Planning""]",1
"This type of planning is undertaken by middle management.","[""Operational Planning"",""Intermediate Planning"",""Strategic planning"",""Secondary Planning""]",1
"Refers to the process of determining how specific tasks can best be accomplished on time with available resources.","[""Operational Planning"",""Intermediate Planning"",""Strategic planning"",""Secondary Planning""]",0
"This type of planning is a responsibility of lower management.","[""Operational Planning"",""Intermediate Planning"",""Strategic planning"",""Secondary Planning""]",0
"This is the written document or blueprint for implementing and controlling an organization’s marketing activities related to particular marketing strategy.","[""Marketing Plan"",""Financial Plan"",""Production Plan"",""Short-range plans""]",0
"This is a written document that states the quantity of output a company must produce in broad terms and by product family.","[""Marketing Plan"",""Financial Plan"",""Production Plan"",""Short-range plans""]",2
"It is a document that summarizes the current financial situation of the firm, analyzes financial needs, and recommends a direction for financial activities.","[""Marketing Plan"",""Financial Plan"",""Production Plan"",""Short-range plans""]",1
"It is a document that indicates the human resource needs of a company detailed in terms of quantity and quality and based on the requirements of the company’s strategic plan.","[""Marketing Plan"",""Financial Plan"",""Production Plan"",""Human Resource Management Plan""]",3
"These are plans intended to cover a period of less than one year. First-line supervisors are mostly concerned with these planes.","[""Short-range plans"",""Long-range plans"",""Standing Plans"",""Single-Use Plans""]",0
"These are plans covering a time span of more than one year. These are mostly undertaken by middle and top management.","[""Short-range plans"",""Long-range plans"",""Standing Plans"",""Single-Use Plans""]",1
"Plans that are used again and again and they focus on managerial situations that recur repeatedly.","[""Short-range plans"",""Long-range plans"",""Standing Plans"",""Single-Use Plans""]",2
"These are broad guidelines to aid managers at every level in making decisions about recurring situations or function.","[""Policies"",""Procedures"",""Guidelines"",""Rules""]",0
"These are plans that describe the exact series of actions to be taken in a given situation.","[""Policies"",""Procedures"",""Guidelines"",""Rules""]",1
"These are statements that either require or forbid a certain action.","[""Policies"",""Procedures"",""Guidelines"",""Rules""]",3
"Specifically developed to implement courses of action that are relatively unique and are unlikely to be repeated.","[""Short-range plans"",""Long-range plans"",""Standing Plans"",""Single-Use Plans""]",3
"A plan which sets forth the projected expenditure for a certain activity and explains where the required funds will come from.","[""Project"",""Budget"",""Program"",""Financial Statement""]",1
"A plan designed to coordinate a large set of activities.","[""Project"",""Budget"",""Program"",""Financial Statement""]",2
"A plan that is usually more limited in scope than a program and is sometimes prepared to support a program.","[""Project"",""Budget"",""Program"",""Financial Statement""]",0
"A management function which refers to the structuring of resources and activities to accomplish objectives in an efficient and effective manner.","[""Organizing"",""Planning"",""Supervising"",""Structure""]",0
"The arrangement or relationship of positions within an organization.","[""Organizing"",""Planning"",""Supervising"",""Structure""]",3
"This is a form of departmentalization in which everyone engaged in one functional activity, such as engineering or marketing, is grouped into one unit.","[""Functional Organization"",""Product or Market Organization"",""Matrix Organization"",""Divisible Organization""]",0
"This type of organization is very effective in similar firms especially “single business firms where key activities revolve around well-defined skills and areas of specialization”.","[""Functional Organization"",""Product or Market Organization"",""Matrix Organization"",""Divisible Organization""]",0
"This refers to the organization of a company by a division that brings together all those involved with a certain type of product or customer.","[""Functional Organization"",""Product or Market Organization"",""Matrix Organization"",""Divisible Organization""]",1
"This is appropriate for a large corporation with many product lines in several related industries.","[""Functional Organization"",""Product or Market Organization"",""Matrix Organization"",""Divisible Organization""]",1
"An organizational structure in which each employee reports both a functional or division manager and to a project or group manager.","[""Functional Organization"",""Product or Market Organization"",""Matrix Organization"",""Divisible Organization""]",2
"Refers to a manager’s right to tell subordinates what to do and then see that they do it.","[""Line authority"",""Staff authority"",""Functional authority"",""Head authority""]",0
"A staff specialist’s right to give advice to a superior.","[""Line authority"",""Staff authority"",""Functional authority"",""Head authority""]",1
"A specialist’s right to oversee lower level personnel involved in that specialty, regardless of where the personnel are in the organization.","[""Line authority"",""Staff authority"",""Functional authority"",""Head authority""]",2
"A committee created for a short-term purpose and have a limited life.","[""Ad hoc committee"",""Standing committee"",""Sinking committee"",""Midget committee""]",0
"Defined as the management function that determines human resource needs, recruits, selects, trains, and develops human resources for jobs created by an organization.","[""Resourcing"",""Recruitment"",""Hiring"",""Staffing""]",3
"An assessment of future human resource needs in relation to the current capabilities of the organization.","[""Forecasting"",""Control"",""Programming"",""Recruitment""]",0
"Refers to translation of the forecasted human resource needs to personnel objectives and goals.","[""Forecasting"",""Control"",""Programming"",""Recruitment""]",2
"This refers to monitoring human resource action plans and evaluating their success.","[""Forecasting"",""Evaluation and Control"",""Programming"",""Recruitment""]",1
"Refers to attracting qualified persons to apply for vacant positions in the company so that those who are best suited to serve the company may be selected.","[""Forecasting"",""Evaluation and Control"",""Programming"",""Recruitment""]",3
"Refers to the act of choosing from those that are available than individuals most likely to succeed on the job.","[""Forecasting"",""Evaluation and Control"",""Selection"",""Training""]",2
"In this staffing procedure, the new employee is provided with the necessary information about the company and will be introduced to the immediate working environment and co-workers.","[""Performance Appraisal"",""Induction and Orientation"",""Training and Development"",""Monetary Rewards""]",1
"Refers to the learning that is provided in order to improve performance on the present job.","[""Performance Appraisal"",""Induction and Orientation"",""Training and Development"",""Monetary Rewards""]",2
"Refers to a movement by a person into a position of higher pay and greater responsibilities and which is given as a reward for competence and ambition.","[""Monetary reward"",""Promotion"",""Demotion"",""Transfer""]",1
"The movement of a person to a different job at the same or similar level of responsibility in the organization.","[""Monetary reward"",""Promotion"",""Demotion"",""Transfer""]",3
"The movement from one position to another which has less pay or responsibility attached to it. It is used as a form of punishment or as a temporary measure to keep an employee until he is offered a higher position.","[""Separation"",""Promotion"",""Demotion"",""Transfer""]",2
"Either a voluntary or involuntary termination of an employee.","[""Separation"",""Transfer"",""Termination"",""Demotion""]",0
"A process of sharing information through symbols, including words and message.","[""Counseling"",""Communication"",""Hypnotism"",""Language""]",1
"Function of communication that can be used for decision-making at various work levels in the organization.","[""Information Function"",""Emotive Function"",""Motivation Function"",""Control Function""]",0
"A function of communication used as a means to motivate employees to commit themselves to the organizations objectives.","[""Information Function"",""Emotive Function"",""Motivation Function"",""Control Function""]",2
"Function of communication that deals when feelings are repressed in the organization, employees are affected by anxiety, which, in turn, affects performance.","[""Information Function"",""Emotive Function"",""Motivation Function"",""Control Function""]",1
"A form of communication transmitted through hearing or sight.","[""Verbal"",""Oral"",""Written"",""Nonverbal""]",0
"A means of conveying message through body language, as well as the use of time, space, touch, clothing, appearance and aesthetic elements.","[""Verbal"",""Oral"",""Written"",""Nonverbal""]",3
"Refers to the process of activating behavior, sustaining it, and directing it toward a particular goal.","[""Suppression"",""Motivation"",""Praising"",""Unification""]",1
"The following are considered as factors contributing to motivation except:","[""Willingness to do a job"",""Self-confidence in carrying out a task"",""Needs satisfaction"",""Inferiority complex""]",3
"The following are considered theories of Motivation except:","[""Maslow\u2019s Needs Hierarchy Theory"",""Expectancy Theory"",""Herzberg\u2019s Two-Factor Theory"",""Gagarin\u2019s Theory""]",3
"It is a management function which involves influencing others to engage in the work behaviors necessary to reach organizational goals.","[""Sales talk"",""Motivation"",""Leading"",""Commanding""]",2
"A person who occupies a higher position has power over persons in lower positions within the organization. This describes:","[""Legitimate power"",""Referent power"",""Coercive power"",""Reward power""]",0
"When a person has the ability to give rewards to anybody who follows orders or requests, it termed as:","[""Legitimate power"",""Referent power"",""Coercive power"",""Reward power""]",3
"When a person compels with orders through treats or punishment.","[""Legitimate power"",""Referent power"",""Coercive power"",""Reward power""]",2
"When a person can get compliance from another because the latter would want to be identified with the former.","[""Legitimate power"",""Referent power"",""Coercive power"",""Reward power""]",1
"Which of the following is not a trait of an effective leader:","[""A high level of personal drive"",""Knowledge of the company, industry or technology"",""Charisma"",""Greedy""]",3
"Refers to the process of ascertaining whether organizational objectives have been achieved and determining what activities should then be taken to achieve objectives better in the future.","[""Planning"",""Controlling"",""Evaluation"",""Inspection""]",3
"A type of controlling when the management anticipates problems and prevents their occurrence.","[""Feed forward control"",""Preventive control"",""Concurrent control"",""Feedback control""]",0
"A type of controlling when the operations are already ongoing and activities to detect variances are made.","[""Feed forward control"",""Preventive control"",""Concurrent control"",""Feedback control""]",2
"A type of controlling when information is gathered about a completed activity, and in order that evaluation and steps for improvement are derived.","[""Feed forward control"",""Preventive control"",""Concurrent control"",""Feedback control""]",3
"Refers to any process that accepts inputs and uses resources to change those inputs in useful ways.","[""Operation"",""Production"",""Construction"",""Creation""]",0
"The process of planning, organizing, and controlling operations to reach objectives efficiently and effectively.","[""Planning"",""Operations management"",""Evaluation management"",""Backboning""]",1
"A process of creating a set of product specifications appropriate to the demands of the situation.","[""Product Design"",""Blueprinting"",""Product planning"",""Conceptualizing""]",0
"Refers to forecasting the future sales of a given product, translating this forecast into the demand it generates for various production facilities, and arranging for the procurement of these facilities.","[""Product Design"",""Blueprinting"",""Product planning"",""Conceptualizing""]",2
"The phase of production control involved in developing timetables that specify how long each operation in the production process takes.","[""Plotting"",""Scheduling"",""Timetable"",""Anticipating""]",1
"Refers to the approach that seeks efficiency of operation through integration of all material acquisition, movement, and storage activities in the firm.","[""Work"",""Quality Control"",""Inventory Control"",""Purchasing and Materials Management""]",3
"The process of establishing and maintaining appropriate levels of reserve stocks of goods.","[""Work-Flow Layout"",""Quality Control"",""Inventory Control"",""Purchasing and Materials Management""]",2
"The process of determining the physical arrangement of the production system.","[""Work-Flow Layout"",""Quality Control"",""Inventory Control"",""Purchasing and Materials Management""]",0
"Refers to the measurement of products or services against standards set by the company.","[""Work-Flow Layout"",""Quality Control"",""Inventory Control"",""Purchasing and Materials Management""]",1
"A group of activities designed to facilitate and expedite the selling of goods and services.","[""Advertisement"",""Commercial"",""Marketing"",""Sales""]",2
"The four P’s of marketing are the following except:","[""Product"",""Price"",""Promotion"",""Publicity""]",3
"It includes the tangible (or intangible) item and its capacity to satisfy a specified need.","[""Product"",""Price"",""Promotion"",""Place""]",0
"Refers to the money or other considerations exchanged for the purchase or use of the product, idea, or service.","[""Product"",""Price"",""Promotion"",""Place""]",1
"An important factor for a company to locate in places where they can be easily reached by their customers.","[""Product"",""Price"",""Promotion"",""Place""]",3
"Defined as communicating information between seller and potential buyer to influence attitudes and behavior.","[""Product"",""Price"",""Promotion"",""Place""]",2
"A type of promotion where a paid message appears in mass media for the purpose of informing or persuading people about particular products, services, beliefs, or action.","[""Advertising"",""Publicity"",""Sales promotion"",""Personal selling""]",0
"The promotional tool that publishes news or information about a product, service, or idea on behalf of a sponsor but is not paid for by the sponsor.","[""Advertising"",""Publicity"",""Sales promotion"",""Personal selling""]",1
"A more aggressive means of promoting the sales of a product or service.","[""Advertising"",""Publicity"",""Sales promotion"",""Personal selling""]",3
