question,A,B,C,D,E,answer,explanation
<p>A-B-C analysis is used in</p>,CPM,PERT,inventory control,all of these,,C,
<p>PERT analysis is based upon</p>,optimistic time,pessimistic time,most likely time,all of these,,D,
"<p>In order to avoid excessive multiplication of facilities, the layout preferred is</p>",product layout,process layout,group layout,static layout,,B,
"<p>In A-B-C analysis, which class of items are generally large in number?</p>",A,B,C,none of these,,C,
<p>Simplex method is the method used for</p>,value analysis,network analysis,linear programming,queuing theory,,C,
<p>Dispatching</p>,prescribes the sequence of operations to be followed,determines the programme for the operations,is concerned with the starting of processes,regulates the progress of job through various processes,,C,
<p>Which of the following wage incentive plan guarantees minimum wage to a worker and bonus is paid for the fixed percentage of time saved?</p>,Halsey plan,Gantt plan,Rowan plan,Emerson's efficiency plan,,A,
<p>Job evaluation is the method of determining the</p>,relative values of a job,worker's performance on a job,worth of the machine,value of overall production,,A,
<p>The routing function in a production system design is concerned with</p>,manpower utilisation,quality assurance of the product,machine utilisation,optimising material flow through the plant,,C,
"<p>In big automobile repair shop, for elevating and moving the heavy parts such as complete engine assembly, gear box etc., an overhead crane and a fork lift truck is used.</p>",Yes,No,,,,A,
<p>Direct expenses include</p>,factory expenses,selling expenses,administrative expenses,none of these,,D,
<p>String diagram is used</p>,for checking the relative values of various layouts,when a group of workers are working at a place,where processes require the operator to be moved from one work place to another,all of the above,,D,
<p>Which of the following type of layout is suitable for automobile manufacturing concern?</p>,product layout,process layout,fixed position layout,combination layout,,A,
<p>Representative time is the average of times recorded by work study man for an operation.</p>,Agree,Disagree,,,,A,
<p>Queuing theory is associated with</p>,inventory,sales,waiting time,production time,,C,
<p>PERT requires</p>,single time estimate,double time estimate,triple time estimate,none of these,,C,
<p>Which of the following statement is correct?</p>,A-B-C analysis is based on Pareto's principle.,Simulation can be used for inventory control.,Economic order quantity formula ignores variations in demand pattern,all of the above,,A,
<p>The product layout is more amenable to automation than process layout.</p>,True,False,,,,A,
"<p>In break even analysis, total cost consists of</p>",fixed cost + sales revenue,variable cost + sales revenue,fixed cost + variable cost,fixed cost + variable cost + profit,,C,
