question,A,B,C,D,E,answer,explanation
"<p>When a silicon diode is forward biased, what is V<sub>BE</sub> for a C-E configuration?</p>",voltage-divider bias,0.4 V,0.7 V,emitter voltage,,C,
<p>What is the current gain for a common-base configuration where I<sub>E</sub> = 4.2 mA and I<sub>C</sub> = 4.0 mA?</p>,16.80,1.05,0.20,0.95,,D,
"<p>With a PNP circuit, the most positive voltage is probably:</p>",ground,V<sub>C</sub>,V<sub>BE</sub>,V<sub>CC</sub>,,A,
"<p>If a 2 mV signal produces a 2 V output, what is the voltage gain?</p>",0.001,0.004,100,1000,,D,
<p>The symbol h<sub>fe</sub> is the same as:</p>,"<img align=""absmiddle"" alt=""mca12_1001a1.gif"" src=""/_files/images/basic-electronics/complete/mca12_1001a1.gif""/>","<img align=""absmiddle"" alt=""mca12_1001b1.gif"" src=""/_files/images/basic-electronics/complete/mca12_1001b1.gif""/>",hi-fi,"<img align=""absmiddle"" alt=""mca12_1001d1.gif"" src=""/_files/images/basic-electronics/complete/mca12_1001d1.gif""/>",,A,
<p>Most of the electrons in the base of an NPN transistor flow:</p>,out of the base lead,into the collector,into the emitter,into the base supply,,B,
"<p>In a transistor, collector current is controlled by:</p>",collector voltage,base current,collector resistance,all of the above,,B,
<p>Total emitter current is:</p>,I<sub>E</sub> – I<sub>C</sub>,I<sub>C</sub> + I<sub>E</sub>,I<sub>B</sub> + I<sub>C</sub>,I<sub>B</sub> – I<sub>C</sub>,,C,
<p>Often a common-collector will be the last stage before the load; the main function(s) of this stage is to:</p>,provide voltage gain,provide phase inversion,provide a high-frequency path to improve the frequency response,buffer the voltage amplifiers from the low-resistance load and provide impedance matching for maximum power transfer,,D,
"<p>For a C-C configuration to operate properly, the collector-base junction should be reverse biased, while forward bias should be applied to which junction?</p>",collector-emitter,base-emitter,collector-base,cathode-anode,,A,
<p>The input/output relationship of the common-collector and common-base amplifiers is:</p>,270 degrees,180 degrees,90 degrees,0 degrees,,D,
"<p>If a transistor operates at the middle of the dc load line, a decrease in the current gain will move the Q point:</p>",off the load line,nowhere,up,down,,D,
<p>Which is the higher gain provided by a C-E configuration?</p>,voltage,current,resistance,power,,D,
"<p>What is the collector current for a C-E configuration with a beta of 100 and a base current of 30 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/complete/mu.gif""/>A?</p>","30 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/complete/mu.gif""/>A",".3 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/complete/mu.gif""/>A",3 mA,3 MA,,C,
