question,A,B,C,D,E,answer,explanation
"<p>Calculate <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/><sub>ac</sub> for I<sub>C</sub> = 15 mA and V<sub>CE</sub> = 5 V. <p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq03_03100.gif""/></p></p>",200,180,220,None of the above,,A,
"<p><img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/><sub>dc</sub> = ________</p>",I<sub>B</sub> / I<sub>E</sub>,I<sub>C</sub> / I<sub>E</sub>,I<sub>C</sub> / I<sub>B</sub>,None of the above,,C,
<p>How many carriers participate in the injection process of a unipolar device?</p>,1,2,0,3,,A,
<p>What are the ranges of the ac input and output resistance for a common-base configuration?</p>,"10 <img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>–100<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/> , 50 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/> –1 M<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>","50 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/> –1 M<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, 10 <img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/> –100 <img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>","10 <img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/> –100 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, 50 <img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/> –1 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>",None of the above,,A,
<p>What is the most frequently encountered transistor configuration?</p>,Common-base,Common-collector,Common-emitter,Emitter-collector,,C,
"<p><img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/><sub>dc</sub> for this set of collector characteristics is within ________ percent of <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/><sub>ac</sub>. <p><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq03_02300.gif""/></p></p>",2,5,7,10,,D,
<p>Which of the following regions is (are) part of the output characteristics of a transistor?</p>,Active,Cutoff,Saturation,All of the above,,D,
<p>How many individual <i>pnp</i> silicon transistors can be housed in a 14-pin plastic dual-in-line package?</p>,4,7,10,14,,A,
<p>In what decade was the first transistor created?</p>,1930s,1940s,1950s,1960s,,B,
<p>Most specification sheets are broken down into ________.</p>,maximum ratings,thermal characteristics,electrical characteristics,All of the above,,D,
"<p>For a properly biased <i>pnp</i> transistor, let I<sub>C</sub> = 10 mA and I<sub>E</sub> = 10.2 mA. What is the level of I<sub>B</sub>?</p>",0.2 A,200 mA,"200 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>A",20.2 mA,,C,
<p>What is (are) the component(s) of most specification sheets provided by the manufacturer?</p>,Maximum ratings,Thermal characteristics,Electrical characteristics,All of the above,,D,
"<p>What is <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/><sub>dc</sub> equal to?</p>",I<sub>B</sub> / I<sub>E</sub>,I<sub>C</sub> / I<sub>E</sub>,I<sub>C </sub> / I<sub>B</sub>,None of the above,,C,
<p>List the types of bipolar junction transistors.</p>,"<i>ppn, npn</i>","<i>pnp, npn </i>","<i>npp, ppn</i>","<i>nnp, pnp</i>",,B,
<p>What is the ratio of the total width to that of the center layer for a transistor?</p>,1:15,1:150,15:1,150:1,,D,
<p>Which component of the collector current I<sub>C</sub> is called the leakage current?</p>,Majority,Independent,Minority,None of the above,,C,
