question,A,B,C,D,E,answer,explanation
<p>The maximum hydraulic efficiency of an impulse turbine is (where φ = Angle of blade tip at outlet)</p>,"<img src=""/_files/images/mechanical-engineering/hydraulic-machines/193-32-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/193-32-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/193-32-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/193-32-4.png""/>",,A,
"<p>In a Francis turbine runner, the number of blades are generally between</p>",2 to 4,4 to 8,8 to l6,16 to 24,,D,
"<p>The relation between hydraulic efficiency (η<sub><i>h</i></sub>), mechanical efficiency (η<sub><i>m</i></sub>) and overall efficiency (η<sub><i>o</i></sub>) ) is</p>",η<sub><i>h</i></sub> = η<sub><i>o</i></sub> x η<sub><i>m</i></sub>,η<sub><i>m</i></sub> = η<sub><i>o</i></sub> x η<sub><i>h</i></sub>,η<sub><i>o</i></sub> = η<sub><i>h</i></sub> x η<sub><i>m</i></sub>,none of these,,C,
"<p>In a centrifugal pump, the water enters the impeller __________ and leaves the vanes axially.</p>",axially,radially,,,,B,
<p>A Kaplan turbine is an axial flow reaction turbine.</p>,Correct,Incorrect,,,,A,
<p>A Pelton wheel develops 1750 kW under a head of 100 metres while running at 200 r.p.m. and discharging 2500 litres of water per second. The unit speed of the wheel is</p>,10 r.p.m.,20 r.p.m.,40 r.p.m.,80 r.p.m.,,B,
"<p>The hydraulic efficiency of an impulse turbine is maximum when velocity of wheel is __________ of the jet velocity,</p>",one-fourth,one-half,three-fourth,double,,B,
<p>The specific speed of a hydraulic turbine depends upon</p>,speed and power developed,discharge and power developed,speed and head of water,"speed, power developed and head of water",,D,
<p>The depth of the bucket for a Pelton wheel is generally __________ the diameter of jet.</p>,equal to,1.2 times,1.8 times,double,,B,
<p>An impulse turbine is used for</p>,low head of water,high head of water,medium head of water,high discharge,,B,
"<p>The efficiency of jet propulsion for a ship with inlet orifices at right angles to the direction of motion of ship, will be maximum when the relative velocity of the jet and ship is equal to twice the velocity of the ship.</p>",Yes,No,,,,A,
"<p>The cavitation in reaction turbines is avoided, to a great extent by</p>",installing the turbine below the tail race level,using stainless steel runner of the turbine,providing highly polished blades to the runner,all of the above,,D,
<p>Which type of the pump is different from others in the same group?</p>,Screw pump,Gear pump,Cam and piston pump,Plunger pump,,D,
<p>The power developed by a turbine is (where <i>H</i> = Head of water under which the turbine is working)</p>,directly proportional to <i>H</i><sup>1/2</sup>,inversely proportional to <i>H</i><sup>1/2</sup>,directly proportional to <i>H</i><sup>3/2</sup>,inversely proportional to <i>H</i><sup>3/2</sup>,,C,
"<p>If <i>V</i><sub>1</sub> and <i>V</i><sub>2</sub> are the velocities of water at inlet and outlet of the draft tube respectively, then the efficiency of a draft tube is</p>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/195-46-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/195-46-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/195-46-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/195-46-4.png""/>",,B,
<p>A jet of water enters and leaves a fixed curved vane tangentially. The force of jet along perpendicular to the vane is zero.</p>,True,False,,,,B,
"<p>In a mixed flow centrifugal pump, the flow through the impeller is a combination of radial and axial flows.</p>",Correct,Incorrect,,,,A,
<p>A Pelton wheel is</p>,tangential flow impulse turbine,inward flow impulse turbine,outward flow impulse turbine,inward flow reaction turbine,,A,
<p>Power required to drive a centrifugal pump is __________ proportional to N<sup>3</sup>.</p>,directly,inversely,,,,A,
"<p>The force exerted (in newton) by a jetof water impinging normally on a fixed plate is (where <i>w</i> = Specific weight of water in N/m<sup>3</sup>, <i>a</i> = Cross-sectional area of jet in m<sup>2</sup>, and <i>V</i> = Velocity of jet in m/s)</p>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/190-1-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/190-1-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/190-1-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/190-1-4.png""/>",,D,
<p>The unit power developed by a turbine is (where <i>P</i> = Power developed by the turbine under a head of water (<i>H</i>))</p>,"<img src=""/_files/images/mechanical-engineering/hydraulic-machines/197-71-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/197-71-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/197-71-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/197-71-4.png""/>",,C,
<p>A Pelton wheel develops 1750 kW under a head of 100 metres while running at 200 r.p.m. and discharging 2500 litres of water per second. The unit discharge of wheel is</p>,0.25 m<sup>3</sup>/s,0.5 m<sup>3</sup>/s,1.5 m<sup>3</sup>/s,2.5 m<sup>3</sup>/s,,A,
<p>Delivery head of a centrifugal pump is</p>,directly proportional to <i>N</i>,inversely proportional to <i>N</i>,directly proportional to <i>N</i><sup>2</sup>,inversely proportional to <i>N</i><sup>2</sup>,,C,
