question,A,B,C,D,E,answer,explanation
<p>The critical temperature is the temperature</p>,below which a gas does not obey gas laws,above which a gas may explode,below which a gas is always liquified,above which a gas will never liquified,,D,
<p>The evaporator changes the low pressure liquid refrigerant from the expansion valve into</p>,high pressure liquid refrigerant,low pressure liquid and vapour refrigerant,low pressure vapour refrigerant,none of these,,C,
"<p>For air conditioning the operation theatre in a hospital, the percentage of outside air in the air supplied is</p>",zero,20,50,100,,D,
"<p>In case ofsensible cooling of air, the coil efficiency is given by</p>",B.P.F. - 1,1 - B.P.F.,"<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/432-352-1.png""/>",1 + B.P.F.,,B,
"<p>The mass of water vapour present in 1 kg of dry air, is called humidity ratio.</p>",True,False,,,,A,
"<p>In a vapour compression refrigeration system, a throttle valve is used in place of an expander because</p>",it considerably reduces mass of the system,"it improves the C.O.P., as the condenser is small",the positive work in isentropic expansion of liquid is very small,it leads to significant cost reduction,,C,
<p>The unit of overall coefficient of heat transfer is</p>,W/m<sup>2</sup>K,W/m<sup>2</sup>,W/mK,W/m,,A,
<p>Most thermostatic expansion valves are set for a superheat of</p>,5°C,10°C,15°C,20°C,,A,
"<p>For large tonnage (more than 200 TR) air-conditioning applications, the compressor recommended is</p>",reciprocating,rotating,centrifugal,screw,,C,
"<p>The ratio of actual mass of water vapour in a given volume of moist air to the mass of water vapour in the same volume of saturated air at the same temperature and pressure, is called</p>",humidity ratio,relative humidity,absolute humidity,degree of saturation,,B,
<p>The transfer of heat by molecular collision is smallest in</p>,solids,liquids,gases,none of these,,C,
"<p>During dehumidification process, the relative humidity</p>",remains constant,increases,decreases,,,C,
<p>The space between the two walls of a thermos flask is evacuated because vacuum is a __________ conductor of heat.</p>,good,bad,,,,B,
<p>The ratio of actual heat transfer to the maximum possible heat transfer is known as heat exchanger effectiveness.</p>,Agree,Disagree,,,,A,
"<p>When the discharge pressure is too high in a refrigeration system, high pressure control is installed to stop the compressor.</p>",Correct,Incorrect,,,,A,
<p>A grey body is one whose absorptivity does not vary with temperature and wave length of the incident ray.</p>,True,False,,,,A,
<p>The wet bulb temperature during sensible cooling of air</p>,remains constant,increases,decreases,,,C,
"<p>In absorption vapour systems, the refrigerant widely used is R-12.</p>",Correct,Incorrect,,,,B,
<p>Hydrogen is used in electrolux refrigeration system so as to __________ the rate of evaporation of the liquid ammonia passing through the evaporator.</p>,equalise,reduce,increase,,,C,
