question,A,B,C,D,E,answer,explanation
"<p>The sensible heat factor during the heating and humidification process is given by (where <i>h</i><sub>1</sub> = Enthalpy of air entering the heating coil, <i>h</i><sub>2</sub> = Enthalpy of air leaving the heating coil, and <i>h<sub>A</sub></i> = Enthalpy of air at the end of humidification process)</p>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/434-375-1.png""/>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/434-375-2.png""/>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/434-375-3.png""/>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/434-375-4.png""/>",,D,
<p>Fouling factor is used</p>,in heat exchanger design as a safety factor,in case of Newtonian fluids,when a liquid exchanges heat with a gas,none of the above,,A,
<p>The natural convection air cooled condensers are used in</p>,domestic refrigerators,water coolers,room air conditioners,all of these,,A,
"<p>The process, generally used in winter air-conditioning to warm and humidity the air, is called</p>",humidification.,dehumidification,heating and humidification,cooling and dehumidification,,C,
"<p>At 100% relative humidity, wet bulb temperature, dry bulb temperature, dew point temperature and saturation temperature are equal.</p>",Correct,Incorrect,,,,A,
<p>Bell-Coleman cycle is a</p>,reversed Carnot cycle,reversed Otto cycle,reversed Joule cycle,reversed Rankine cycle,,C,
<p>Sulphur dioxide is extremely toxic and non-flammable.</p>,True,False,,,,A,
<p>The transfer of heat from one body to another takes place only when there is a temperature difference between the bodies.</p>,Yes,No,,,,A,
<p>A heat exchanger with heat transfer surface area <i>A</i> and overall heat transfer coefficient <i>U</i> handles two fluids of heat capacities <i>C<sub>max</sub></i> and <i>C<sub>min</sub></i>. The number of transfer units (NTU) used in the analysis of heat exchanger is specified as</p>,"<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/409-69-1.png""/>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/409-69-2.png""/>",<i>AU C<sub>min</sub></i>,"<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/409-69-3.png""/>",,D,
"<p>Thermal diffusivity of a substance is given by (where <i>h</i> = Thermal diffusivity, ρ = Density of substance, <i>S</i> = Specific heat, and <i>k</i> = Thermal conductivity)</p>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/406-40-1.png""/>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/406-40-2.png""/>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/406-40-3.png""/>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/406-40-4.png""/>",,A,
<p>Which of the following statement is correct for ammonia as a refrigerant?</p>,It is toxic to mucous membranes.,it requires large displacement per TR compared to fluoro carbons.,It reacts with copper and its alloys.,all of these,,D,
<p>The wet bulb temperature at 100% relative humidity is __________ dew point temperature.</p>,same as,lower than,higher than,,,A,
<p>The use of heat exchangers is made in</p>,radiators in automobile,condensers and boilers in steam plants,condensers and evaporators in refrigeration and air conditioning units,all of the above,,D,
"<p>In a heat exchanger with one fluid evaporating or condensing, the surface area required is least in</p>",parallel flow,counter flow,cross flow,all of these,,D,
<p>Which of the following statement is correct?</p>,A grey body is one which absorbs all radiations incident on it.,"At thermal equilibrium, the emissivity and absorptivity are same.","The energy absorbed by a body to the total energy falling on it, is called emissivity.",A perfect body is one which is black in colour.,,B,
<p>The horizontal and uniformly spaced lines on a psychrometric chart indicates relative humidity.</p>,Correct,Incorrect,,,,B,
<p>The sensible heat gain is due to the __________ difference between the fresh air and the air in space.</p>,temperature,humidity,,,,A,
"<p>During cooling and dehumidification, dry bulb temperature</p>",remains constant,increases,decreases,,,C,
<p>The coefficient of performance of electrolux refrigerator is the ratio of</p>,heat supplied by the gas burner to the heat absorbed by the evaporator,heat absorbed by the evaporator to the heat supplied by the gas burner,heat supplied by the gas burner minus the heat absorbed by the evaporator to the heat supplied by the gas burner,heat absorbed by the evaporator minus the heat supplied by the gas burner to the heat absorbed by the evaporator,,B,
"<p>The sulphur sticks, in case of leakage of ammonia refrigerant, gives white smoke.</p>",True,False,,,,A,
"<p>During gas charging in an ammonia vapour compression system, the connection is made at the compressor outlet.</p>",Agree,Disagree,,,,A,
<p>The conditioned air supplied to the room must have the capacity to take up</p>,room sensible heat load only,room latent heat load only,both room sensible heat and latent heat loads,none of the above,,C,
"<p>The process of removing moisture from the air, without change in its dry bulb temperature, is called dehumidification.</p>",Correct,Incorrect,,,,A,
<p>The specific humidity during dehumidification process</p>,remains constant,increases,decreases,,,C,
<p>Which of the following refrigerant has the lowest freezing point?</p>,R-11,R-12,R-22,Ammonia,,C,
"<p>For a white body, absorptivity (α ) = 0, reflectivity (ρ) = 1 and transmittivity (τ) = 0.</p>",Correct,Incorrect,,,,A,
