question,A,B,C,D,E,answer,explanation
"<p>The C.O.P. of a refrigerator working on a reversed Carnot cycle is (where <i>T</i><sub>1</sub> = Lowest absolute temperature, and <i>T</i><sub>2</sub> = Highest absolute temperature)</p>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/415-144-1.png""/>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/415-144-2.png""/>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/415-144-3.png""/>","<img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/415-144-4.png""/>",,A,
<p>A refrigerant compressor is used to</p>,raise the pressure of the refrigerant,raise the temperature of the refrigerant,circulate the refrigerant through the refrigerating system,all of the above,,D,
"<p>In which of the following refrigeration system, waste heat can be effectively used?</p>",Vapour compression cycle,Vapour absorption cycle,Air refrigeration cycle,none of these,,B,
"<p>During heating and humidification, the final relative humidity of air</p>",is higher than that of the entering air,is lower than that of the entering air,can be lower or higher than that of the entering air,none of the above,,C,
<p>The fluids used in electrolux refrigerator are</p>,water and hydrogen,ammonia and hydrogen,"ammonia, water and hydrogen",none of these,,C,
<p>The process of undercooling is generally brought about by</p>,circulating more quantity of cooling water through the condenser,using water colder than the main circulating water,employing a heat exchanger,any one of the above,,D,
<p>The refrigerant after condensation process is cooled below the saturation temperature before throttling. Such a process is called</p>,sub-cooling or under-cooling,super-cooling,normal cooling,none of these,,A,
<p>R-12 has the __________ freezing point.</p>,lowest,highest,,,,A,
<p>The power per tonne of refrigeration is</p>,3.5/C.O.P.,C.O.P/3.5,3.5 x C.O.P.,none of these,,A,
<p>The process of heat transfer from one particle of the fluid to another by the actual movement of the fluid particles due to difference of density caused by temperature of the particle is known as</p>,conduction,free convection,forced convection,radiation,,B,
<p>The thermostatic expansion valve is also called</p>,constant pressure valve,constant temperature valve,constant superheat valve,none of these,,C,
"<p>In figure shown, <i>E</i> is a heat engine with efficiency of 0.4 and <i>R</i> is a refrigerator. It is given that <i>Q</i><sub>2</sub> + <i>Q</i><sub>4</sub> = 3<i>Q</i><sub>1</sub>. The C.O.P. of the refrigerator is <br/><img src=""/_files/images/mechanical-engineering/heat-transfer-refrigeration-and-air-conditioning/415-139-1.png""/></p>",2.5,3.0,4.0,5.0,,D,
<p>The specific humidity during cooling and dehumidification</p>,remains constant,increases,decreases,,,C,
"<p>The capillary tube, as an expansion device, is used in</p>",domestic refrigerators,water coolers,room air conditioners,all of these,,D,
"<p>In aircraft, air refrigeration Cycle is used because of</p>",low weight per tonne of refrigeration,high heat transfer rate,low temperature at high altitudes,higher coefficient of performance,,A,
<p>The material of pipe lines for a system using freon as a refrigerant should be</p>,brass,copper,steel,aluminium,,B,
"<p>The temperature of air recorded by a thermometer, when the moisture present in it begins to condense, is called wet bulb temperature.</p>",Yes,No,,,,B,
"<p>In a pressure enthalpy chart, the space to the left of the saturated liquid line represents</p>",wet vapour region,superheated vapour region,sub-cooled liquid region,none of these,,C,
<p>During sensible heating of air __________ decreases.</p>,wet bulb temperature,relative humidity,dry bulb temperature,specific humidity,,B,
<p>The overall coefficient of heat transfer is used in problems of</p>,conduction,convection,radiation,conduction and convection,,D,
<p>The boiling point of R-12 is about - 30°C.</p>,True,False,,,,A,
