question,A,B,C,D,E,answer,explanation
<p>Which of the following statement is correct regarding petrol engines?</p>,A fine fuel spray mixed with air is ignited by the heat of compression which is at a high pressure.,The fuel supplied to the engine cylinder is mixed with necessary amount of air and the mixture in ignited with the help of a spark plug.,The fuel is first evaporated after passing through a carburettor and is mixed with air before ignition.,all of the above,,B,
<p>Supercharging __________ the power developed by the engine.</p>,has no effect on,increases,decreases,,,B,
<p>Uranium has isotopes</p>,U<sub>234</sub>,U<sub>235</sub>,U<sub>238</sub>,all of these,,D,
<p>The colour of exhaust from diesel engine is generally</p>,white,bluish,black,violent,,C,
"<p>In compression ignition engines, swirl denotes a</p>",haphazard motion of the gases in the chamber,rotary motion of the gases in the chamber,radial motion of the gases in the chamber,none of the above,,B,
<p>A mixture containing 65% of iso-octane and 35% of normal heptane will have</p>,cetane number 65,octane number 65,qetane number 35,octane number 35,,B,
<p>Which of the following statement is wrong ?</p>,"In compression ignition engines, detonation occurs near the beginning of combustion.","Since the fuel, in compression ignition engines, is injected at the end of compression stroke, therefore, there will be no pre-ignition.","To eliminate knock in compression ignition engines, we want to achieve auto-ignition not early and desire a long delay period.","In compression ignition engines, because of hetrogeneous mixture, the rate of pressure rise is comparatively lower.",,C,
<p>The maximum propulsive efficiency of a turbo-jet engine is at a speed of</p>,1000 km/h,2000 km/h,2400 km/h,3000 km/h,,C,
"<p>In order to mix air and petrol in the required proportion and to supply it to the engine during suction stroke, then __________ is employed.</p>",fuel pump,injector,carburettor,none of these,,C,
<p>The advancing of spark timing in spark ignition engines will __________ knocking tendency.</p>,increase,reduce,not effect,,,A,
<p>The knocking in spark ignition engines can be reduced by</p>,retarding the spark,increasing the engine speed,both (a) and (b),none of these,,C,
<p>An atom bomb utilises uncontrolled nuclear fission.</p>,True,False,,,,A,
<p>The ratio of the brake power to the indicated power is called</p>,mechanical efficiency,overall efficiency,indicated thermal efficiency,volumetric efficiency,,A,
"<p>The increase of efficiency of a compression ignition engine, as the load decreases, is due to</p>",higher maximum temperature,qualitative governing,quantitative governing,hit and miss governing,,B,
<p>A turbo-jet does not require a turbine to drive the compressor.</p>,True,False,,,,B,
"<p>For the same maximum pressure and heat input, the exhaust temperature of petrol engine is __________ than that of diesel engine.</p>",less,more,,,,B,
<p>The compression ratio in petrol engines is kept low as compared to diesel engines because higher compression ratio in petrol engines would lead to pre-ignition of fuel.</p>,Agree,Disagree,,,,A,
<p>The cetane (C<sub>16</sub>H<sub>34</sub>) which is a straight chain paraffin is assigned a cetane number of</p>,0,50,100,120,,C,
<p>Morse test is used to determine the I.P. of a</p>,single cylinder petrol engine,four stroke engine,single cylinder diesel engine,multi-cylinder engine,,D,
<p>A moderator</p>,absorbs neutrons,does not absorb neutrons,accelerates neutrons,none of these,,B,
"<p>In a four stroke cycle diesel engine, the exhaust valve</p>",opens at 30° before bottom dead cnetre and closes at 10° after top dead centre,opens at 30° after bottom dead centre and closes at 10° before top dead centre,opens at bottom dead centre and closes at top dead centre,may open and close anywhere,,A,
<p>The two stroke cycle engines have lighter flywheel.</p>,Agree,Disagree,,,,A,
"<p>The thermodynamic cycle on which the petrol engine works, is</p>",Otto cycle,Joule cycle,Rankine cycle,Stirling cycle,,A,
<p>The inlet valve of a four stroke cycle internal combustion engine remains open for</p>,130°,180°,230°,270°,,C,
<p>The correct mixture strength (by weight) for petrol is about</p>,14.6:1,18.5:1,20.4:1,22.6:1,,A,
<p>The working pressure and temperature inside the cylinder of an internal combustion engine is __________ as compared to a steam engine.</p>,low,very low,high,very high,,D,
<p>The scavenging efficiency of a four stroke cycle diesel engine is</p>,below 50%,between 50 and 85%,between 85 and 95%,between 95 and 100%,,D,
"<p>The voltage required to produce a spark across the gap, between the sparking points is</p>",2000 to 4000 volts,4000 to 6000 volts,6000 to 10 000 volts,10 000 to 12 000 volts,,C,
<p>The control rods in the control system of nuclear reactors are used to</p>,absorb excess neutrons,control fuel consumption,control temperature,all of these,,A,
