question,A,B,C,D,E,answer,explanation
<p>What is the ratio of the peak ripple voltage level to its rms voltage level?</p>,"<img src=""/_files/images/electronic-devices-and-circuit-theory/mca15_0130a.gif""/>","<img src=""/_files/images/electronic-devices-and-circuit-theory/mca15_0130b.gif""/>","<img src=""/_files/images/electronic-devices-and-circuit-theory/mca15_0130c.gif""/>","<img src=""/_files/images/electronic-devices-and-circuit-theory/mca15_0130d.gif""/>",,A,
"<p>Calculate the dc voltage across a 2-k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/> load for an RC filter section (R = 50 <img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, C = 20 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>F). The dc voltage across the initial filter capacitor is V<sub>dc</sub> = 50 V.</p>",40.78 V,42.78 V,45.78 V,48.78 V,,D,
"<p>Refer to the given figure. If the load is short-circuited, what would be the maximum current through R<sub>1</sub>?

<br/><br/><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq18_1006_1b.jpeg""/></p>",1 A,1.2 A,1.5 A,5 A,,C,
"<p>In an improved shunt regulator, which of the following components sets the reference voltage?</p>",Transistor Q<sub>1</sub>,Zener diode,Transistor Q<sub>2</sub>,R<sub>S</sub>,,B,
<p>________ regulation can be defined as the percentage change in the output voltage for a given change in load current.</p>,Line,Load,,,,B,
<p>How many diodes conduct in the full-wave bridge rectifier while the capacitor is being charged?</p>,1,2,3,4,,B,
"<p>Refer to the given figure. If a solder splash shorted the ends of R<sub>1</sub> to each other,

<br/><br/><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq18_1006_1a.jpeg""/></p>",the op-amp would fail.,Q<sub>1</sub> would open.,the output voltage would not change.,the zener would fail.,,D,
"<p>Calculate the ripple of a capacitor filter for a peak rectified voltage of 40 V, a capacitor value C = 75 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>F, and a load current of 40 mA.</p>",3.2%,3.59%,4.03%,4.59%,,A,
<p>How many terminals does a 7800 series IC regulator have?</p>,2,3,4,none of the above,,B,
<p>What are the typical values of V<sub>ref </sub>and I<sub>adj</sub> for the LM317 adjustable voltage regulator?</p>,"1.0 V, 100 mA","1.5 V, 100 mA","1.25 V, 100 μA","1.25 V, 10 mA",,C,
"<p>In this op-amp series regulator circuit, which of the following components is the comparator circuit? <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq15_02200.gif""/></p></p>",Op-amp,Transistor Q<sub>1</sub>,R<sub>1</sub> and R<sub>2</sub> resistors,Zener diode,,A,
<p>Which component(s) set(s) the voltage across the load in a basic transistor shunt regulator?</p>,Zener diode,Transistor base-emitter voltage,Both the Zener diode and the transistor base-emitter voltage,None of the above,,C,
<p>Voltage regulation requires</p>,only line regulation.,only load regulation.,a constant load.,load and line regulation.,,D,
<p>Across which of the following components of a power supply does the average (dc) voltage exist?</p>,Diodes,Secondary of the transformer,Capacitor filter,None of the above,,C,
"<p>Switching regulators are more efficient than linear regulators and are particularly useful in ________-voltage, ________-current applications.</p>","high, high","low, high","high, low",,,B,
<p>For what range of load current can voltage regulators be selected for operation?</p>,Hundreds of picoamperes to tens of nanoamperes,Hundreds of picoamperes to tens of milliamperes,Hundreds of milliamperes to tens of amperes,None of the above,,C,
<p>The 7905 regulator IC provides ________.</p>,5 V,–5 V,12 V,–12 V,,B,
<p>What type of regulator offers inherent short-circuit protection?</p>,shunt regulators,series regulators,three-terminal regulators,switching regulators,,A,
"<p>Refer to the given figure. The inductor and capacitor are used for

<br/><br/><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq18_1006_1c.jpeg""/></p>",amplifying the error signal.,controlling the load current.,turning on the pulse-width oscillator.,filtering the dc pulse output.,,D,
"<p>Refer to the given figure. If the BE junction of Q<sub>1</sub> opens, the output voltage V<sub>OUT</sub> will

<br/><br/><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq18_1006_1a.jpeg""/></p>",increase.,decrease.,remain the same.,,,B,
"<p>This circuit is an example of the ac equivalent of an RC filter. <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq15_01800.gif""/></p></p>",True,False,,,,B,
"<p>Refer to the given figure. If the output voltage tends to decrease due to an increase in load current, the transistor will conduct for ________ time each cycle.

<br/><br/><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq18_1006_1c.jpeg""/></p>",a longer,a shorter,the same,,,A,
"<p>The larger the value of the capacitor, the smaller the peak current drawn through the rectifying diodes.</p>",True,False,,,,B,
"<p>In a shunt linear regulator, the control element is a(n) ________ in parallel with the load.</p>",inductor,capacitor,transistor,,,C,
<p>For what range of fixed regulated voltages do the series 78xx regulators provide regulation?</p>,+5 V to +24 V,+5 V to +24 V,–5 V to –24 V,None of the above,,B,
"<p>In a series linear regulator, the control element is a(n) ________ in series with the load.</p>",inductor,capacitor,transistor,,,C,
"<p>What regulated output voltage is provided for the following circuit elements: R<sub>1</sub> = 15 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, R<sub>2</sub> = 35 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>, and V<sub>Z</sub> = 11.2 V? <p> <img src=""/_files/images/electronic-devices-and-circuit-theory/mcq15_02300.gif""/></p></p>",16.50 V,17 V,17.35 V,18.25 V,,B,
<p>________ regulation can be defined as the percentage change in the output voltage for a given change in the input voltage.</p>,Line,Load,,,,A,
<p>A ________ -wave rectified signal has less ripple than a ________ -wave rectified signal and is thus better to apply to a filter.</p>,"full, half","half, full",,,,A,
