question,choices,answer
"The phase shift through the input of an RC circuit approaches _____° as the frequency approaches zero.","[""0"",""45"",""180"",""90""]",3
"What is the method that can be used to determine the values of fcl and fcu of an amplifier?","[""five time constants"",""step-response"",""sinusoidal"",""none of the above""]",1
"To reduce the effects of noise resulting in erratic switching of output states of a comparator, you can use","[""the upper trigger point."",""the lower trigger point."",""nonzero-level detection."",""hysteresis.""]",3
"A comparator with a Schmitt trigger has","[""two trigger levels."",""a fast response."",""a slow response."",""one trigger level.""]",0
"In a comparator with output bounding, what type of diode is used in the feedback loop?","[""Schottky"",""junction"",""zener"",""varactor""]",2
"In a flash A/D converter, the priority encoder is used to","[""select the first input."",""select the highest value input."",""select the lowest value input."",""select the last input.""]",1
"A differentiator is used to measure","[""the sum of the input voltages."",""the difference between two voltages."",""the area under a curve."",""the rate of change of the input voltage.""]",3
"An op-amp has an open-loop gain of 90,000. Vsat = ±13 V. A differential voltage of 0.1 V p-p is applied between the inputs. What is the output voltage?","[""13 V"",""\u201313 V"",""13 Vp-p"",""26 Vp-p""]",3
"The output of a Schmitt trigger is a","[""pulse waveform."",""sawtooth waveform."",""sinusoidal waveform."",""triangle waveform.""]",0
"A Schmitt trigger is","[""a comparator with only one trigger point."",""a comparator with hysteresis."",""a comparator with three trigger points."",""none of the above.""]",1
"An integrator circuit","[""uses a resistor in its feedback circuit."",""uses an inductor in its feedback circuit."",""uses a capacitor in its feedback circuit."",""uses a resistor in its feedback circuit or uses a capacitor in its feedback circuit""]",2
"In a(n) _____, when the input voltage exceeds a specified reference voltage, the output changes state.","[""integrator"",""differentiator"",""summing amplifier"",""comparator""]",3
"A good example of hysteresis is a(n)","[""AM radio."",""thermostat."",""alarm clock."",""none of the above""]",1
"A comparator with hysteresis is sometimes known as a(n)","[""integrator."",""differentiator."",""Schmitt trigger."",""none of the above""]",2
"What circuit produces an output that approximates the area under the curve of an input function?","[""integrator"",""differentiator"",""summing amplifier"",""comparator""]",0
"_____ is a mathematical process for determining the rate of change of a function.","[""Integration"",""Differentiation"",""Summing"",""Comparatoring""]",1
"A(n) ______ amplifier is a summing amplifier with a closed-loop gain equal to the reciprocal of the number of inputs.","[""averaging"",""scaling"",""differentiating"",""none of the above""]",0
"What type(s) of circuit(s) use comparators?","[""summer"",""nonzero-level detector"",""averaging amplifier"",""summer and nonzero-level detector""]",1
"For a common-emitter amplifier, the purpose of the emitter bypass capacitor is","[""no purpose, since it is shorted out by RE."",""to reduce noise."",""to despike the supply voltage."",""to maximize amplifier gain.""]",3
"For a common-emitter amplifier, the purpose of swamping is","[""to minimize gain."",""to reduce the effects of r\u2019e"",""to maximize gain."",""no purpose.""]",1
"An emitter-follower is also known as a","[""common-emitter amplifier."",""common-base amplifier."",""common-collector amplifier."",""Darlington pair.""]",2
"In a common-base amplifier, the input signal is connected to the","[""base."",""collector."",""emitter."",""output.""]",2
"The differential amplifier produces outputs that are","[""common mode."",""in-phase with the input voltages."",""the sum of the two input voltages."",""the difference of the two input voltages.""]",3
"The differential amplifier has","[""one input and one output."",""two inputs and two outputs."",""two inputs and one output."",""one input and two outputs.""]",1
"The dc emitter current of a transistor is 8 mA. What is the value of re?","[""320 \u2126"",""13.3 k\u2126"",""3.125 \u2126"",""5.75 \u2126""]",2
"An emitter-follower amplifier has an input impedance of 107 kΩ. The input signal is 12 mV. The approximate output voltage is (common-collector)","[""8.92 V"",""112 mV"",""12 mV"",""8.9 mV""]",2
"A Darlington pair amplifier has","[""high input impedance and high voltage gain."",""low input impedance and low voltage gain."",""a voltage gain of about 1 and a low input impedance."",""a low voltage gain and a high input impedance.""]",3
"You have a need to apply an amplifier with a very high power gain. Which of the following would you choose?","[""common-collector"",""common-base"",""common-emitter"",""emitter-follower""]",2
"What is the most important r parameter for amplifier analysis?","[""rb\u2032"",""rc\u2032"",""re\u2032"",""none of the above""]",2
"A common-emitter amplifier has _____ voltage gain, _____ current gain, _____ power gain, and _____ input impedance.","[""high, low, high, low"",""high, high, high, low"",""high, high, high, high"",""low, low, low, high""]",1
"To analyze the common-emitter amplifier, what must be done to determine the dc equivalent circuit?","[""leave circuit unchanged"",""replace coupling and bypass capacitors with opens"",""replace coupling and bypass capacitors with shorts"",""replace VCC with ground""]",1
"When the bypass capacitor is removed from a common-emitter amplifier, the voltage gain","[""increases."",""decreases."",""has very little effect."",""none of the above""]",1
"A Darlington pair provides beta ______ for ______ input resistance.","[""multiplication, decreased"",""multiplication, increased"",""division, decreased"",""none of the above""]",1
"The total gain of a multistage amplifier is the ______.","[""sum of individual voltage gains"",""sum of dB voltage gains"",""product of individual voltage gains"",""none of the above""]",1
"The advantage that a Sziklai pair has over a Darlington pair is","[""higher current gain."",""less input voltage is needed to turn it on."",""higher input impedance."",""higher voltage gain.""]",1
"A transistor data sheet usually identifies βDC as","[""hre."",""hfe."",""IC."",""VCE.""]",1
"When a transistor is used as a switch, it is stable in which two distinct regions?","[""saturation and active"",""active and cutoff"",""saturation and cutoff"",""none of the above""]",2
"For a silicon transistor, when a base-emitter junction is forward-biased, it has a nominal voltage drop of","[""0.7 V."",""0.3 V."",""0.2 V."",""VCC.""]",0
"The value of βDC","[""is fixed for any particular transistor."",""varies with temperature."",""varies with IC."",""varies with temperature and IC.""]",3
"The term BJT is short for","[""base junction transistor."",""binary junction transistor."",""both junction transistor."",""bipolar junction transistor.""]",3
"A BJT has an IB of 50 µA and a βDC of 75; IC is:","[""375 mA"",""37.5 mA"",""3.75 mA"",""0.375 mA""]",2
"A certain transistor has IC = 15 mA and IB = 167 µA; βDC is:","[""15"",""167"",""0.011"",""90""]",3
"For normal operation of a pnp BJT, the base must be ______ with respect to the emitter and ______ with respect to the collector.","[""positive, negative"",""positive, positive"",""negative, positive"",""negative, negative""]",2
"A transistor amplifier has a voltage gain of 100. If the input voltage is 75 mV, the output voltage is:","[""1.33 V"",""7.5 V"",""13.3 V"",""15 V""]",1
"A 35 mV signal is applied to the base of a properly biased transistor with an r’e = 8 Ω and RC = 1 kΩ. The output signal voltage at the collector is:","[""3.5 V"",""28.57 V"",""4.375 V"",""4.375 mV""]",2
"What is the order of doping, from heavily to lightly doped, for each region?","[""base, collector, emitter"",""emitter, collector, base"",""emitter, base, collector"",""collector, emitter, base""]",1
"What are the two types of bipolar junction transistors?","[""npn and pnp"",""pnn and nnp"",""ppn and nnp"",""pts and stp""]",0
"Which of the following is true for an npn or pnp transistor?","[""IE = IB + IC"",""IB = IC+ IE"",""IC = IB + IE"",""none of the above""]",0
"What is the ratio of IC to IB?","[""\u03b2DC"",""hFE"",""\u03b1DC"",""either \u03b2DC or hFE, but not \u03b1DC""]",3
"What is the ratio of IC to IE?","[""\u03b2DC"",""\u03b2DC \/ (\u03b2DC + 1)"",""\u03b1DC"",""either \u03b2DC \/ (\u03b2DC + 1) or \u03b1DC, but not \u03b2DC""]",3
"What does DC vary with?","[""IC"",""\u00b0C"",""both IC and \u00b0C"",""IC\u2019, but not \u00b0C""]",2
"What is (are) common fault(s) in a BJT-based circuit?","[""opens or shorts internal to the transistor"",""open bias resistor(s)"",""external opens and shorts on the circuit board"",""all of the above""]",3
"The magnitude of dark current in a phototransistor usually falls in what range?","[""mA"",""\u03bcA"",""nA"",""pA""]",2
"The intermediate frequency in a standard AM receiver is","[""455 Hz."",""455 kHz."",""4.55 MHz."",""none of the above""]",1
"If a 1 MHz carrier is amplitude modulated with a 5 kHz audio signal, the upper-side frequency is _____ kHz.","[""1005"",""1000"",""995"",""none of the above""]",0
"For a four-quadrant linear multiplier, what is the output voltage, given input voltages of Vx = +2 V and Vy = –10 V?","[""+2 V"",""+1 V"",""\u20132 V"",""\u20131 V""]",2
"The output spectrum of a _____ modulator includes upper-side and lower-side frequencies and the carrier frequency.","[""balanced"",""standard amplitude"",""none of the above"",""none of the above""]",1
"An AM demodulator can be implemented with a linear multiplier followed by a _____ filter.","[""low-pass"",""high-pass"",""band-pass"",""band-stop""]",0
"What does VCO stand for?","[""Visually-Controlled Organization"",""Voltage-Controlled Oscillator"",""Voltage-Centered Oscilloscope"",""none of the above""]",1
"A phase-locked loop (PLL) is a feedback circuit consisting of a","[""phase detector."",""low-pass filter."",""VCO."",""all of the above""]",3
"Light may be propagated along a fiber-optic cable in which of the following modes?","[""multimode step index"",""single-mode step index"",""multimode graded index"",""all of the above""]",3
"In order for a light ray to propagate along a fiber-optic cable, what must the relationship be between the angle of incidence and the critical angle?","[""\u03b8<sub>i<\/sub> &gt; \u03b8<sub>c<\/sub>"",""\u03b8<sub>i<\/sub> &lt; \u03b8<sub>c<\/sub>"",""\u03b8<sub>i<\/sub> = \u03b8<sub>c<\/sub>"",""none of the above""]",0
"A certain fiber-optic cable has the following characteristics: n1 = 1.82 and n2 = 1.73. What is the value of θc?","[""1.0\u00b0"",""0.95\u00b0"",""18.1\u00b0"",""1.81\u00b0""]",2
"If the ac supply is 50 Hz, what will be the ripple frequency out of the full-wave rectifier?","[""50 Hz"",""60 Hz"",""100 Hz"",""120 Hz""]",2
"A silicon diode in a half-wave rectifier has a barrier potential of 0.7 V. This has the effect of","[""reducing the peak output voltage by 0.7 V."",""increasing the peak output voltage by 0.7 V."",""reducing the peak input voltage by 0.7 V."",""no effect.""]",2
"In a regulated supply, what term describes how much change occurs in the output voltage for a given change in the input voltage?","[""load regulation"",""voltage regulator"",""line regulation"",""ripple voltage""]",2
"In a regulated supply, what term describes how much change occurs in the output voltage over a certain range of load current values, from minimum to maximum current?","[""line regulation"",""voltage regulator"",""current regulator"",""load regulation""]",3
"PIV is which of the following?","[""peak input voltage"",""peak inverse voltage"",""peak immediate voltage"",""positive input voltage""]",1
"A silicon diode has a voltage to ground of –117 V from the anode. The voltage to ground from the cathode is –117.7 V. The diode is","[""open."",""shorted."",""forward-biased."",""reverse-biased.""]",2
"The output frequency of a half-wave rectifier is _____ the input frequency.","[""one-half"",""twice"",""equal to"",""none of the above""]",2
"Each diode in a center-tapped full-wave rectifier is _____ -biased and conducts for _____ of the input cycle.","[""forward, 90\u00b0"",""reverse, 180\u00b0"",""forward, 180\u00b0"",""reverse, 90\u00b0""]",2
"The output frequency of a full-wave rectifier is _____ the input frequency.","[""one-half"",""equal to"",""twice"",""one-quarter""]",2
"What is the PIV for each diode in a full-wave center-tapped rectifier? Note: Vp(out) = peak output voltage.","[""Vp(out) \u2013 0.7 V"",""Vp(out) + 0.7 V"",""2Vp(out) \u2013 0.7 V"",""2Vp(out) + 0.7 V""]",3
"In the operation of a half-wave rectifier with a capacitor-input filter, the ripple factor can be lowered by _____ the value of the filter capacitor or _____ the load resistors.","[""decreasing, decreasing"",""decreasing, increasing"",""increasing, decreasing"",""increasing, increasing""]",3
"What type of diode circuit is used to clip off portions of signal voltages above or below certain levels?","[""clipper or limiter"",""clamper"",""IC voltage regulator"",""none of the above""]",0
"What type of diode circuit is used to add or restore a dc level to an electrical signal?","[""clipper or limiter"",""clamper"",""IC voltage regulator"",""none of the above""]",1
"A common-source amplifier is similar in configuration to which BJT amplifier?","[""common-base"",""common-collector"",""common-emitter"",""emitter-follower""]",2
"A common-gate amplifier is similar in configuration to which BJT amplifier?","[""common-emitter"",""common-collector"",""common-base"",""emitter-follower""]",2
"In a common-source amplifier, the purpose of the bypass capacitor, C2, is to","[""keep the source effectively at ac ground."",""provide a dc path to ground."",""provide coupling to the input."",""provide coupling to the load.""]",0
"Which FET amplifier(s) has (have) a phase inversion between input and output signals?","[""common-gate"",""common-drain"",""common-source"",""all of the above""]",2
"Input resistance of a common-drain amplifier is","[""RG || RIN<sub>(gate)<\/sub>."",""RG + RIN<sub>(gate)<\/sub>."",""RG."",""RIN(gate).""]",0
"A JFET cascade amplifier employs","[""2 common-gate amplifiers."",""2 common-source amplifiers."",""1 common-gate and 1 common-source amplifier."",""1 common-gate and 1 common-drain amplifier.""]",2
"The theoretical efficiency of a class D amplifier is","[""75%."",""85%."",""90%."",""100%.""]",3
"The input resistance at the gate of a FET is extremely","[""high."",""low."",""0"",""infinite""]",0
"There is a _____° phase inversion between gate and source in a source follower.","[""0"",""90"",""180"",""none of the above""]",0
"What is the input resistance (Rin(source)) of a common-gate amplifier?","[""Rs"",""(1\/gm)||Rs"",""1\/gm"",""none of the above""]",2
"Which type of FETs can operate with a gate-to-source Q-point value of 0 V?","[""JFET"",""E-MOSFET"",""D-MOSFET"",""none of the above""]",2
"What common factor determines the voltage gain and input resistance of a common-gate amplifier?","[""RD"",""RL"",""gm"",""none of the above""]",2
"The class D amplifier uses what type of transistors?","[""JFETs"",""BJTs"",""MOSFETs"",""any of the above""]",2
"Class D amplifiers differ from all other classes of amplifiers because","[""the output transistors are operated as switches."",""of their very low input capacitance."",""of their high-frequency response capabilities."",""they employ dual MOSFETs.""]",0
"E-MOSFETs are generally used in switching applications because","[""of their very low input capacitance."",""of their threshold characteristic (VGS(th))."",""of their high-frequency response capabilities."",""of their power handling.""]",1
"What limits the signal amplitude in an analog MOSFET switch?","[""the switch input capacitance"",""VGS(th)"",""the switch\u2019s power handling"",""VDS""]",1
"MOSFET digital switching is used to produce which digital gates?","[""inverters"",""NOR gates"",""NAND gates"",""all of the above""]",3
"CMOS digital switches use","[""n-channel and p-channel D-MOSFETs in series."",""n-channel and p-channel D-MOSFETs in parallel."",""n-channel and p-channel E-MOSFETs in series."",""n-channel and p-channel E-MOSFETs in parallel.""]",2
"MOSFETs make better power switches than BJTs because they have","[""lower turn-off times."",""lower on-state resistance."",""a positive temperature coefficient."",""all of the above""]",1
"a positive temperature coefficient.","[""all of the above"",""The voltage gain of a common-source amplifier is found by the product of gm and Rd."",""True"",""False""]",0
"For a JFET, the value of VDS at which ID becomes essentially constant is the","[""pinch-off voltage."",""cutoff voltage."",""breakdown voltage."",""ohmic voltage.""]",0
"The value of VGS that makes ID approximately zero is the","[""pinch-off voltage."",""cutoff voltage."",""breakdown voltage."",""ohmic voltage.""]",1
"For a JFET, the change in drain current for a given change in gate-to-source voltage, with the drain-to-source voltage constant, is","[""breakdown."",""reverse transconductance."",""forward transconductance."",""self-biasing.""]",2
"High input resistance for a JFET is due to","[""a metal oxide layer."",""a large input resistor to the device."",""an intrinsic layer."",""the gate-source junction being reverse-biased.""]",3
"A dual-gated MOSFET is","[""a depletion MOSFET."",""an enhancement MOSFET."",""a VMOSFET."",""either a depletion or an enhancement MOSFET.""]",3
"Which of the following devices has the highest input resistance?","[""diode"",""JFET"",""MOSFET"",""bipolar junction transistor""]",2
"A self-biased n-channel JFET has a VD = 6 V. VGS = –3 V. Find the value of VDS.","[""\u20133 V"",""\u20136 V"",""3 V"",""6 V""]",2
"A JFET data sheet specifies VGS<sub>(off)</sub> = –6 V and I<sub>DSS</sub> = 8 mA. Find the value of ID when VGS = –3 V.","[""2 mA"",""4 mA"",""8 mA"",""none of the above""]",0
"A JFET data sheet specifies VGS<sub>(off)</sub> = –10 V and I<sub>DSS</sub> = 8 mA. Find the value of ID when VGS = –3 V.","[""2 mA"",""1.4 mA"",""4.8 mA"",""3.92 mA""]",3
"The JFET is always operated with the gate-source pn junction ______ -biased.","[""forward"",""reverse"",""either forward or reverse"",""neither forward or reverse""]",1
"What three areas are the drain characteristics of a JFET (VGS = 0) divided into?","[""ohmic, constant-current, breakdown"",""pinch-off, constant-current, avalanche"",""ohmic, constant-voltage, breakdown"",""none of the above""]",0
"What type(s) of gate-to-source voltage(s) can a depletion MOSFET (D-MOSFET) operate with?","[""zero"",""positive"",""negative"",""any of the above""]",3
"The ______ has a physical channel between the drain and source.","[""D-MOSFET"",""E-MOSFET"",""V-MOSFET"",""none of the above""]",0
"Midpoint bias for a D-MOSFET is ID = ______, obtained by setting VGS = 0.","[""IDSS\/2"",""IDSS\/3.4"",""IDSS"",""none of the above""]",2
"In a self-biased JFET circuit, if VD = VDD then ID = ______.","[""0"",""1"",""2"",""cannot be determined from information above""]",0
"If VD is less than expected (normal) for a self-biased JFET circuit, then it could be caused by a(n)","[""open RG."",""open gate lead."",""FET internally open at gate."",""all of the above""]",3
"The resistance of a JFET biased in the ohmic region is controlled by","[""VD."",""VGS."",""VS."",""VDS.""]",1
"The maximum number of electrons in each shell of an atom is","[""2."",""2n^2 where n is the number of the shell."",""4."",""8.""]",1
"An n-type semiconductor material","[""is intrinsic."",""has trivalent impurity atoms added."",""has pentavalent impurity atoms added."",""requires no doping.""]",2
"A diode conducts when it is forward-biased, and the anode is connected to the __________ through a limiting resistor.","[""positive supply"",""negative supply"",""cathode"",""anode""]",0
"The wide end arrow on a schematic indicates the __________ of a diode.","[""ground"",""direction of electron flow"",""cathode"",""anode""]",3
"The term bias in electronics usually means","[""the value of ac voltage in the signal."",""the condition of current through a pn junction."",""the value of dc voltages for the device to operate properly."",""the status of the diode.""]",2
"Doping of a semiconductor material means","[""that a glue-type substance is added to hold the material together."",""that impurities are added to increase the resistance of the material."",""that impurities are added to decrease the resistance of the material."",""that all impurities are removed to get pure silicon.""]",2
"The forward voltage across a conducting silicon diode is about","[""0.3 V."",""1.7 V."",""\u20130.7 V."",""0.7 V.""]",3
"You have an unknown type of diode in a circuit. You measure the voltage across it and find it to be 0.3 V. The diode might be","[""a silicon diode."",""a germanium diode."",""a forward-biased silicon diode."",""a reverse-biased germanium diode.""]",1
"A reverse-biased diode has the ______ connected to the positive side of the source, and the ______ connected to the negative side of the source.","[""cathode, anode"",""cathode, base"",""base, anode"",""anode, cathode""]",0
"The movement of free electrons in a conductor is called","[""voltage."",""current."",""recombination."",""equilibrium.""]",1
"A silicon diode is forward-biased. You measure the voltage to ground from the anode at _____, and the voltage from the cathode to ground at _____.","[""0 V, 0.3 V"",""2.3 V, 1.6 V"",""1.6 V, 2.3 V"",""0.3 V, 0 V""]",1
"There is a small amount of current across the barrier of a reverse-biased diode. This current is called","[""forward-bias current."",""reverse breakdown current."",""conventional current."",""reverse leakage current.""]",3
"The boundary between p-type material and n-type material is called","[""a diode."",""a reverse-biased diode."",""a pn junction."",""a forward-biased diode.""]",2
"Reverse breakdown is a condition in which a diode","[""is subjected to a large reverse voltage."",""is reverse-biased and there is a small leakage current."",""has no current flowing at all."",""is heated up by large amounts of current in the forward direction.""]",0
"As the forward current through a silicon diode increases, the voltage across the diode","[""increases to a 0.7 V maximum."",""decreases."",""is relatively constant."",""decreases and then increases.""]",2
"Which statement best describes an insulator?","[""A material with many free electrons."",""A material doped to have some free electrons."",""A material with few free electrons."",""No description fits.""]",2
"As the forward current through a silicon diode increases, the internal resistance","[""increases."",""decreases."",""remains the same."",""none of the above""]",1
"A silicon diode measures a low value of resistance with the meter leads in both positions. The trouble, if any, is","[""the diode is open."",""the diode is shorted to ground."",""the diode is internally shorted."",""the diode is working correctly.""]",2
"Single-element semiconductors are characterized by atoms with ____ valence electrons.","[""3"",""4"",""5"",""2""]",1
"Effectively, how many valence electrons are there in each atom within a silicon crystal?","[""2"",""4"",""8"",""16""]",2
"What occurs when a conduction-band electron loses energy and falls back into a hole in the valence band?","[""doping"",""recombination"",""generation"",""none of the above""]",1
"What factor(s) do(es) the barrier potential of a pn junction depend on?","[""type of semiconductive material"",""the amount of doping"",""the temperature"",""all of the above""]",3
"Under normal conditions a diode conducts current when it is","[""reverse-biased."",""forward-biased."",""avalanched."",""saturated.""]",1
"For a forward-biased diode, as temperature is _____, the forward current _____ for a given value of forward voltage.","[""decreased, increases"",""increased, increases"",""increased, decreases"",""decreased, decreases""]",1
"For a forward-biased diode, the barrier potential _____ as temperature increases.","[""decreases"",""remains constant"",""increases"",""none of the above""]",0
"An ideal diode presents a(n) _____ when reversed-biased and a(n) _____ when forward-biased.","[""open, short"",""short, open"",""open, open"",""short, short""]",0
"The most common type of diode failure is a(n) _____.","[""open"",""short"",""resistive"",""None of the above""]",0
"It takes an op-amp 22 µs to change its output from –15 V to +15 V. Determine the slew rate.","[""1.36 V\/\u00b5s"",""0.68 V\/\u00b5s"",""\u20130.68 V\/\u00b5s"",""cannot determine""]",0
"A voltage-follower amplifier comes to you for service. You find the voltage gain to be 5.5 and the input impedance 22 kΩ. The probable fault in this amplifier, if any, is","[""the gain is too low for this type of amplifier."",""the input impedance is too high for this amplifier."",""nothing is wrong. The trouble must be somewhere else."",""none of these.""]",3
"An op-amp has an open-loop gain of 100,000 and a cutoff frequency of 40 Hz. Find the open-loop gain at a frequency of 30 Hz.","[""800"",""8,000"",""80,000"",""100,000""]",3
"An op-amp has an open-loop gain of 75,000 and a cutoff frequency of 100 Hz. At 1 kHz the open-loop gain is down by","[""10 dB."",""6 dB."",""20 dB."",""3 dB.""]",2
"An RC network has R = 47 kΩ and C = 0.22 µF. What is the cutoff frequency?","[""154 Hz"",""1540 Hz"",""1.54 Hz"",""15.4 Hz""]",3
"An RC network has R = 500 kΩ and C = 10 pF. Find the value of fc.","[""31831 Hz"",""31.831 kHz"",""0.031831 MHz"",""all of the above""]",3
"A certain op-amp has an open-loop voltage gain of 150,000. What is this gain expressed in dB?","[""51.7 dB"",""103.5 dB"",""150,000 dB"",""5.18 dB""]",1
"The midrange open-loop gain of an op-amp is 135 dB. With negative feedback this gain is reduced to 72 dB. The closed-loop gain is","[""135 dB."",""72 dB."",""207 dB."",""63 dB.""]",1
"Negative feedback added to an op-amp _____ the bandwidth and _____ the gain.","[""increases, increases"",""increases, decreases"",""decreases, decreases"",""decreases, increases""]",1
"A practical op-amp has very _____ input impedance, very _____ output impedance, very _____ open-loop voltage gain, and a _____ bandwidth.","[""high, low, high, wide"",""high, high, low, narrow"",""low, high, high, wide"",""low, low, low, wide""]",0
"The input offset voltage drift is a parameter directly related to VOS and _____.","[""ID"",""power dissipation"",""temperature"",""phase shift""]",2
"The maximum rate of change of the output voltage in response to a step input voltage is the _____ of an op-amp.","[""time constant"",""maximum frequency"",""slew rate"",""static discharge""]",2
"A(n) _____ amplifier configuration has a higher input impedance and a lower output impedance than the op-amp itself.","[""non-inverting"",""inverting"",""voltage-follower"",""none of the above""]",0
"A(n) _____ amplifier configuration has an input impedance approximately equal to the input resistor Ri and an output impedance approximately equal to the output impedance of the op-amp itself.","[""non-inverting"",""inverting"",""voltage-follower"",""none of the above""]",1
"The _____ amplifier configuration has the highest input impedance and the lowest output impedance of the three basic op-amp configurations.","[""non-inverting"",""inverting"",""voltage-follower"",""none of the above""]",2
"Open-loop voltage gain of an op-amp can range up to _____.","[""10,000"",""50,000"",""100,000"",""200,000""]",3
"The ______ is the voltage gain of an op-amp with external feedback.","[""Aol"",""Acl"",""Av"",""none of the above""]",1
"A three-stage op-amp can have a maximum phase lag of _____°.","[""\u2013180"",""\u201390"",""\u2013270"",""none of the above""]",2
"What is the total phase shift requirement, around the feedback loop, for a phase-shift oscillator?","[""90\u00b0"",""180\u00b0"",""270\u00b0"",""360\u00b0""]",3
"What is the relationship between the series and parallel resonant frequencies of a quartz crystal?","[""They are equal."",""Parallel resonant frequency is approximately 1 kHz higher than series resonant frequency."",""Series resonant frequency is approximately 1 kHz higher than parallel resonant frequency."",""none of the above""]",1
"At series resonance, the impedance of a crystal is","[""minimum."",""maximum."",""equal."",""zero.""]",0
"At parallel resonance, the impedance of a crystal is","[""minimum."",""maximum."",""equal."",""zero.""]",1
