question,choices,answer
"The sixth harmonic of an ac wave whose period is 0.001 second has a frequency of","[""0.006 Hz."",""167 Hz."",""7 kHz."",""6 kHz.""]",3
"A degree of phase represents:","[""6.28 cycles."",""57.3 cycles."",""1\/6.28 cycle."",""1\/360 cycle.""]",3
"Two waves have the same frequency but differ in phase by 1/20 cycle. The phase difference in degrees is:","[""18."",""20."",""36."",""5.73.""]",0
"A signal has a frequency of 1770 Hz. The angular frequency is:","[""1770 radians per second."",""11,120 radians per second."",""282 radians per second."",""Impossible to determine from the data given.""]",1
"A triangular wave:","[""Has a fast rise time and a slow decay time."",""Has a slow rise time and a fast decay time."",""Has equal rise and decay rates."",""Rises and falls abruptly.""]",2
"Three-phase ac:","[""Has waves that add up to three times the originals."",""Has three waves, all of the same magnitude."",""Is what you get at a common wall outlet."",""Is of interest only to physicists.""]",1
"If two waves have the same frequency and the same amplitude, but opposite phase, the composite wave is:","[""Twice the amplitude of either wave alone."",""Half the amplitude of either wave alone."",""A complex waveform, but with the same frequency as the originals."",""Zero.""]",3
"If two waves have the same frequency and the same phase, the composite wave:","[""Has a magnitude equal to the difference between the two originals."",""Has a magnitude equal to the sum of the two originals."",""Is complex, with the same frequency as the originals."",""Is zero.""]",1
"In a 117-V utility circuit, the peak voltage is:","[""82.7 V."",""165 V."",""234 V."",""331 V.""]",1
"In a 117-V utility circuit, the pk-pk voltage is:","[""82.7 V."",""165 V."",""234 V."",""331 V.""]",3
"In a perfect sine wave, the pk-pk value is:","[""Half the peak value."",""The same as the peak value."",""1.414 times the peak value."",""Twice the peak value.""]",3
"If a 45-Vdc battery is connected in series with the 117-V utility mains as shown in Fig. 9-15, the peak voltages will be:","[""+210 V and -120 V."",""+162 V and -72 V."",""+396 V and -286 V."",""Both equal to 117 V.""]",0
"In the situation of question 16, the pk-pk voltage will be:","[""117 V."",""210 V."",""331 V."",""396 V.""]",2
"Which one of the following does <i>not </i>affect the power output available from a particular ac generator?","[""The strength of the magnet."",""The number of turns in the coil."",""The type of natural energy source used."",""The speed of rotation of the coil or magnet.""]",2
"If a 175-V dc source were connected in series with the utility mains from a standard wall outlet, the result would be:","[""Smooth dc."",""Smooth ac."",""Ac with one peak greater than the other."",""Pulsating dc.""]",3
"An advantage of ac over dc in utility applications is:","[""Ac is easier to transform from one voltage to another."",""Ac is transmitted with lower loss in wires."",""Ac can be easily gotten from dc generators."",""Ac can be generated with less dangerous by-products.""]",0
"If a circuit has a voltage-amplification factor of 20, then the voltage gain is:","[""13 dB."",""20 dB."",""26 dB."",""40 dB.""]",2
"A gain of -15 dB in a circuit means that:","[""The output signal is stronger than the input."",""The input signal is stronger than the output."",""The input signal is 15 times as strong as the output."",""The output signal is 15 times as strong as the input.""]",1
"A device has a voltage gain of 23 dB. The input voltage is 3.3 V. The output voltage is:","[""76 V."",""47 V."",""660 V."",""Not determinable from the data given.""]",1
"A power gain of 44 dB is equivalent to an output/input power ratio of:","[""44."",""160."",""440."",""25,000.""]",3
"A resistor between the base of an NPN bipolar transistor and the positive supply voltage is used to:","[""Provide proper bias."",""Provide a path for the input signal."",""Provide a path for the output signal."",""Limit the collector current.""]",0
"The capacitance values in an amplifier circuit depend on:","[""The supply voltage."",""The polarity."",""The signal strength."",""The signal frequency.""]",3
"A class-A circuit would not work well as:","[""A stereo hi-fi amplifier."",""A television transmitter PA."",""A low-level microphone preamplifier."",""The first stage in a radio receiver.""]",1
"In which of the following FET amplifier types does drain current flow for 50 percent of the signal cycle?","[""Class A."",""Class AB1."",""Class AB2."",""Class B.""]",3
"Which of the following amplifier types produces the least distortion of the signal waveform?","[""Class A."",""Class AB1."",""Class AB2."",""Class B.""]",0
"Which bipolar amplifier type has some distortion in the signal wave, with collector current during most, but not all, of the cycle?","[""Class A."",""Class AB1."",""Class AB2."",""Class B.""]",2
"How can a class-B amplifier be made suitable for hi-fi audio applications?","[""By increasing the bias."",""By using two transistors in push-pull."",""By using tuned circuits in the output."",""A class-B amplifier cannot work well for hi-fi audio.""]",1
"How can a class-C amplifier be made linear?","[""By reducing the bias."",""By increasing the drive."",""By using two transistors in push-pull."",""A class-C amplifier cannot be made linear.""]",3
"Which of the following amplifier classes generally needs the most driving power?","[""Class A."",""Class AB1."",""Class AB2."",""Class B.""]",3
"A graphic equalizer is a form of:","[""Bias control."",""Gain control."",""Tone control."",""Frequency control.""]",2
"A disadvantage of transfer coupling, as opposed to capacitive coupling, is that:","[""Transformers can\u2019t match impedances."",""Transformers can\u2019t work above audio frequencies."",""Transformers cost more."",""Transformers reduce the gain.""]",3
"A certain bipolar-transistor PA is 66 percent efficient. The output power is 33 W. The dc collector power input is:","[""22 W."",""50 W."",""2.2 W."",""None of the above.""]",1
"A broadband PA is:","[""Generally easy to use."",""More efficient than a tuned PA."",""Less likely than a tuned PA to amplify unwanted signals."",""Usable only at audio frequencies.""]",0
"A tuned PA must always be:","[""Set to work over a wide range of frequencies."",""Adjusted for maximum power output."",""Made as efficient as possible."",""Operated in class C.""]",1
"A loading control in a tuned PA:","[""Provides an impedance match between the bipolar transistor or FET and the load."",""Allows broadband operation."",""Adjusts the resonant frequency."",""Controls the input impedance.""]",2
"A wiring diagram would most likely be found in:","[""An engineer\u2019s general circuit idea notebook."",""An advertisement for an electrical device."",""The service\/repair manual for a radio receiver."",""A procedural flowchart.""]",2
"Given a dc voltage source delivering 24 V and a circuit resistance of 3.3 KΩ, what is the current?","[""0.73 A."",""138 A."",""138 mA."",""7.3 mA.""]",3
"Suppose that a circuit has 472 Ω of resistance and the current is 875 mA. Then the source voltage is:","[""413 V."",""0.539 V."",""1.85 V."",""None of the above.""]",0
"The dc voltage in a circuit is 550 mV and the current is 7.2 mA. Then the resistance is:","[""0.76 \u03a9."",""76 \u03a9."",""0.0040 \u03a9."",""None of the above.""]",1
"Given a dc voltage source of 3.5 kV and a circuit resistance of 220 Ω, what is the current?","[""16 mA."",""6.3 mA."",""6.3 A."",""None of the above.""]",3
"A circuit has a total resistance of 473,332 Ω and draws 4.4 mA. The best expression for the voltage of the source is:","[""2082 V."",""110 kV."",""2.1 kV."",""2.08266 kV.""]",2
"A source delivers 12 V and the current is 777 mA. Then the best expression for the resistance is:","[""15 \u03a9."",""15.4 \u03a9."",""9.3 \u03a9."",""9.32 \u03a9.""]",0
"The voltage is 250 V and the current is 8.0 mA. The power dissipated by the potentiometer is:","[""31 mW."",""31 W."",""2.0 W."",""2.0 mW.""]",2
"The voltage from the source is 12 V and the potentiometer is set for 470 Ω. The power is about:","[""310 mW."",""25.5 mW."",""39.2 W."",""3.26 W.""]",0
"The current through the potentiometer is 17 mA and its value is 1.22KΩ. The power is:","[""0.24 \u03bcW."",""20.7 W."",""20.7 mW."",""350 mW.""]",3
"Suppose six resistors are hooked up in series, and each of them has a value of 540 Ω. Then the total resistance is:","[""90 \u03a9."",""3.24 K\u03a9."",""540 \u03a9."",""None of the above.""]",1
"Four resistors are connected in series, each with a value of 4.0 KΩ. The total resistance is:","[""1 K\u03a9."",""4 K\u03a9."",""8 K\u03a9."",""16 K\u03a9.""]",3
"Suppose you have three resistors in parallel, each with a value of 68,000 Ω. Then the total resistance is:","[""23 \u03a9."",""23 K\u03a9."",""204 \u03a9."",""0.2 M\u03a9.""]",1
"You have an unlimited supply of 1-W, 100-Ω resistors. You need to get a 100- Ω, 10-W resistor. This can be done most cheaply by means of a series-parallel matrix of","[""3 X 3 resistors."",""4 X 3 resistors."",""4 X 4 resistors."",""2 X 5 resistors.""]",2
"You have an unlimited supply of 1-W, 1000-Ω resistors, and you need a 500-Ω resistance rated at 7 W or more. This can be done by assembling:","[""Four sets of two 1000-\u03a9 resistors in series, and connecting these four sets in parallel."",""Four sets of two 1000-\u03a9 resistors in parallel, and connecting these four sets in series."",""A 3 X 3 series-parallel matrix of 1000-\u03a9 resistors."",""Something other than any of the above.""]",0
"You have an unlimited supply of 1-W, 1000-Ω resistors, and you need to get a 3000-Ω, 5-W resistance. The best way is to:","[""Make a 2 X 2 series-parallel matrix."",""Connect three of the resistors in parallel."",""Make a 3 X 3 series-parallel matrix."",""Do something other than any of the above.""]",3
"Good engineering practice usually requires that a series-parallel resistive network be made:","[""From resistors that are all very rugged."",""From resistors that are all the same."",""From a series combination of resistors in parallel."",""From a parallel combination of resistors in series.""]",1
"The binary number 110001 represents the digital number:","[""49."",""25."",""21."",""13.""]",0
"The fifth digit from the right in a binary number carries a decimal value of:","[""64."",""32."",""24."",""16.""]",3
"The largest possible decimal number that can be represented by six binary digits (bits) is:","[""256."",""128."",""64."",""63.""]",3
"Which of the following voltages could normally represent a 1 in positive logic?","[""0 V."",""+ 1 V."",""+ 4 V."",""+ 12 V.""]",2
"Which of the following voltages might normally represent a 1 in negative logic?","[""0 V."",""+ 4 V."",""+ 6 V."",""+ 12 V.""]",3
"If X is low, what is the state of X AND Y?","[""There is not enough information to tell."",""Low."",""High."",""This logic statement makes no sense.""]",0
"If X is high, what is the state of X NOR Y?","[""There is not enough information to tell."",""Low."",""High."",""This logic statement makes no sense.""]",1
"If X and Y are both high, what is the state of X NAND Y?","[""There is not enough information to tell."",""Low."",""High."",""This logic statement makes no sense.""]",1
"If X is high and Y is low, what is the state of X NOT Y?","[""There is not enough information to tell."",""Low."",""High."",""This logic statement makes no sense.""]",3
"A logic circuit has four inputs W, X, Y, and Z. How many possible input combinations are there?","[""4."",""8."",""16."",""32.""]",2
"Data sent along a single line, one bit after another, is called:","[""Serial."",""Synchronous."",""Parallel."",""Asynchronous.""]",0
"If X = 1 and Y = 1, then X + YZ is:","[""Always 0."",""0 if Z = 0, and 1 if Z = 1."",""1 if Z = 0, and 0 if Z = 1."",""Always 1.""]",3
"If X = 0 and Y = 1, then X(Y + Z) is:","[""Always 0."",""0 if Z = 0, and 1 if Z = 1."",""1 if Z = 0, and 0 if Z = 1."",""Always 1.""]",0
"An advantage of a J-K over an R-S flip-flop is that:","[""The J-K flip-flop is faster."",""The J-K can attain more states."",""The J-K always has predictable outputs."",""No! An R-S flip-flop is superior to a J-K.""]",2
"In positive-edge triggering, the change of state occurs when:","[""The pulse level is high."",""The pulse level is going from high to low."",""The pulse level is going from low to high."",""The pulse level is low.""]",2
"The inputs of an R-S flip-flop are known as:","[""Low and high."",""Asynchronous."",""Synchronous."",""Set and reset.""]",3
"When both inputs of an R-S flip-flop are 0:","[""The outputs stay as they are."",""Q = 0 and -Q = 1."",""Q = 1 and -Q = 0."",""The resulting outputs can be absurd.""]",0
"When both inputs of an R-S flip-flop are 1:","[""The outputs stay as they are."",""Q = 0 and -Q = 1."",""Q = 1 and -Q = 0."",""The resulting outputs can be absurd.""]",3
"A frequency synthesizer makes use of","[""An OR gate."",""A divider."",""The octal numbering system."",""The hexadecimal numbering system.""]",1
"The atomic weight of an element is approximately determined by:","[""The number of neutrons."",""The number of protons."",""The number of neutrons plus the number of protons."",""The number of electrons.""]",2
"Suppose there is an atom of oxygen, containing eight protons and eight neutrons in the nucleus, and two neutrons are added to the nucleus. The resulting atomic weight is about:","[""8."",""10."",""16."",""18.""]",3
"An ion:","[""Is electrically neutral."",""Has positive electric charge."",""Has negative electric charge."",""Might have either a positive or negative charge.""]",3
"An isotope:","[""Is electrically neutral."",""Has positive electric charge."",""Has negative electric charge."",""Might have either a positive or negative charge.""]",3
"A molecule:","[""Might consist of just a single atom of an element."",""Must always contain two or more elements."",""Always has two or more atoms."",""Is always electrically charged.""]",0
"In a compound:","[""There can be just a single atom of an element."",""There must always be two or more elements."",""The atoms are mixed in with each other but not joined."",""There is always a shortage of electrons.""]",1
"An electrical insulator can be made a conductor:","[""By heating."",""By cooling."",""By ionizing."",""By oxidizing.""]",2
"Of the following substances, the worst conductor is:","[""Air."",""Copper."",""Iron."",""Salt water.""]",0
"Of the following substances, the best conductor is:","[""Air."",""Copper."",""Iron."",""Salt water.""]",1
"Movement of holes in a semiconductor:","[""Is like a flow of electrons in the same direction."",""Is possible only if the current is high enough."",""Results in a certain amount of electric current."",""Causes the material to stop conducting.""]",2
"If a material has low resistance:","[""It is a good conductor."",""It is a poor conductor."",""The current flows mainly in the form of holes."",""Current can flow only in one direction.""]",0
"A coulomb:","[""Represents a current of one ampere."",""Flows through a 100-watt light bulb."",""Is one ampere per second."",""Is an extremely large number of charge carriers.""]",3
"A stroke of lightning:","[""Is caused by a movement of holes in an insulator."",""Has a very low current."",""Is a discharge of static electricity."",""Builds up between clouds.""]",2
"The volt is the standard unit of:","[""Current."",""Charge."",""Electromotive force."",""Resistance.""]",2
"If an EMF of one volt is placed across a resistance of two ohms, then the current is:","[""Half an ampere."",""One ampere."",""Two amperes."",""One ohm.""]",0
"A backwards-working electric motor is best described as:","[""An inefficient, energy-wasting device."",""A motor with the voltage connected the wrong way."",""An electric generator."",""A magnetic-field generator.""]",2
"In some batteries, chemical energy can be replenished by:","[""Connecting it to a light bulb."",""Charging it."",""Discharging it."",""No means known; when a battery is dead, you have to throw it away.""]",1
"A changing magnetic field:","[""Produces an electric current in an insulator."",""Magnetizes the earth."",""Produces a fluctuating electric field."",""Results from a steady electric current.""]",2
"Light is converted into electricity:","[""In a dry cell."",""In a wet cell."",""In an incandescent bulb."",""In a photovoltaic cell.""]",3
"As capacitor plate area increases, all other things being equal:","[""The capacitance increases."",""The capacitance decreases."",""The capacitance does not change."",""The voltage-handling ability increases.""]",0
"As the spacing between plates in a capacitor is made smaller, all other things being equal:","[""The capacitance increases."",""The capacitance decreases."",""The capacitance does not change."",""The voltage-handling ability increases.""]",0
"A material with a high dielectric constant:","[""Acts to increase capacitance per unit volume."",""Acts to decrease capacitance per unit volume."",""Has no effect on capacitance."",""Causes a capacitor to become polarized.""]",0
"A capacitance of 100 pF is the same as:","[""0.01 \u03bcF."",""0.001 \u03bcF."",""0.0001 \u03bcF."",""0. 00001 \u03bcF.""]",2
"A capacitance of 0.033 μF is the same as:","[""33 pF."",""330 pF."",""3300 pF."",""33,000 pF.""]",3
"Five 0.050-μF capacitors are connected in parallel. The total capacitance is:","[""0.010 \u03bcF."",""0.25 \u03bcF."",""0.50 \u03bcF."",""0.025 \u03bcF.""]",1
"If the same five capacitors are connected in series, the total capacitance will be:","[""0.010 \u03bcF."",""0.25 \u03bcF."",""0.50 \u03bcF."",""0.025 \u03bcF.""]",0
"Two capacitors are in series. Their values are 47 pF and 33 pF. The composite value is:","[""80 pF."",""47 pF."",""33 pF."",""19 pF.""]",3
"Two capacitors are in parallel. Their values are 47 pF and 470 μF. The combination capacitance is:","[""47 pF."",""517 pF."",""517 \u03bcF."",""470 \u03bcF.""]",3
"Three capacitors are in parallel. Their values are 0.0200 μF, 0.0500 μF and 0.10000 μF. The total capacitance is:","[""0.0125 \u03bcF."",""0.170 \u03bcF."",""0.1 \u03bcF."",""0.125 \u03bcF.""]",1
"Air works well as a dielectric mainly because it:","[""Has a high dielectric constant."",""Is not physically dense."",""Has low loss."",""Allows for large capacitance in a small volume.""]",2
"Which of the following is <i>not </i>a characteristic of mica capacitors?","[""High efficiency."",""Small size."",""Capability to handle high voltages."",""Low loss.""]",1
"A disk ceramic capacitor might have a value of:","[""100 pF."",""33 \u03bcF."",""470 \u03bcF."",""10,000 \u03bcF.""]",0
"A paper capacitor might have a value of:","[""0.001 pF."",""0.01 \u03bcF."",""100 \u03bcF."",""3300 \u03bcF.""]",1
"An air-variable capacitor might have a range of:","[""0.01 \u03bcF to 1 \u03bcF."",""1 \u03bcF to 100 \u03bcF."",""1 pF to 100 pF."",""0.001 pF to 0.1 pF.""]",2
"Which of the following types of capacitors is polarized?","[""Paper"",""Mica."",""Interelectrode."",""Electrolytic.""]",3
"If a capacitor has a negative temperature coefficient:","[""Its value decreases as the temperature rises."",""Its value increases as the temperature rises."",""Its value does not change with temperature."",""It must be connected with the correct polarity.""]",0
"A capacitor is rated at 33 pF, plus or minus 10 percent. Which of the following capacitances is outside the acceptable range?","[""30 pF."",""37 pF."",""35 pF."",""31 pF.""]",1
"A capacitor, rated at 330 pF, shows an actual value of 317 pF. How many percent off is its value?","[""0.039."",""3.9."",""0.041."",""4.1.""]",1
"If the dielectric material between the plates of a capacitor is changed, all other things being equal:","[""The value of <i>XC <\/i>increases negatively."",""The value of <i>XC <\/i>decreases negatively."",""The value of <i>XC <\/i>does not change."",""You can\u2019t say what happens to <i>XC <\/i>without more data.""]",3
"As the frequency of a wave gets lower, all other things being equal, the value of <i>XC </i>for a capacitor:","[""Increases negatively."",""Decreases negatively."",""Does not change."",""Depends on the current.""]",0
"A capacitor has a value of 330 pF. What is its capacitive reactance at a frequency of 800 kHz?","[""-1.66 \u03a9."",""-0.00166 \u03a9."",""-603 \u03a9."",""-603 K \u03a9.""]",2
"A capacitor has a reactance of -4.50 Ω at 377 Hz. What is its capacitance?","[""9.39 \u03bcF."",""93.9 \u03bcF."",""7.42 \u03bcF."",""74.2 \u03bcF.""]",1
"A capacitor has a value of 47 μF. Its reactance is -47 Ω. What is the frequency?","[""72 Hz."",""7.2 MHz."",""0.000072 Hz."",""7.2 Hz.""]",0
"A capacitor has <i>XC </i>= -8800 Ω at <i>f </i>= 830 kHz. What is <i>C</i>?","[""2.18 \u03bcF."",""21.8 pF."",""0.00218 \u03bcF."",""2.18 pF.""]",1
"A capacitor has <i>C </i>= 166 pF at <i>f </i>= 400 kHz. What is <i>XC</i>?","[""-2.4 K \u03a9."",""-2.4 \u03a9."",""-2.4 x 10<sup>-6<\/sup> \u03a9."",""-2.4 M \u03a9.""]",0
"A capacitor has <i>C </i>= 4700 μF and <i>XC</i> = -33 Ω. What is <i>f</i>?","[""1.0 Hz."",""10 Hz."",""1.0 kHz."",""10 kHz.""]",0
"Each point in the RC plane:","[""Corresponds to a unique inductance."",""Corresponds to a unique capacitance."",""Corresponds to a unique combination of resistance and capacitance."",""Corresponds to a unique combination of resistance and reactance.""]",3
"If <i>R </i>increases in an RC circuit, but <i>XC </i>is always zero, then the vector in the RC plane will:","[""Rotate clockwise."",""Rotate counterclockwise."",""Always point straight towards the right."",""Always point straight down.""]",2
"If the resistance <i>R </i>increases in an RC circuit, but the capacitance and the frequency are nonzero and constant, then the vector in the RC plane will:","[""Get longer and rotate clockwise."",""Get longer and rotate counterclockwise."",""Get shorter and rotate clockwise."",""Get shorter and rotate counterclockwise.""]",1
"Each impedance <i>R </i>– <i>jXC</i>:","[""Represents a unique combination of resistance and capacitance."",""Represents a unique combination of resistance and reactance."",""Represents a unique combination of resistance and frequency."",""All of the above.""]",1
"In an RC circuit, as the ratio of capacitive reactance to resistance, –<i>XC</i>/<i>R</i>, gets closer to zero, the phase angle:","[""Gets closer to -90 degrees."",""Gets closer to 0 degrees."",""Stays the same."",""Cannot be found.""]",1
"In a purely resistive circuit, the phase angle is:","[""Increasing."",""Decreasing."",""0 degrees."",""-90 degrees.""]",2
"If the ratio of <i>XC</i>/<i>R </i>is 1, the phase angle is:","[""0 degrees."",""-45 degrees."",""-90 degrees."",""Impossible to find; there\u2019s not enough data given.""]",1
"In Fig. 14-13, the impedance shown is:","[""8.02 + <i>j<\/i>323."",""323 + <i>j<\/i>8.02."",""8.02 \u2013 <i>j<\/i>323."",""323 \u2013 <i>j<\/i>8.02.""]",2
"In Fig. 14-13, note that the <i>R </i>and <i>XC </i>scale divisions are not the same size. The phase angle is","[""1.42 degrees."",""About -60 degrees, from the looks of it."",""-58.9 degrees."",""-88.6 degrees.""]",3
"An RC circuit consists of a 150-pF capacitor and a 330 Ω resistor in series. What is the phase angle at a frequency of 1.34 MHz?","[""\u201367.4 degrees."",""\u201322.6 degrees."",""\u201324.4 degrees."",""\u201365.6 degrees.""]",0
"An RC circuit has a capacitance of 0.015 μF. The resistance is 52 Ω. What is the phase angle at 90 kHz?","[""\u201324 degrees."",""\u20130.017 degrees."",""\u201366 degrees."",""None of the above.""]",2
"A cell that cannot be recharged is:","[""A dry cell."",""A wet cell."",""A primary cell."",""A secondary cell.""]",2
"A Weston cell is generally used:","[""As a current reference source."",""As a voltage reference source."",""As a power reference source."",""As an energy reference source.""]",1
"The voltage in a battery is:","[""Less than the voltage in a cell of the same kind."",""The same as the voltage in a cell of the same kind."",""More than the voltage in a cell of the same kind."",""Always a multiple of 1.018 V.""]",2
"A direct short-circuit of a battery can cause:","[""An increase in its voltage."",""No harm other than a rapid discharge of its energy."",""The current to drop to zero."",""An explosion.""]",3
"A cell of 1.5 V supplies 100 mA for seven hours and twenty minutes, and then it is replaced. It has supplied:","[""7.33 Ah."",""733 mAh."",""7.33 Wh."",""733 mWh.""]",1
"A 12-V auto battery is rated at 36 Ah. If a 100-W, 12-Vdc bulb is connected across this battery, about how long will the bulb stay lit, if the battery has been fully charged?","[""4 hours and 20 minutes."",""432 hours."",""3.6 hours."",""21.6 minutes.""]",0
"Alkaline cells:","[""Are cheaper than zinc-carbon cells."",""Are generally better in radios than zinc-carbon cells."",""Have higher voltages than zinc-carbon cells."",""Have shorter shelf lives than zinc-carbon cells.""]",1
"The energy in a cell or battery depends mainly on:","[""Its physical size."",""The current drawn from it. Cells and Batteries"",""Its voltage."",""All of the above.""]",0
"In which of the following places would a “lantern” battery most likely be found?","[""A heart pacemaker."",""An electronic calculator."",""An LCD wall clock."",""A two-way portable radio.""]",3
"In which of the following places would a transistor battery be the best power-source choice?","[""A heart pacemaker."",""An electronic calculator."",""An LCD wristwatch."",""A two-way portable radio.""]",1
"In which of the following places would you most likely choose a lithium battery?","[""A microcomputer memory backup."",""A two-way portable radio."",""A portable audio cassette player."",""A rechargeable flashlight.""]",0
"Where would you most likely find a lead-acid battery?","[""In a portable audio cassette player."",""In a portable video camera\/recorder."",""In an LCD wall clock."",""In a flashlight.""]",1
"A cell or battery that keeps up a constant current-delivering capability almost until it dies is said to have:","[""A large ampere-hour rating."",""Excellent energy capacity."",""A flat discharge curve."",""Good energy storage per unit volume.""]",2
"Where might you find a NICAD battery?","[""In a satellite."",""In a portable cassette player."",""In a handheld radio transceiver."",""In more than one of the above.""]",3
"A disadvantage of mercury cells and batteries is that:","[""They don\u2019t last as long as other types."",""They have a flat discharge curve."",""They pollute the environment."",""They need to be recharged often.""]",2
"Which kind of battery should never be used until it “dies”?","[""Silver-oxide."",""Lead-acid."",""Nickel-cadmium."",""Mercury.""]",2
"The current from a solar panel is increased by:","[""Connecting solar cells in series."",""Using NICAD cells in series with the solar cells."",""Connecting solar cells in parallel."",""Using lead-acid cells in series with the solar cells.""]",2
"An interactive solar power system:","[""Allows a homeowner to sell power to the utility."",""Lets the batteries recharge at night."",""Powers lights but not electronic devices."",""Is totally independent from the utility.""]",0
"One reason why it is impractical to make an extremely high-voltage battery of cells is that:","[""There\u2019s a danger of electric shock."",""It is impossible to get more than 103.5 V with electrochemical cells."",""The battery would weigh to much."",""There isn\u2019t any real need for such thing.""]",3
"The Web would probably work fastest for a user in New York at:","[""2:00 a.m. local time on a Tuesday."",""4:00 p.m. local time on a Wednesday."",""12:30 p.m. local time on a Thursday."",""Any of the above times; it does not matter.""]",0
"Image resolution can be specified in terms of:","[""Megahertz."",""Color intensity."",""Wavelength."",""Dot pitch.""]",3
"A cluster is a unit of:","[""Frequency on a hard drive."",""Data on the Internet."",""Data on a hard drive."",""Bandwidth on the Internet.""]",2
"An example of a mass-storage device is a:","[""Hard drive."",""Microprocessor."",""Modem."",""Read-write head.""]",0
"Bits per second (bps) is a unit of:","[""Computer memory."",""Mass storage."",""Image resolution."",""Data speed.""]",3
"A platter is a:","[""Part of a hard drive."",""Unit of memory."",""Element of a digital image."",""Semiconductor chip.""]",0
"Protocol ensures that:","[""A hard drive runs smoothly."",""A monitor reproduces color accurately."",""A printer generates a clear image."",""Computers can exchange data.""]",3
"A packet is:","[""A computer memory module."",""A unit of 210 bytes."",""A piece of a file sent over the Net."",""A picture element in a computer monitor.""]",2
"A motherboard contains:","[""A microprocessor."",""An external modem."",""A diskette drive."",""A display screen.""]",0
