question,choices,answer
"If the bit rate for a 16-QAM signal is 4000 bps, what is the baud rate?","[""1200"",""1000"",""400"",""300""]",1
"ASK, PSK, FSK, and QAM are examples of ________ conversion.","[""analog-to-analog"",""digital-to-digital"",""analog-to-digital"",""digital-to-analog""]",3
"If the bit rate for an FSK signal is 1200 bps, the baud rate is ________.","[""1200"",""600"",""400"",""300""]",0
"The constellation diagram of BASK has ______ dots.","[""0"",""1"",""2"",""none of the above""]",2
"The Federal Communications Commission (FCC) allows ______kHz for each AM station.","[""20"",""10"",""5"",""none of the above""]",1
"How many carrier frequencies are used in BFSK?","[""2"",""1"",""0"",""none of the above""]",0
"In _____ transmission, the phase of the carrier signal is modulated to follow the changing voltage level (amplitude) of the modulating signal.","[""AM"",""FM"",""PM"",""none of the above""]",2
"_________ conversion is the representation of analog information by an analog signal.","[""Analog-to-analog"",""Digital-to-digital"",""Analog-to-digital"",""Digital-to-analog""]",0
"In _____ transmission, the carrier signal is modulated so that its amplitude varies with the changing amplitudes of the modulating signal.","[""PM"",""FM"",""AM"",""none of the above""]",2
"In QAM, both ________ of a carrier frequency are varied.","[""phase and frequency"",""amplitude and phase"",""frequency and amplitude"",""none of the above""]",1
"________ uses two carriers, one in-phase and the other quadrature.","[""QAM"",""ASK"",""FSK"",""PSK""]",0
"Given an AM radio signal with a bandwidth of 10 KHz and the highest-frequency component at 705 KHz, what is the frequency of the carrier signal?","[""710 KHz"",""705 KHz"",""700 KHz"",""Cannot be determined from given information""]",2
"A constellation diagram shows us the __________ of a signal element, particularly when we are using two carriers (one in-phase and one quadrature).","[""amplitude and frequency"",""amplitude and phase"",""frequency and phase"",""none of the above""]",1
"If the baud rate for a 64-QAM signal is 2000, what is the bit rate?","[""12000"",""1000"",""400"",""300""]",0
"In synchronous TDM, for n signal sources of the same data rate, each frame contains _______ slots.","[""n + 1"",""n \u2013 1"",""0 to n"",""n""]",3
"Which multiplexing technique transmits digital signals?","[""WDM"",""FDM"",""TDM"",""None of the above""]",2
"The sharing of a medium and its link by two or more devices is called _______.","[""modulation"",""multiplexing"",""encoding"",""line discipline""]",1
"_______ is designed to be used in wireless applications in which stations must be able to share the medium without interception by an eavesdropper and without being subject to jamming from a malicious intruder.","[""Multiplexing"",""Spread spectrum"",""Modulation"",""None of the above.""]",1
"______ is an analog multiplexing technique to combine optical signals.","[""WDM"",""FDM"",""TDM"",""None of the above""]",0
"FDM is an _________technique.","[""digital"",""analog"",""either (a) or (b)"",""none of the above""]",1
"______ can be applied when the bandwidth of a link (in hertz) is greater than the combined bandwidths of the signals to be transmitted.","[""TDM"",""FDM"",""Both (a) or (b)"",""Neither (a) or (b)""]",1
"In TDM, the transmission rate of the multiplexed path is usually _______ the sum of the transmission rates of the signal sources.","[""equal to"",""less than"",""greater than"",""not related to""]",2
"In a multiplexed system, ____ lines share the bandwidth of _____ link.","[""1; n"",""n; 1"",""1; 1"",""n; n""]",1
"_________ utilization is the use of available bandwidth to achieve specific goals.","[""Amplitude"",""Frequency"",""Bandwidth"",""None of the above""]",2
"____ is designed to use the high bandwidth capability of fiber-optic cable.","[""WDM"",""FDM"",""TDM"",""None of the above""]",0
"We can divide ____ into two different schemes: synchronous or statistical.","[""WDM"",""TDM"",""FDM"",""none of the above""]",1
"In ________ TDM, each input connection has an allotment in the output even if it is not sending data.","[""isochronous"",""statistical"",""synchronous"",""none of the above""]",2
"In ________ TDM, slots are dynamically allocated to improve bandwidth efficiency.","[""isochronous"",""synchronous"",""statistical"",""none of the above""]",2
"The word ______ refers to the portion of a _______ that carries a transmission.","[""line; channel"",""channel; link"",""link; channel"",""line; link""]",1
"Which multiplexing technique shifts each signal to a different carrier frequency?","[""FDM"",""TDM"",""Both (a) and (b)"",""None of the above""]",0
"Which multiplexing technique transmits analog signals?","[""WDM"",""TDM"",""FDM"",""(a) and (c)""]",3
"________ is the set of techniques that allows the simultaneous transmission of multiple signals across a single data link.","[""Demodulating"",""Multiplexing"",""Compressing"",""None of the above""]",1
"________ can be achieved by using multiplexing; ______ can be achieved by using spreading.","[""Privacy and antijamming; efficiency"",""Privacy and efficiency; antijamming"",""Efficiency; privacy and antijamming"",""Efficiency and antijamming; privacy""]",2
"The ______ technique expands the bandwidth of a signal by replacing each data bit with n bits.","[""DSSS"",""FHSS"",""FDM"",""TDM""]",0
"________ is a digital process that allows several connections to share the high bandwidth of a link.","[""WDM"",""TDM"",""FDM"",""None of the above""]",1
"_______ is a digital multiplexing technique for combining several low-rate channels into one high-rate one.","[""WDM"",""TDM"",""FDM"",""None of the above""]",1
"In ________, we combine signals from different sources to fit into a larger bandwidth.","[""line coding"",""block coding"",""spread spectrum"",""none of the above""]",2
"Which multiplexing technique involves signals composed of light beams?","[""WDM"",""FDM"",""TDM"",""none of the above""]",0
"The _______ defines the maximum data rate of the traffic.","[""peak data rate"",""maximum burst size"",""effective bandwidth"",""none of the above""]",0
"In Frame Relay, the _____________ defines an average rate in bits per second.","[""access rate"",""committed burst size"",""committed information rate"",""excess burst size""]",2
"In ________ congestion control, policies are applied to prevent congestion before it happens.","[""open-loop"",""closed-loop"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"In ________ we try to avoid traffic congestion.","[""congestion control"",""quality of service"",""either (a) or (b)"",""both (a) and (b)""]",0
"_________ is a characteristic that a flow needs. Lack of it means losing a packet or acknowledgment, which entails retransmission.","[""Reliability"",""Delay"",""Jitter"",""Bandwidth""]",0
"In a network, after the load reaches the capacity, throughput _______.","[""increases sharply"",""increases proportionally with the load"",""declines sharply"",""declines proportionally with the load""]",2
"In _________ queuing, the packets are assigned to different classes and admitted to different queues. The queues, however, are weighted based on the priority of the queues; higher priority means a higher weight. The system processes packets in each queue in a round-robin fashion with the number of packets selected from each queue based on the corresponding weight.","[""FIFO"",""priority"",""weighted fair"",""none of the above""]",2
"In ATM, the _________ class is a best-effort delivery service that does not guarantee anything.","[""CBR"",""VBR"",""ABR"",""UBR""]",3
"The________ normally refers to the maximum length of time the traffic is generated at the peak rate.","[""peak data rate"",""maximum burst size"",""effective bandwidth"",""none of the above""]",1
"In _______ congestion control, mechanisms are used to alleviate congestion after it happens.","[""open-loop"",""closed-loop"",""either (a) or (b)"",""neither (a) nor (b)""]",1
"_______ happens in any system that involves waiting.","[""Congestion"",""Jamming"",""Error"",""none of the above""]",0
"In the ________ algorithm of TCP, the size of the congestion window increases exponentially until it reaches a threshold.","[""slow-start"",""congestion avoidance"",""congestion detection"",""none of the above""]",0
"In Frame Relay, the user can never exceed the_________.","[""access rate"",""committed burst size"",""committed information rate"",""excess burst size""]",0
"In the ___________ algorithm of TCP, the size of the threshold is dropped to one-half, a multiplicative decrease.","[""slow-start"",""congestion avoidance"",""congestion detection"",""none of the above""]",2
"In _________, when a source makes a reservation, it needs to define a flow specification.","[""Integrated Services"",""Differentiated Services"",""Connectionless"",""Connection-Oriented""]",0
"A _________ traffic model has a data rate that does not change.","[""constant bit rate"",""variable bit rate"",""bursty"",""none of the above""]",0
"________ is the variation in delay for packets belonging to the same flow.","[""Reliability"",""Delay"",""Jitter"",""Bandwidth""]",2
"A ___________ is a packet sent by a node to the source to inform it of congestion.","[""backpressure"",""choke packet"",""implicit signaling"",""explicit signaling""]",1
"In ATM, the _________ class delivers cells at a minimum rate. If more network capacity is available, this minimum rate can be exceeded.","[""CBR"",""VBR"",""ABR"",""UBR""]",2
"In the ________ traffic model, the rate of the data flow changes in time, with the changes smooth instead of sudden and sharp.","[""constant bit rate"",""variable bit rate"",""bursty"",""none of the above""]",1
"In __________, there is no communication between the congested node or nodes and the source. The source guesses that there is a congestion somewhere in the network from other symptoms.","[""backpressure"",""choke packet"",""implicit signaling"",""explicit signaling""]",2
"In a network, when the load reaches the network capacity, the delay _______.","[""increases sharply"",""decreases sharply"",""remains constant"",""cannot be predicted""]",0
"The technique of ________refers to a congestion control mechanism in which a congested node stops receiving data from the immediate upstream node or nodes.","[""backpressure"",""choke packet"",""implicit signaling"",""explicit signaling""]",0
"In ________ queuing, packets are first assigned to a priority class. Each class has its own queue.","[""FIFO"",""priority"",""weighted fair"",""none of the above""]",1
"In ________, queuing packets wait in a buffer (queue) until the node (router or switch) is ready to process them.","[""FIFO"",""priority"",""weighted fair"",""none of the above""]",0
"Traditionally, ________types of characteristics are attributed to a flow.","[""two"",""three"",""four"",""five""]",2
"In Frame Relay, the ___________ is the maximum number of bits in excess of Bc that a user can send during a predefined time.","[""access rate"",""committed burst size"",""committed information rate"",""excess burst size""]",3
"In a network, when the load is below the capacity of the network, the throughput ______________.","[""increases sharply"",""increases proportionally with the load"",""declines sharply"",""declines proportionally with the load""]",1
"In the __________ method, the signal is included in the packets that carry data.","[""backpressure"",""choke packet"",""implicit signaling"",""explicit signaling""]",3
"In a network, when the load is much less than the capacity of the network, the delay is _________.","[""at a maximum"",""at a minimum"",""constant"",""none of the above""]",1
"Congestion in a network or internetwork occurs because routers and switches have _______.","[""tables"",""queues"",""crosspoints"",""none of the above""]",1
"In _________, we try to create an appropriate environment for the traffic.","[""congestion control"",""quality of service"",""either (a) or (b)"",""both (a) and (b)""]",1
"In Frame Relay, the ________ bit warns the sender of congestion in the network.","[""BECN"",""FECN"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"In Frame Relay, the ________ bit is used to warn the receiver of congestion in the network.","[""BECN"",""FECN"",""either (a) or (b)"",""neither (a) nor (b)""]",1
"The ________ is a function of three values: average data rate, peak data rate, and maximum burst size.","[""peak data rate"",""maximum burst size"",""effective bandwidth"",""none of the above""]",2
"In the _________ algorithm of TCP, the size of the congestion window increases additively until congestion is detected.","[""slow-start"",""congestion avoidance"",""congestion detection"",""none of the above""]",1
"In ATM, the _________ class is divided into two subclasses: real-time (VBR-RT) and non-real-time (VBR-NRT). VBR-RT is designed for those users who need real-time services (such as voice and video transmission) and use compression techniques to create a variable bit rate. VBR-NRT is designed for those users who do not need real-time services but use compression techniques to create a variable bit rate.","[""CBR"",""VBR"",""ABR"",""UBR""]",1
"Traffic ______ are qualitative values that represent a data flow.","[""controls"",""descriptors"",""values"",""none of the above""]",1
"_________ is a class-based QoS model designed for IP.","[""Integrated Services"",""Differentiated Services"",""Connectionless"",""Connection-Oriented""]",1
"In the ______ bucket algorithm, bursty chunks are stored in the bucket and sent out at an average rate.","[""leaky"",""token"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"The _______ bucket algorithm allows idle hosts to accumulate credit for the future in the form of tokens.","[""leaky"",""token"",""either (a) or (b)"",""neither (a) nor (b)""]",1
"In ATM, the _________ class is designed for customers who need real-time audio or video services. The service is similar to that provided by a dedicated line such as a T line.","[""CBR"",""VBR"",""ABR"",""UBR""]",0
"In the ______ traffic model, the data rate changes suddenly in a very short time.","[""constant bit rate"",""variable bit rate"",""bursty"",""none of the above""]",2
"In Frame Relay, a ___________ is the maximum number of bits in a predefined time that the network is committed to transfer without discarding any frame or setting the DE bit.","[""access rate"",""committed burst size"",""committed information rate"",""excess burst size""]",1
"A _______ is a device that operates only in the physical layer.","[""bridge"",""router"",""passive hub"",""repeater""]",3
"A ______ switch is a faster and more sophisticated router.","[""two-layer"",""four-layer"",""three-layer"",""none of the above""]",2
"_________ is just a connector.","[""A passive hub"",""An active hub"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"A ______ normally connects LANs and WANs in the Internet and has a table that is used for making decisions about the route.","[""router"",""bridge"",""repeater"",""none of the above""]",0
"A _______ regenerates a signal, connects segments of a LAN, and has no filtering capability.","[""router"",""repeater"",""bridge"",""none of the above""]",1
"In a(n) _______ configuration, the administrator types the port numbers, the IP addresses, or other characteristics, using the VLAN software.","[""automatic"",""manual"",""semiautomatic"",""none of the above""]",1
"A _______ LAN allows several LANs to be connected.","[""wired"",""wireless"",""backbone"",""none of the above""]",2
"A backbone is usually a ______.","[""star"",""bus"",""either (a) or (b)"",""neither (a) nor (b)""]",2
"A bridge can use the _________ algorithm to create a loopless topology.","[""multiway tree"",""binary tree"",""spanning tree"",""none of the above""]",2
"In a _____ backbone, the backbone is just one switch.","[""star"",""bus"",""ring"",""none of the above""]",0
"A spanning tree is a graph in which there is no _____.","[""arc"",""loop"",""node"",""branch""]",1
"A ________ bridge can forward and filter frames and automatically build its forwarding table.","[""dual"",""transparent"",""simple"",""none of the above""]",1
"A virtual local area network (VLAN) is configured by _________.","[""hardware"",""physical wiring"",""software"",""none of the above""]",2
"A ________ is normally a computer that operates in all five layers of the Internet model or seven layers of OSI model.","[""gateway"",""router"",""bridge"",""repeater""]",0
"A ________ is a device in which the stations are completely unaware of its existence.","[""simple bridge"",""transparent bridge"",""passive hub"",""repeater""]",1
"A ______ has a table used in filtering decisions.","[""bridge"",""passive hub"",""repeater"",""none of the above""]",0
"In a star-topology Ethernet LAN, _______ is just a point where the signals coming from different stations collide; it is the collision point.","[""A passive hub"",""An active hub"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"VLANs can_________.","[""provide an extra measure of security"",""reduce network traffic"",""either (a) or (b)"",""both (a) and (b)""]",3
"A ________ link acts as a LAN in a remote backbone connected by remote bridges.","[""multidrop"",""point-to-point"",""multipoint"",""none of the above""]",1
"A _______ is a connecting device that operates in the physical and data link layers of the Internet model.","[""router"",""repeater"",""bridge"",""none of the above""]",2
"A _______ can check the MAC addresses contained in the frame.","[""repeater"",""bridge"",""router"",""passive hub""]",1
"________ is part of the media; its location in the Internet model is below the physical layer.","[""A passive hub"",""An active hub"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"In a(n) _____ configuration, the stations are automatically connected or disconnected from a VLAN using criteria defined by the administrator.","[""automatic"",""semiautomatic"",""manual"",""none of the above""]",0
"IEEE 802.1d specification, defines _________ criteria for a transparent bridges.","[""two"",""four"",""three"",""none of the above""]",2
"A two-layer switch is a ______.","[""router"",""repeater"",""bridge"",""none of the above""]",2
"In a bridged LAN, the _______ algorithm creates a topology in which each LAN can be reached from any other LAN through one path only.","[""binary tree"",""spanning tree"",""unary tree"",""none of the above""]",1
"A _____ can be used as a connecting device between two internetworks that use different models.","[""gateway"",""router"",""bridge"",""repeater""]",0
"Membership in a VLAN can be based on _________.","[""MAC addresses"",""IP addresses"",""port numbers"",""all of the above""]",3
"A ________receives a signal and, before it becomes too weak or corrupted, regenerates the original bit pattern. It then sends the refreshed signal.","[""router"",""bridge"",""repeater"",""passive hub""]",2
"In a(n) ______ configuration, the initializing is done manually, with migrations done automatically.","[""automatic"",""semiautomatic"",""manual"",""none of the above""]",1
"A _______ is a three-layer device that handles packets based on their logical addresses.","[""router"",""repeater"",""bridge"",""none of the above""]",0
"A three-layer switch is a kind of ________.","[""bridge"",""router"",""repeater"",""none of the above""]",1
"Some new two-layer switches, called _______ switches, have been designed to forward the frame as soon as they check the MAC addresses in the header of the frame.","[""come-through"",""go-through"",""cut-through"",""none of the above""]",2
"A(n) ______ algorithm transforms ciphertext to plaintext.","[""encryption"",""decryption"",""either (a) or (b)"",""neither (a) nor (b)""]",1
"The ________ is the message after transformation.","[""ciphertext"",""plaintext"",""secret-text"",""none of the above""]",0
"A(n) _______ algorithm transforms plaintext to ciphertext.","[""encryption"",""decryption"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"The ________ method provides a one-time session key for two parties.","[""Diffie-Hellman"",""RSA"",""DES"",""AES""]",0
"A(n) ______ is a keyless substitution cipher with N inputs and M outputs that uses a formula to define the relationship between the input stream and the output stream.","[""S-box"",""P-box"",""T-box"",""none of the above""]",0
"A ________ cipher replaces one character with another character.","[""substitution"",""transposition"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"The ________ cipher reorders the plaintext characters to create a ciphertext.","[""substitution"",""transposition"",""either (a) or (b)"",""neither (a) nor (b)""]",1
"_______ is a round cipher based on the Rijndael algorithm that uses a 128-bit block of data.","[""AEE"",""AED"",""AER"",""AES""]",3
"The ________is the original message before transformation.","[""ciphertext"",""plaintext"",""secret-text"",""none of the above""]",1
"A modern cipher is usually a complex _____cipher made of a combination of different simple ciphers.","[""round"",""circle"",""square"",""none of the above""]",0
"The _________ attack can endanger the security of the Diffie-Hellman method if two parties are not authenticated to each other.","[""man-in-the-middle"",""ciphertext attack"",""plaintext attack"",""none of the above""]",0
"A combination of an encryption algorithm and a decryption algorithm is called a ________.","[""cipher"",""secret"",""key"",""none of the above""]",0
"In an asymmetric-key cipher, the receiver uses the ______ key.","[""private"",""public"",""either a or b"",""neither (a) nor (b)""]",0
"AES has _____ different configurations.","[""two"",""three"",""four"",""five""]",1
"DES is a(n) ________ method adopted by the U.S. government.","[""symmetric-key"",""asymmetric-key"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"DES uses a key generator to generate sixteen _______ round keys.","[""32-bit"",""48-bit"",""54-bit"",""42-bit""]",1
"The Caesar cipher is a _______cipher that has a key of 3.","[""transposition"",""additive"",""shift"",""none of the above""]",2
"ECB and CBC are ________ ciphers.","[""block"",""stream"",""field"",""none of the above""]",0
"A(n) _______is a keyless transposition cipher with N inputs and M outputs that uses a table to define the relationship between the input stream and the output stream.","[""S-box"",""P-box"",""T-box"",""none of the above""]",1
"________ DES was designed to increase the size of the DES key.","[""Double"",""Triple"",""Quadruple"",""none of the above""]",1
"________ is the science and art of transforming messages to make them secure and immune to attacks.","[""Cryptography"",""Cryptoanalysis"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"DES has an initial and final permutation block and _________ rounds.","[""14"",""15"",""16"",""none of the above""]",2
"The DES function has _______ components.","[""2"",""3"",""4"",""5""]",2
"In a(n) ________ cipher, the same key is used by both the sender and receiver.","[""symmetric-key"",""asymmetric-key"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"_________ ciphers can be categorized into two broad categories: monoalphabetic and polyalphabetic.","[""Substitution"",""Transposition"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"The _______ cipher is the simplest monoalphabetic cipher. It uses modular arithmetic with a modulus of 26.","[""transposition"",""additive"",""shift"",""none of the above""]",2
"In an asymmetric-key cipher, the sender uses the__________ key.","[""private"",""public"",""either (a) or (b)"",""neither (a) nor (b)""]",1
"In a(n) ________ cipher, a pair of keys is used.","[""symmetric-key"",""asymmetric-key"",""either (a) or (b)"",""neither (a) nor (b)""]",1
"The _______ is a number or a set of numbers on which the cipher operates.","[""cipher"",""secret"",""key"",""none of the above""]",2
"In a(n) ________, the key is called the secret key.","[""symmetric-key"",""asymmetric-key"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"In Go-Back-N ARQ, if frames 4, 5, and 6 are received successfully, the receiver may send an ACK _______ to the sender.","[""6"",""7"",""5"",""any of the above""]",1
"The Stop-And-Wait ARQ, Go-Back-N ARQ, and the Selective Repeat ARQ are for ______ channels.","[""noiseless"",""noisy"",""either (a) or (b)"",""neither (a) nor (b)""]",1
"The _________Protocol, adds a simple error control mechanism to the _______Protocol.","[""Selective Repeat ARQ; Go-Back-N ARQ"",""Go-Back-N ARQ; Stop-and-Wait"",""Stop-and-Wait ARQ; Stop-and-Wait"",""none of the above""]",2
"In PPP, the ________ is responsible for establishing, maintaining, configuring, and terminating links.","[""PAP"",""CHAP"",""LCP"",""NCP""]",2
"HDLC is an acronym for _______.","[""Half-duplex digital link combination"",""Host double-level circuit"",""High-duplex line communication"",""High-level data link control""]",3
"In Selective Repeat ARQ, if 5 is the number of bits for the sequence number, then the maximum size of the receive window must be _____.","[""1"",""15"",""16"",""31""]",2
"In Go-Back-N ARQ, if 5 is the number of bits for the sequence number, then the maximum size of the send window must be _____.","[""1"",""15"",""16"",""31""]",3
"In Stop-and-Wait ARQ, the acknowledgment number always announces in ______ arithmetic the sequence number of the next frame expected.","[""modulo-m"",""modulo-2"",""modulo-4"",""none of the above""]",1
"In Selective Repeat ARQ, if 5 is the number of bits for the sequence number, then the maximum size of the send window must be _____.","[""1"",""15"",""16"",""31""]",2
"_______ control refers to a set of procedures used to restrict the amount of data that the sender can send before waiting for acknowledgment.","[""Flow"",""Error"",""Transmission"",""none of the above""]",0
"In the Go-Back-N Protocol, if the size of the sequence number field is 8, the sequence numbers are in ________ arithmetic,","[""modulo-256"",""modulo- 8"",""modulo-2"",""none of the above""]",0
"______ control refers to methods of error detection and correction.","[""Flow"",""Error"",""Transmission"",""none of the above""]",1
"In a Go-Back-N ARQ, if the window size is 63, what is the range of sequence numbers?","[""1 to 63"",""1 to 64"",""0 to 63"",""0 to 64""]",2
"Both Go-Back-N and Selective-Repeat Protocols use a _________.","[""sliding window"",""sliding frame"",""sliding packet"",""none of the above""]",0
"In _________, the configuration is balanced. The link is point-to-point, and each station can function as a primary and a secondary.","[""ARM"",""ABM"",""NBM"",""NRM""]",1
"Byte stuffing means adding a special byte to the data section of the frame when there is a character with the same pattern as the ______.","[""trailer"",""flag"",""header"",""none of the above""]",1
"The ______ Protocol has neither flow nor error control.","[""Selective-Repeat ARQ"",""Go-Back-N ARQ"",""Stop-and-Wait"",""Simplest""]",3
"The most common protocol for point-to-point access is the Point-to-Point Protocol (PPP), which is a _________protocol.","[""byte-oriented"",""bit-oriented"",""character-oriented"",""none of the above""]",0
"For Stop-and-Wait ARQ, for 10 data packets sent, _______ acknowledgments are needed.","[""less than 10"",""more than 10"",""exactly 10"",""none of the above""]",2
"_________framing uses two categories of protocols: character-oriented and bit-oriented.","[""Standard"",""Fixed-size"",""Variable-size"",""None of the above""]",2
"_______ control refers to a set of procedures used to restrict the amount of data that the sender can send before waiting for acknowledgment.","[""Flow"",""Error"",""Transmission"",""none of the above""]",0
"In a ________ protocol, the data section of a frame is a sequence of characters.","[""bit-oriented"",""character-oriented"",""either (a) or (b)"",""none of the above""]",1
"In _______ framing, there is no need for defining the boundaries of frames.","[""standard"",""fixed-size"",""variable-size"",""none of the above""]",1
"The _______Protocol has both flow control and error control.","[""Stop-and-Wait"",""Selective-Repeat ARQ"",""Go-Back-N ARQ"",""both (b) and (c)""]",3
"In _________, the station configuration is unbalanced. We have one primary station and multiple secondary stations.","[""ARM"",""NBM"",""NRM"",""ABM""]",2
"In a _________ protocol, the data section of a frame is a sequence of bits.","[""bit-oriented"",""byte-oriented"",""either (a) or (b)"",""none of the above""]",0
"In ________ framing, we need a delimiter (flag) to define the boundary of two frames.","[""standard"",""fixed-size"",""variable-size"",""none of the above""]",2
"High-level Data Link Control (HDLC) is a _______ protocol for communication over point-to-point and multipoint links.","[""byte-oriented"",""bit-oriented"",""character-oriented"",""none of the above""]",1
"Bit stuffing means adding an extra 0 to the data section of the frame when there is a sequence of bits with the same pattern as the ________.","[""trailer"",""flag"",""header"",""none of the above""]",1
"In the _________Protocol, if no acknowledgment for a frame has arrived, we resend all outstanding frames.","[""Go-Back-N ARQ"",""Selective-Repeat ARQ"",""Stop-and-Wait ARQ"",""none of the above""]",0
"The Simplest Protocol and the Stop-and-Wait Protocol are for ______ channels.","[""noiseless"",""noisy"",""either (a) or (b)"",""neither (a) nor (b)""]",0
"The _______Protocol has flow control, but not error control.","[""Selective-Repeat ARQ"",""Stop-and-Wait"",""Simplest"",""Go-Back-N ARQ""]",1
"In Stop-and-Wait ARQ, we use sequence numbers to number the frames. The sequence numbers are based on __________arithmetic.","[""modulo-m"",""modulo-2"",""modulo-4"",""none of the above""]",1
"In the _____ Protocol, the sender sends its frames one after another with no regard to the receiver.","[""Simplest"",""Selective-Repeat ARQ"",""Stop-and-Wait"",""Go-Back-N ARQ""]",0
"_________control in the data link layer is based on automatic repeat request, which is the retransmission of data.","[""Flow"",""Error"",""Transmission"",""none of the above""]",1
"In PPP, _______ is a three-way hand-shaking authentication protocol in which the password is kept secret; it is never sent online.","[""PAP"",""LCP"",""NCP"",""CHAP""]",3
"In PPP, ________ is a simple authentication procedure with a two-step process:","[""CHAP"",""PAP"",""LCP"",""NCP""]",1
"In the _________ protocol we avoid unnecessary transmission by sending only frames that are corrupted.","[""Selective-Repeat ARQ"",""Stop-and-Wait ARQ"",""Go-Back-N ARQ"",""none of the above""]",0
"In ________ protocols, we use ________.","[""byte-oriented; bit stuffing"",""bit-oriented; bit stuffing"",""character-oriented; bit stuffing"",""none of the above""]",1
"In the _____ Protocol, the sender sends one frame, stops until it receives confirmation from the receiver, and then sends the next frame.","[""Simplest"",""Stop-and-Wait"",""Selective-Repeat ARQ"",""Go-Back-N ARQ""]",1
"Stop-and-Wait ARQ is a special case of Go-Back-N ARQ in which the size of the send window is ___.","[""1"",""2"",""8"",""none of the above""]",0
"ARQ stands for _______.","[""Acknowledge repeat request"",""Automatic retransmission request"",""Automatic repeat quantization"",""Automatic repeat request""]",3
"_______ in the data link layer separates a message from one source to a destination, or from other messages going from other sources to other destinations.","[""Controlling"",""Framing"",""Digitizing"",""none of the above""]",1
"Data link control deals with the design and procedures for ______ communication.","[""node-to-node"",""process-to-process"",""host-to-host"",""none of the above""]",0
"In _________ protocols, we use ________.","[""bit-oriented; character stuffing"",""character-oriented; bit stuffing"",""character-oriented; byte stuffing"",""none of the above""]",2
"If the maximum amplitude of a sine wave is 2 V, the minimum amplitude is ________ V.","[""2"",""1"",""-2"",""between -2 and 2""]",2
"_________ can impair a signal.","[""Noise"",""Attenuation"",""Distortion"",""All of the above""]",3
"________is the rate of change with respect to time.","[""Time"",""Frequency"",""Amplitude"",""Voltage""]",1
"A signal is measured at two different points. The power is P1 at the first point and P2 at the second point. The dB is 0. This means ________.","[""P2 equals P1"",""P2 is zero"",""P2 is much larger than P1"",""P2 is much smaller than P1""]",0
"Baseband transmission of a digital signal is possible only if we have a ____ channel.","[""bandpass"",""low-pass"",""high rate"",""low rate""]",1
