question,A,B,C,D,E,answer,explanation
"<p><p>Refer the given figure. The outputs (<i>Q</i>0–<i>Q</i>3) of the memory are always LOW. The address lines (<i>A</i>0–<i>A</i>7) are checked with a logic probe and all are indicating pulse activity, except for <i>A</i>3, which shows a constant HIGH, and <i>A</i>7, which shows a constant LOW; the select lines, <img src=""/_files/images/digital-electronics/digital-systems/mcq12_1020_1.jpeg""/> are checked and <img src=""/_files/images/digital-electronics/digital-systems/mcq12_1020_2.jpeg""/> shows pulse activity, while <img src=""/_files/images/digital-electronics/digital-systems/mcq12_1020_3.jpeg""/> indicates a constant HIGH. What is wrong, and how can the memory be tested to determine whether it is defective or if the external circuitry is defective? </p>
<p><img height=""300"" src=""/_files/images/digital-electronics/digital-systems/mcq12_1020_4.gif"" width=""300""/></p></p>","One of the inputs to the active-LOW select AND gate may be stuck high for some reason; take both select lines LOW and check for pulse activity on the outputs, <i>Q</i>0–<i>Q</i>3. If the outputs now respond, the problem is most likely in the program or circuitry driving the select lines.",The problem appears to be in the two address lines that never change levels; the problem is probably in the program driving the memory address bus.,The output buffers are probably defective since they are all tied together; the common input line is most likely stuck LOW. Change the output buffer IC.,"Since no data appears to be getting through to the output buffers, the problem may be in the X decoder; change the X decoder IC.",,A,
<p>How many address lines would be required for a 2K × 4 memory chip?</p>,8,10,11,12,,C,
<p>When a RAM module passes the checkerboard test it is:</p>,able to read and write only 1s.,faulty.,probably good.,able to read and write only 0s.,,C,
<p>Which type of ROM has to be custom built by the factory?</p>,ROM,mask ROM,EPROM,EEPROM,,B,
<p>What is the computer main memory?</p>,Hard drive and RAM,CD-ROM and hard drive,RAM and ROM,CMOS and hard drive,,C,
<p>A major disadvantage of the mask ROM is that it:</p>,is time consuming to change the stored data when system requirements change,is very expensive to change the stored data when system requirements change,cannot be reprogrammed if stored data needs to be changed,has an extremely short life expectancy and requires frequent replacement,,C,
<p>The periodic recharging of DRAM memory cells is called ________.</p>,multiplexing,bootstrapping,refreshing,flashing,,C,
<p>Which of the following is normally used to initialize a computer system's hardware?</p>,Bootstrap memory,Volatile memory,External mass memory,Static memory,,A,
<p>What is the difference between static RAM and dynamic RAM?</p>,"Static RAM must be refreshed, dynamic RAM does not.",There is no difference.,"Dynamic RAM must be refreshed, static RAM does not.",,,C,
"<p>Microprocessors and memory ICs are generally designed to drive only a single TTL load. Therefore, if several inputs are being driven from the same bus, any memory IC must be ________.</p>",buffered,decoded,addressed,stored,,A,
<p>What are the typical values of <i>t</i><sub>OE</sub>?</p>,10 to 20 ns for bipolar,25 to 100 ns for NMOS,12 to 50 ns for CMOS,All of the above,,D,
<p>Which type of ROM can be erased by UV light?</p>,ROM,mask ROM,EPROM,EEPROM,,C,
<p>Which of the following is NOT a type of memory?</p>,RAM,ROM,FPROM,EEPROM,,C,
<p>How many address bits are required for a 4096-bit memory organized as a 512 × 8 memory?</p>,2,4,8,9,,D,
"<p>In general, the ________ have the smallest bit size and the ________ have the largest.</p>","EEPROMs, Flash","SRAM, mask ROM","mask ROM, SRAM","DRAM, PROM",,A,
<p>Advantage(s) of an EEPROM over an EPROM is/are:</p>,the EPROM can be erased with ultraviolet light in much less time than an EEPROM,the EEPROM can be erased and reprogrammed without removal from the circuit,the EEPROM has the ability to erase and reprogram individual words,"the EEPROM can be erased and reprogrammed without removal from the circuit, and can erase and reprogram individual words",,D,
<p>The mask ROM is ________.</p>,permanently programmed during the manufacturing process,volatile,easy to reprogram,extremely expensive,,A,
<p>How many 1K × 4 RAM chips would be required to build a 1K × 8 memory system?</p>,2,4,8,16,,A,
<p>Which of the following memories uses a MOS capacitor as its memory cell?</p>,SRAM,DRAM,ROM,FIFO,,B,
<p>Which of the following faults will the checkerboard pattern test for in RAM?</p>,Short between adjacent cells,Ability to store both 0s and 1s,Dynamically introduced errors between cells,All of the above,,D,
"<p>On a CD-ROM, ________ are raised areas representing a 1.</p>",mounds,lands,holes,pits,,B,
<p>The location of a unit of data in a memory array is called its ________.</p>,storage,RAM,address,data,,C,
"<p>On a CD-ROM, ________ are recessed areas representing a 0.</p>",mounds,lands,holes,pits,,D,
<p>Why is a refresh cycle necessary for a dynamic RAM?</p>,to clear the flip-flops,to set the flip-flops,The refresh cycle discharges the capacitor cells.,The refresh cycle keeps the charge on the capacitor cells.,,D,
<p>Which is not a magnetic storage device?</p>,Magnetic disk,Magnetic tape,Magneto-optical disk,Optical disk,,D,
<p>The time from the beginning of a read cycle to the end of <i>t</i><sub>ACS</sub> or <i>t</i><sub>AA</sub> is referred to as:</p>,access time,data hold,read cycle time,write enable time,,A,
<p>Which of the following memories is volatile?</p>,ROM,EROM,RAM,Flash,,C,
<p>The refresh period for capacitors used in DRAMs is ________.</p>,2 ms,"2 <img align=""middle"" src=""/_files/images/digital-electronics/basic-digital-electronics/mu.gif""/>s",64 ms,"64 <img align=""middle"" src=""/_files/images/digital-electronics/basic-digital-electronics/mu.gif""/>s",,A,
<p>What is the principal advantage of using address multiplexing with DRAM memory?</p>,reduced memory access time,reduced requirement for constant refreshing of the memory contents,reduced pin count and decrease in package size,"It eliminates the requirement for a chip-select input line, thereby reducing the pin count.",,C,
<p>What is a multitap digital delay line?</p>,a series of inverter gates with <i>RC</i> circuits between each one,a series of inverter gates with <i>RL</i> circuits between each one,a series of NAND gates with <i>RC</i> circuits between each one,a series of NAND gates with <i>RL</i> circuits between each one,,A,
<p>The bit capacity of a memory that has 2048 addresses and can store 8 bits at each address is ________.</p>,4096,8129,16358,32768,,C,
<p>How many 8 k × 1 RAMs are required to achieve a memory with a word capacity of 8 k and a word length of eight bits?</p>,Eight,Four,Two,One,,A,
<p>The mask ROM is ________.</p>,MOS technology,diode technology,resistor-diode technology,DROM technology,,A,
<p>Which of the following is not a flash memory mode or operation?</p>,Burst,Read,Erase,Programming,,A,
"<p><p>For the given circuit, what is the bit length of the output data word?</p>
<p><img height=""300"" src=""/_files/images/digital-electronics/digital-systems/mcq12_1009_1.gif""/></p></p>",3,4,8,32,,B,
<p>The smallest unit of binary data is the ________.</p>,bit,nibble,byte,word,,A,
<p>Select the statement that best describes the fusible-link PROM.</p>,"user-programmable, one-time programmable","manufacturer-programmable, one-time programmable","user-programmable, reprogrammable","manufacturer-programmable, reprogrammable",,A,
<p>How can UV erasable PROMs be recognized?</p>,There is a small window on the chip.,They will have a small violet dot next to the #1 pin.,"Their part number always starts with a ""U"", such as in U12.","They are not readily identifiable, since they must always be kept under a small cover.",,A,
<p>What part of a Flash memory architecture manages all chip functions?</p>,I/O pins,floating-gate MOSFET,command code,program verify code,,B,
<p>An 8-bit address code can select ________.</p>,8 locations in memory,256 locations in memory,"65,536 locations in memory","131,072 locations in memory",,B,
<p>Eight bits of digital data are normally referred to as a:</p>,group.,byte.,word.,cell.,,B,
<p>Which is not a hard disk performance parameter?</p>,Seek time,Break time,Latency period,Access time,,B,
<p>The ideal memory ________.</p>,has high storage capacity,is nonvolatile,has in-system read and write capacity,has all of the above characteristics,,D,
<p>To which pin on the RAM chip does the address decoder connect in order to signal which memory chip is being accessed?</p>,The address input,The output enable,The chip enable,The data input,,C,
<p>EEPROM stands for ________.</p>,encapsulated electrical programmable read-only memory,elementary electrical programmable read-only memory,electrically erasable programmable read-only memory,elementary erasable programmable read-only memory,,C,
<p>L1 is known as ________.</p>,primary cache,secondary cache,DRAM,SRAM,,A,
<p>Describe the timing diagram of a write operation.</p>,"First the data is set on the data bus and the address is set, then the write pulse stores the data.","First the address is set, then the data is set on the data bus, and finally the read pulse stores the data.","First the write pulse stores the data, then the address is set, and finally the data is set on the data bus.","First the data is set on the data bus, then the write pulse stores the data, and finally the address is set.",,A,
<p>What is the bit storage capacity of a ROM with a 1024 × 8 organization?</p>,1024,2048,4096,8192,,D,
<p>Which of the following is one of the basic characteristics of DRAMs?</p>,DRAMs must have a constantly changing input.,DRAMs must be periodically refreshed in order to be able to retain data.,"DRAMs have a broader ""dynamic"" storage range than other types of memories.",DRAMs are simpler devices than other types of memories.,,B,
<p>The main advantage of semiconductor RAM is its ability to:</p>,retain stored data when power is interrupted or turned off,be written to and read from rapidly,be randomly accessed,be sequentially accessed,,B,
<p>Which of the following describes the action of storing a bit of data in a mask ROM?</p>,A 1 is stored in a bipolar cell by opening the base connection to the address line.,A 0 is stored in a bipolar cell by shorting the base connection to the address line.,A 1 is stored by connecting the gate of a MOS cell to the address line.,A 0 is stored by connecting the gate of a MOS cell to the address line.,,C,
<p>Address decoding for dynamic memory chip control may also be used for:</p>,controlling refresh circuits,read and write control,chip selection and address location,memory mapping,,C,
