question,A,B,C,D,E,answer,explanation
"<p>In the given figure shows a logic circuit. The minimum Boolean expression for this circuit is<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/26-343.png""/></p>",A + B,A + B + C,AB + C,AB + AC + BC,,B," <p>Output A(B + <span style=""text-decoration:overline;"">C</span>) + <span style=""text-decoration:overline;"">A</span>B + C(A + <span style=""text-decoration:overline;"">B</span>) = AB + A<span style=""text-decoration:overline;"">C</span> + <span style=""text-decoration:overline;"">A</span>B + AC + <span style=""text-decoration:overline;"">B</span>C = B + A + <span style=""text-decoration:overline;"">B</span>C = A + B + C.</p> "
"<p>If number of information bits is 11, the number of parity bits in Hamming code is</p>",5,4,3,2,,B," <p>2<sup>p</sup> &gt; m + p + 1. If m = 11, p must be 4 to satisfy this equation.</p> "
<p>The number of digit 1 present in the binary representation of 3 x 512 + 7 x 64 + 5 x 8 + 3 is</p>,8,9,10,12,,B," <p>3 x 512 + 7 x 64 + 5 x 8 + 3 </p>
<p>= (2 + 1) x 2<sup>9</sup> + (4 + 2 + 1)2<sup>6</sup> + (4 + 1)2<sup>3</sup> + (2 + 1) </p>
<p>= 2<sup>10</sup> + 2<sup>9</sup> + 2<sup>8</sup> + 2<sup>7</sup> + 2<sup>6</sup> + 2<sup>5</sup> + 2<sup>3</sup> + 2<sup>1</sup> + 1 </p>
<p>= 2<sup>10</sup> + 2<sup>9</sup> + 2<sup>8</sup> + 2<sup>7</sup> + 2<sup>6</sup> + 2<sup>5</sup> + 2<sup>3</sup> + 2<sup>1</sup> + 2<sup>0</sup></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/71-626.png""/> </p>
<p>9 term of power two </p>
<p>Hence number of '1' is 9.</p> "
"<p>Out of 5 M x 8, 1 M x 16, 2 M x 16 and 3M x 8 memories, which memory can store more bits?</p>",5 M x 8,2 M x 16,3 M x 8,1 M x 16,,A," <p>Bits are 40 M, 16 M and 32 M.</p> "
<p>A 6 bit ladder A/D converter has input 101001. The output is (assume 0 = 0 V and 1 = 10 V)</p>,4.23,6.41,5.52,9.23,,B," <p>Output = <img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/68-351.png""/> 10 j 6.41 V.</p> "
<p>A ripple counter has 4 bits and uses flip flops with propagation delay time of 25 ns. The maximum possible time for change of state will be</p>,25 ns,50 ns,75 ns,100 ns,,D, <p>In ripple counter all the delays are added.</p> 
<p>A counter has a modulus of 10. The number of flip flops is</p>,10,5,4,3,,C, <p>2<sup>3</sup> = 8 and 2<sup>4</sup> = 16 Therefore 4 flip-flops are needed. Some states will be skipped to give a modulus of 10.</p> 
"<p>The counter shown in the given figure is built using 4 -ve edge triggered toggle FFs. The FF can be set asynchronously when R = 0. The combinational logic required to realize a modulo-13 counter is<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/37-524.png""/></p>","F = Q<sub>4</sub> Q<sub>3</sub> <span style=""text-decoration:overline;"">Q</span><sub>2</sub> Q<sub>1</sub>","F = <span style=""text-decoration:overline;"">Q</span><sub>4</sub> + <span style=""text-decoration:overline;"">Q</span><sub>3</sub> + Q<sub>2</sub> + <span style=""text-decoration:overline;"">Q</span><sub>1</sub>","F = <span style=""text-decoration:overline;"">Q</span><sub>4</sub> + <span style=""text-decoration:overline;"">Q</span><sub>3</sub> + Q<sub>2</sub> + Q<sub>1</sub>","F = Q<sub>4</sub>Q<sub>3</sub>Q<sub>2</sub><span style=""text-decoration:overline;"">Q</span><sub>1</sub>",,A," <p>Counter is modulo-13, it will count up to 15 but due to mod-13, it will be reset at 13, (13)<sub>10</sub> = (1101 )<sub>2</sub> = Q<sub>4</sub> Q<sub>3</sub> Q<sub>2</sub> Q<sub>1</sub>.</p> "
"<p>In the figure, the LED<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/39-574.png""/></p>",emits light when both S<sub>1</sub> and S<sub>2</sub> are closed,emits light when both S<sub>1</sub> and S<sub>2</sub> are open,emits light when only S<sub>1</sub> and S<sub>2</sub> is closed,"does not Emit light, irrespective of the switched positions",,D," <p>To emit the light, it is necessary NAND gate output is zero, for NAND O/P zero. Both the I/O must be height. And it is not possible in any case.</p> "
<p>A 4 bit ripple counter uses flip flops with propagation delay of 50 ns each. The maximum clock frequency which can be used is</p>,5 MHz,10 MHz,20 MHz,25 MHz,,A," <p>Time delay = 50 x 4 x 10<sup>-9</sup>s, </p>
<p><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/69-442.png""/>.</p> "
"<p>An AND gate has two inputs A and B and one inhibit input S. Out of total 8 input states, output is 1 in</p>",1 state,2 states,3 states,4 states,,A," <p>Only one input, i.e., A = 1, B = 1 and S = 0 gives output 1.</p> "
<p>268<sub>10</sub> = __________ .</p>,10A<sub>16</sub>,10B<sub>16</sub>,10C<sub>16</sub>,10D<sub>16</sub>,,C, <p>10C in hexadecimal = 1 x 16<sup>2</sup> + 12 = 268 in decimal.</p> 
<p>In a JK Master slave flip flop</p>,both master and slave are positively clocked,both master and slave are negatively clocked,master is positively clocked and slave is negatively clocked,master is negatively clocked and slave is positively clocked,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/67-241.png""/></p> "
