question,A,B,C,D,E,answer,explanation
<p>For a transfer function the coefficients of the numerator and denominator polynomials in s must be real.</p>,True,False,,,,A,
<p>A steel bar needs 1200 AT to magnetise it. The voltage that must be applied to the magnetising coil of 100 turns and 10 Ω resistance is __________ volt.</p>,120,12,1200,10,,A,
"<p>In a series resonant circuit, the resonant frequency is</p>",geometric mean of half power frequencies,arithmetic mean of half power frequencies,difference of half power frequencies,none of the above,,A,
"<p>If a function Z(<i>s</i>) has a pole at infinity, then</p>",the degrees of numerator and denominator are equal,the degree of numerator is one higher than that of denominator,the degree of denominator is one higher than that of numerator,the difference between the degrees of numerator and denominator is 0 or 1,,B,
"<p>For the wave shown in figure, the average value is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/102-357-1.png""/></p>",0.5 V<sub><i>m</i></sub>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/102-357-2.png""/>",0.75 V<sub><i>m</i></sub>,0.91 V<sub><i>m</i></sub>,,B,
<p>A circuit said to be lumped when physical dimensions of all the component are __________ .</p>,greater compared with wavelength of electromagnetic signal,small compared with wavelength electromagnetic signal,negligible compared with wavelength of electromagnetic signal,equal compared with wavelength of electromagnetic signal,,C,
"<p><p><b>Assertion (A):</b>  Q factor of a series resonant circuit is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/154-1202-1.png""/></p><p><b>Reason (R):</b>  High Q means better selectivity.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p>Drift velocity of electrons is generally less than 1 mm/s.</p>,True,False,,,,A,
<p>Which of the following theorems is a manifestation of law of conservation of energy?</p>,Tellegen's theorem,Reciprocity theorem,Thevenin's theorem,Norton's theorem,,A,
<p>An ac circuit has two branches in parallel. The impedances of the two branches are equal. The p.f. of one branch is 0.8 lagging and 0.8 leading. The overall p.f. is</p>,zero,0.5 lagging,1,0.7 lagging,,D,
<p>When sources of different frequencies feed a network the only method of solution is superposition theorem.</p>,True,False,,,,A,
<p>In a lead acid battery</p>,the numbers of positive and negative plates are equal,the number of positive plates may be equal to or more than the number of negative plates,the number of positive plates is more than the number of negative plates,the number of negative plates is more than the number of positive plates,,D,
<p>The capacitance of a cylindrical capacitor is directly proportional to its length.</p>,True,False,,,,A,
"<p>In a passive band pass filter, the resonant frequencies of series and shunt arms are equal.</p>",True,False,,,,A,
"<p>Paley Wiener criterion states that a necessary and sufficient condition for an amplitude function |H(<i>j</i>ω)| to be causal is that<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/156-1338-1.png""/></p>",True,False,,,,A,
<p>Which is correct for a transfer function?</p>,The poles and zero must be complex,"If the poles and zeros are complex or imaginary, they must be conjugate",If the poles and zeros are complex they must be simple,"If a zero is imaginary, it must be simple",,A,
"<p>Choose the correct option, where H(<i>s</i>) is transfer function, Z(<i>s</i>) is driving point impedance functions</p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/138-939-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/138-939-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/139-939-3.png""/>",all,,D,
"<p>When three 100 K, ± 10% fixed resistors of 1/4 W Power rating are connected in parallel, the resulting 33 K resistor will have a tolerance specification and power rating of</p>",± 10% and 3/4 W respectively,± 10% and 1/12 W respectively,± 3.3.% and 3/4 W respectively,± 30% and 3/4 W respectively,,A,
"<p>For the circuit shown in the figure, the initial conditions are zero. Its transfer function <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-978-2.png""/> is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-978-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-978-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-978-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-978-5.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-978-6.png""/>",,B,
<p>A capacitor with initial charge <i>q</i><sub>0</sub> at <i>t</i> = 0<sup>+</sup> acts as</p>,current source,voltage source,short-circuit,open-circuit,,C,
<p>Form factor for a sine wave is</p>,1.414,0.707,1.11,0.637,,C,
"<p>Choose the correct option, if <i>b</i> (branch), <i>n</i> (nodes), <i>l</i> (links)</p>",<i>b</i> = <i>n</i> + <i>l</i> - 1,no. of twig = <i>n</i> - 1,<i>b</i> = <i>n</i> - <i>l</i> + 1,"<i>b</i>, <i>a</i>",,D,
<p>The resistance of human body is about</p>,5000 Ω,2000 Ω,1000 Ω,200 Ω,,C,
<p>At half power frequencies the current in R-L-C series circuit is __________ times current at resonance</p>,"1/<span class=""root"">3</span>","1/<span class=""root"">4</span>","1/<span class=""root"">2</span>",1/2,,C,
"<p>In figure, V reads 45V. Then I =<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/124-719-1.png""/></p>",10.1 A,13.3 A,16.1 A,19.4 A,,A,
<p>A capacitor behave to d.c. as</p>,short-circuit,an open-circuit,it behaves to a.c.,none of these.,,B,
"<p>For the time domain response shown in figure the pole<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/111-511-1.png""/></p>",lies in left half plane,lies in right half plane,lies at origin,may be complex or imaginary,,C,
"<p>A system described by the following differential equation <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-979-1.png""/> is initially rest for input <i>x</i>(<i>t</i>) = 2 <i>u</i>(<i>t</i>), the output <i>y</i>(<i>t</i>) is</p>",(1 - 2<i>e</i><sup>-<i>t</i></sup> + <i>e</i><sup>-2<i>t</i></sup>) <i>u</i>(<i>t</i>),(1 + 2<i>e</i><sup>-<i>t</i></sup> + 2<i>e</i><sup>-2<i>t</i></sup>) <i>u</i>(<i>t</i>),(0.5 + <i>e</i><sup>-<i>t</i></sup> + 1.5<i>e</i><sup>-2<i>t</i></sup>) <i>u</i>(<i>t</i>),(0.5 + 2<i>e</i><sup>-<i>t</i></sup> + 2<i>e</i><sup>-2<i>t</i></sup>) <i>u</i>(<i>t</i>),,A,
<p>In a minimum function</p>,the degree of numerator is higher than that of denominator,the degree of numerator is lower than that of denominator,the degree of numerator and denominator are equal,the denominator is a constant,,C,
"<p>In a series circuit with fixed R and variable X<sub>L</sub>, the current locus lies in the fourth quadrant.</p>",True,False,,,,A,
<p>A parallel connection of circuit is at below resonance circuit behave as</p>,RC circuit,RL,RLC,resistive only,,B,
"<p><p><b>Assertion (A):</b>  In figure the coefficients <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/153-1155-2.png""/>, <i>n</i> = 1, 2, ... and <i>b<sub><i>n</i></sub></i> = 0<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/153-1155-1.png""/></p><p><b>Reason (R):</b>  The periodic function is symmetrical about <i>t</i> = T and <i>t</i> = T/2.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,A,
