question,A,B,C,D,E,answer,explanation
"<p>In a broadcast superheterodynes receiver having no RF amplifier, the loaded Q of the antenna coupling circuit is 100. If the intermediate frequency is 455 kHz. In receivers operating upto the limit of shortwave broadcasting the local oscillator often used is</p>",Armstrong oscillator,Colpitts oscillator,Clapp oscillator,Ultra Audio oscillator,,A,
<p>RF amplifiers are used in radio receivers for</p>,better sensitivity,improved signal-to-noise ratio,better coupling of receiver to the antenna,all of the above,,D,
"<p>In an FM signal, the power</p>",increases as the modulation index increases,reduces as the modulation index increase,increases as the modulation index decreases,remains constant when the modulation index increases,,D,
<p>An unmodulated voltage 10 <i>V</i> effective is applied to a dioxide detector in which load resistance is 4 x 10<sup>-5</sup> ohms. A micrometer shows that the rectified DC current in this resistance is 30 <i>A</i>. The efficiency of detection is</p>,34%,55.5%,68.8%,84.7%,,D,
"<p>Selectivity varies with receiving frequency, frequency is raised.</p>",Somewhat better when the receiving frequency is raised,Somewhat better at intermediate frequency,Somewhat worse when the receiving frequency is lowered,Somewhat worse when the receiving frequency is raised,,D,
<p>FM receivers using the standard 88 to 108 MHz band use IF of</p>,8 MHz,9.9 MHz,10.7 MHz,12.2 MHz,,C,
<p>Most of the amplification of the received signal is obtained in a superheterodyne receiver from the</p>,IF stage,RF stage,power amplification stage,none of the above,,A,
<p>The problem associated with tuned-radio frequency receiver is</p>,instability,insufficient adjacent frequency rejection,bandwidth variation,all of the above,,D,
<p>Which of the following noise becomes of great importance at high frequencies?</p>,Transit-time noise,Shot noise,Flicker noise,Agitation noise,,A,
<p>Superheterodyne receiver can be used in</p>,AM,FM,SSB,All of the above,,D,
"<p>In a receiver, at higher frequencies</p>",tracking will be improved,tracking will be poor,selectivity will be poor,image frequency rejection will be poor,,A,
<p>Which of the following circuit cannot be used to demodulate SSB?</p>,Phase discriminator,Produce detector,Balanced modulator,Beat frequency oscillator,,A,
<p>High IF in a superheat receiver</p>,improves selectivity,increases tracking problems,decreases tracking problems,reduces adjacent channel rejection,,B,
<p>The typical squelch circuit</p>,cuts off an IF amplifier when the AGC is maximum,cuts off an IF amplifier when the AGC is minimum,cuts off an audio amplifier when the carrier is absent,eliminates the RF interference when the signal is weak,,C,
"<p>A communication channel with additive white Gaussian noise, has a bandwidth of 4 kHz and an SNR of 15. Its channel capacity is</p>",1.6 kbps,16 kbps,32 kbps,256 kbps,,B,
