question,A,B,C,D,E,answer,explanation
<p>A grinding wheel is said to be of __________ if it holds the abrasive grains more securely.</p>,soft grade,medium grade,hard grade,,,C,
<p>A dense structure of a grinding wheel is used for</p>,hard materials,brittle materials,fnishing cuts,all of these,,D,
"<p>The keyways, grooves and slots cannot be cut on a shaper.</p>",True,False,,,,B,
<p>Side relief angle of a single point tool is the angle</p>,by which the face of the tool is inclined towards back,by which the face of the tool is inclined sideways,between the surface of the flank immediately below the point and a plane at right angles to the centre line of the point of tool,between the surface of the flank immediately below the point and a line drawn from the point perpendicular to the base,,C,
<p>Gears can be best produced on mass production by</p>,shaping,casting,forming,hobbing,,D,
"<p>In a plain milling machine, the table can be moved</p>",longitudinally,crosswise,vertically,all of these,,D,
"<p>In drilling operation, the metal is removed by</p>",shearing,extrusion,shearing and extrusion,shearing and compression,,C,
<p>A single point tool has</p>,rake angle,cutting angle,lip angle,all of these,,D,
"<p>In hot machining, the work is heated by</p>",simple heating,flame heating,induction heating,any one of these,,D,
<p>The type of tool used on milling machine and broaching machine is</p>,single point cutting tool,two point cutting tool,three point cutting tool,multi-point cutting tool,,D,
<p>Which of the following statement is correct for oblique cutting system?</p>,The cutting edge is inclined at an angle less than 90° with the normal to the velocity of the tool.,"Frequently, more than one cutting edges are in action.",The chip flows on the tool face at an angle less than 90° with the normal on the cutting edge.,all of the above,,D,
"<p>When the tool moves parallel to the lathe axis, the movement is termed as</p>",cross feed,angular feed,longitudinal feed,any one of these,,C,
"<p>In the relation <i>VT</i><sup><i>n</i></sup> = <i>C</i>, the value of n for ceramic tools is</p>",0.1 to 0.2,0.20 to 0.25,0.25 to 0.40,0.40 to 0.55,,D,
<p>Chip breakers are used to</p>,increase tool life,remove chips from bed,break the chips into short segments,to minimise heat generation,,C,
<p>The factor responsible for the formation of discontinuous chips is</p>,low cutting speed and large rake angle,low cutting speed and small rake angle,high cutting speed and large rake angle,high cutting speed and small rake angle,,B,
<p>The stroke of a shaping machine is 250 mm. It makes 30 double strokes per minute. The overall average speed of operation is</p>,3.75 m/min,5 m/min,7.5 m/min,15 m/min,,C,
"<p>The actual feed in centreless grinders is given by (where <i>d</i> = Dia. of regulating wheel, <i>n</i> = Revolutions per minute, and α = Angle of inclination of wheel)</p>",π<i>d</i>,π<i>d n</i>,π<i>d n</i> sin α,π<i>d n</i> cos α,,C,
"<p>For fast removal of materials during grinding, a __________ grinding wheel is used.</p>",coarse grained,fine grained,medium grained,,,A,
<p>Which of the following process is used for preparing parts having large curved surfaces and thin sections?</p>,Hot machining,Ultra-sonic machining,ECM process,Chemical milling,,D,
<p>A grinding wheel becomes glazed (i.e. cutting edge takes a glass-like appearance) due to</p>,wear of bond,breaking of abrasive grains,wear of abrasive grains,cracks on grinding wheel,,C,
"<p>To grind brittle materials, a coarse grained grinding wheel is used.</p>",Agree,Disagree,,,,B,
<p>Gears can be cut on a shaper.</p>,Agree,Disagree,,,,A,
<p>The grade of grinding wheel depends upon</p>,hardness of the material being ground,speed of wheel and work,condition of grinding machine,all of these,,D,
<p>A dynamometer is a device used for the measurement of</p>,chip thickness ratio,forces during metal cutting,wear of the cutting tool,deflection of the cutting tool,,B,
