question,A,B,C,D,E,answer,explanation
<p>The maximum production of small and slender parts is done by</p>,watch maker's lathe,sliding head stock automatic lathe,multispindle automatic lathe,capastan lathe,,C,
<p>Side rake angle on tools is provided to control chip flow.</p>,True,False,,,,A,
"<p>The method of grinding used to produce a straight or tapered surface on a workpiece, is</p>",internal cylindrical grinding,form grinding,external cylindrical grinding,surface grinding,,C,
<p>A fixture does not guide the tool.</p>,Correct,Incorrect,,,,A,
<p>Crater wear occurs mainly on the</p>,"nose part, front relief face and side relief face of the cutting tool",face of the cutting tool at a short distance from the cutting edge only,cutting edge only,front face only,,B,
<p>Gear lapping is an operation</p>,after heat treatment,prior to heat treatment,for gear reconditioning,none of these,,A,
<p>The facing is an operation of</p>,bevelling the extreme end of a workpiece,embossing a diamond shaped pattern on the surface of a workpiece,reducing the diameter of a workpiece over a very narrow surface,machining the ends of a workpiece to produce a flat surface square with the axis,,D,
<p>A fixture is defined as a device which</p>,holds and locates a workpiece and guides and controls one or more cutting tools,holds and locates a workpiece during an inspection or for a manufacturing operation,is used to check the accuracy of workpiece,all of the above,,B,
"<p>A drill considered as a cutting tool having zero rake, is known as a</p>",flat drill,straight fluted drill,parallel shank twist drill,tapered shank twist drill,,B,
<p>Which of the following statement is wrong about ultra-sonic machining?</p>,It is best suited for machining hard and brittle materials.,It cuts materials at very slow speeds.,It removes large amount of material.,It produces good surface finish.,,C,
"<p>In oblique cutting system, the maximum chip thickness occurs at the middle.</p>",Correct,Incorrect,,,,B,
<p>Larger end cutting edge angle __________ tool life.</p>,increases,decreases,does not effect,,,B,
<p>The lead screw of a lathe has __________ threads.</p>,single start,double start,multi-start,any one of these,,A,
<p>A left hand tool on a lathe cuts most efficiently when it travels</p>,from left to right end of the lathe bed,from right to left end of the lathe bed,with the help of a compound slide,across the bed,,A,
<p>The correct sequence of tool materials in increasing order of their ability to retain their hot hardness is</p>,"carbide, ceramic, cermet, borazon","ceramic, carbide, borazon, cermet","cermet, carbide, ceramic, borazon","borazon, ceramic, carbide, cermet",,C,
<p>Which of the following statement is incorrect with reference of lathe cutting tools?</p>,The flank of the tool is the surface or surfaces below and adjacent to the cutting edges,"The nose is the corner, arc or chamfer joining the side cutting and the end cutting edges",The heel is that part of the tool which is shaped to produce the cutting edges and face,The base is that surface of the shank which bears against the support and takes tangent pressure of the cut,,C,
"<p>In the relation <i>VT</i><sup><i>n</i></sup> = <i>C</i>, the value of n for carbide tools is</p>",0.1 to 0.2,0.20 to 0.25,0.25 to 0.40,0.40 to 0.55,,B,
"<p>In up milling, the thickness of chip is</p>",minimum at the beginning of the cut and maximum at the end of the cut,maximum at the beginning of the cut and minimum at the end of the cut,uniform throughout the cut,none of these,,A,
<p>The machining of titanium is difficult due to</p>,high thermal conductivity of titanium,chemical reaction between tool and work,low tool-chip contact area,none of these,,C,
"<p>In orthogonal cutting system, the maximum chip thickness occurs at the middle.</p>",Correct,Incorrect,,,,A,
<p>Lapping is an operation of</p>,making a cone-shaped enlargement of the end of a hole,smoothing and squaring the surface around a hole,sizing and finishing a small diameter hole,producing a hole by removing metal along the circumference of a hollow cutting tool,,C,
<p>The different spindle speeds on a lathe form</p>,arithmetical progression,geometrical progression,harmonical progression,any one of these,,B,
"<p>If the helix angle of the drill is made __________ 30°, then the torque required to drive the drill at a given feed will be more.</p>",equal to,less than,more than,,,B,
"<p>The angle included between the two lips projected upon a plane parallel to the drill axis and paralled to the two cutting lips, is called helix angle.</p>",Correct,Incorrect,,,,B,
"<p>In hot machining, tool is made of</p>",tungsten carbide,brass or copper,diamond,stainless steel,,A,
"<p>In ultra-sonic machining, the metal is removed by</p>",using abrasive slurry between the tool and work,direct contact of tool with the work,maintaining an electrolyte between the work and tool in a very small gap between the two,erosion caused by rapidly recurring spark discharges between the tool and work,,A,
<p>The velocity of tool relative to the workpiece is known as cutting velocity.</p>,True,False,,,,A,
<p>Grinding wheels should be tested for balance</p>,only at the time of manufacture,before starting the grinding operation,at the end of grinding operation,occasionally,,D,
